nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Conservación,Referencia,Calefacción,Cocina equipada,Terraza,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Planta,Exterior,Antigüedad,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Comedor,Garaje,Trastero,Portero automático,Puerta blindada,Ascensor,Adaptado a personas con movilidad reducida,Soleado,Gastos de comunidad,Amueblado,Armarios empotrados,Gas,Lavadero,Se aceptan mascotas,Sistema de seguridad,Balcón,Tipo de casa,Teléfono,Chimenea,Jardín,Piscina,Agua,Luz,Interior
Piso en Carrer de la Mel,HOUSLET,325 €/m²,20.200 €,62 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-833669914_103900/,Anuncio actualizado el 19/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),62 m²,54 m²,,3,1,,3B2-247036,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer Josep Potellas,INSTAL·LA`T,1.392 €/m²,110.000 €,79 m²,https://www.pisos.com/comprar/duplex-sallent_centro_urbano-50876672387_520901/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),79 m²,60 m²,,2,1,A reformar,4520901-APIALIA 10274,Gas natural,N/A,,,,,,2ª,N/A,Entre 30 y 50 años,Faig,Parquet,N/A,Aluminio,Frío y calor,N/A,2,N/A,,,,,N/A,,,,N/A,N/A,,,,,,,,,,,
Casa en Plaça de Lladó,FINQUES PASSEIG,697 €/m²,279.000 €,400 m²,https://www.pisos.com/comprar/casa-ctra_de_vic_remei08241-49233294203_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),400 m²,350 m²,421 m²,1,1,,SA1076-000352/5339,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Aeri de Montserrat,donpiso Central,2.079 €/m²,137.260 €,66 m²,https://www.pisos.com/comprar/piso-monistrol_de_montserrat_centro_urbano-48410535429_109100/,Anuncio actualizado el 19/02/2025,"G, F","G, F",bages (BCN),66 m²,,,3,1,,FE45-287585,N/A,,N/A,Norte,,,,2ª,Exterior calle,,,Gres,,Aluminio,,,,,,,,,Por la mañana,Entre 40 y 60 €,N/A,,Otra compañía,,,,,,,,N/A,N/A,,,
Piso en Carrer de l'Aiguader,HIPOGES IBERIA,396 €/m²,28.921 €,73 m²,https://www.pisos.com/comprar/piso-escodines08241-43354334957_100700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),73 m²,60 m²,,,,,MORE-1638,,,,,,,,3ª,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Cataluna,eXp Realty,928 €/m²,340.000 €,366 m²,https://www.pisos.com/comprar/casa-navarcles_centro_urbano-50840272166_100500/,Anuncio actualizado el 07/02/2025,"F, F","F, F",bages (BCN),366 m²,274 m²,812 m²,4,1,,SA3689-EXP08827/8930,,,N/A,Sur,,,,,,Más de 50 años,,Gres,,,N/A,,1,N/A,,,,,,,,,,,,,,,,N/A,N/A,Propia,N/A,,
Piso en Carrer de la Bonavista,SAM GRUPO M,912 €/m²,146.000 €,160 m²,https://www.pisos.com/comprar/piso-sant_joan_de_vilatorrada_centro_urbano-39176578307_100500/,Anuncio actualizado el 26/07/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),160 m²,,,1,1,,SA4980-EXC_HMR-387/10877,,,,,,,,Bajo,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sant Vicenç de Castellet,L@MFINQUES,1.343 €/m²,159.900 €,119 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-44217018706_501283/,Anuncio actualizado el 18/02/2025,"E, E","E, E",bages (BCN),119 m²,95 m²,,4,1,Reformado,501283-010167,Eléctrica,N/A,N/A,,,,,Bajo,N/A,Entre 30 y 50 años,N/A,Gres,N/A,Aluminio,Frío y calor,N/A,,,N/A,N/A,,N/A,N/A,,,,,N/A,,N/A,,,N/A,,,,,,
Piso en Balsareny,FINQUES PASSEIG,800 €/m²,88.000 €,110 m²,https://www.pisos.com/comprar/piso-balsareny_centro_urbano08660-49185372275_100500/,Anuncio actualizado el 17/02/2025,"E, F","E, F",bages (BCN),110 m²,75 m²,,3,1,,SA1076-10247/5339,,,,,,,,1ª,,Más de 50 años,,Terrazo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça de Catalunya,Estudi Manresa Slu,1.057 €/m²,185.000 €,175 m²,https://www.pisos.com/comprar/piso-placa_de_catalunya08242-49209632190_100200/,Anuncio actualizado el 30/01/2025,"E, E","E, E",bages (BCN),175 m²,,,5,1,En buen estado,TC1130-599718,N/A,,,,,,,,,Más de 50 años,,Parquet,,,,,,,,,,,,Más de 100 €,,,,,,,N/A,,,,,,,,
Piso en Carrer de Sant Llorenç de Brindisi,FINQUES PASSEIG,1.737 €/m²,139.000 €,80 m²,https://www.pisos.com/comprar/piso-escodines08241-49188406157_100500/,Anuncio actualizado el 17/02/2025,"E, D","E, D",bages (BCN),80 m²,64 m²,,3,1,,SA1076-000353/5339,Gas natural,,,,,,,3ª,,Más de 50 años,,,,,,,,,,,N/A,,,Más de 100 €,,,,,,,N/A,,,,,,,,
"Apartamento en Céntrico, Cerca Todos los Servicios",donpiso Central,952 €/m²,119.000 €,125 m²,https://www.pisos.com/comprar/apartamento-sant_joan_de_vilatorrada_centro_urbano-50082819610_109100/,Anuncio actualizado el 18/02/2025,"E, E","E, E",bages (BCN),125 m²,125 m²,,3,1,,FE255-289445,,,N/A,,,,,1ª,Exterior calle,,,Gres,,Aluminio,N/A,,,,,,,,Por la mañana,,,,Otra compañía,,,,,,,,,,,,
Piso en Carrer de la Mel,HOUSLET,325 €/m²,20.200 €,62 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-929974977_103900/,Anuncio actualizado el 19/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),62 m²,54 m²,,2,1,,3B2-247035,,,,,,,,,,Más de 50 años,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Sant Fruitós de Bages,L@MFINQUES,1.882 €/m²,160.000 €,85 m²,https://www.pisos.com/comprar/piso-sant_fruitos_de_bages_centro_urbano-45855683409_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),85 m²,75 m²,,3,1,En buen estado,501283-010200,Eléctrica,N/A,N/A,Sureste,,,,1ª,N/A,Entre 30 y 50 años,N/A,Gres,N/A,Madera,,N/A,1,N/A,N/A,N/A,,,N/A,,,,,N/A,,,N/A,,N/A,,,,,,
Piso en Sallent,B.C. GESTIONS,706 €/m²,69.900 €,99 m²,https://www.pisos.com/comprar/piso-sallent_centro_urbano-49226934943_106700/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),99 m²,84 m²,,4,2,,IFC76360-EXRE-00760,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Gabarresa,INSTAL·LA`T,745 €/m²,278.000 €,373 m²,https://www.pisos.com/comprar/casa-avinyo_centro_urbano-48403205764_520901/,Anuncio actualizado el 17/12/2024,"E, E","E, E",bages (BCN),373 m²,310 m²,,5,2,En buen estado,4520901-00350,,N/A,N/A,,,,,,,Entre 30 y 50 años,,,,,,N/A,2,,,,,,,,,1,,,,,,,,,Privado,,,,
"Piso en Carrer de Sobrerroca, 8",ALTAMIRA,1.964 €/m²,55.000 €,28 m²,https://www.pisos.com/comprar/piso-barri_antic-45843915153_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),28 m²,28 m²,,,,,AM9-9206##9206_0002_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Valldaura,L@MFINQUES,1.559 €/m²,92.000 €,59 m²,https://www.pisos.com/comprar/piso-valldaura-22505714867_501283/,Anuncio actualizado el 18/02/2025,"E, F","E, F",bages (BCN),59 m²,43 m²,,2,1,En buen estado,501283-009607,,N/A,,Sur,,,,2ª,N/A,Entre 20 y 30 años,N/A,Gres,,,Frío y calor,,,,N/A,,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,,,,,
Casa adosada en Sagrada Família,L@MFINQUES,984 €/m²,640.000 €,650 m²,https://www.pisos.com/comprar/casa_adosada-manresa_sagrada_familia-92556831512_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),650 m²,650 m²,,5,5,En buen estado,501283-009115,Gas natural,N/A,N/A,Sur,,,,,,Entre 20 y 30 años,N/A,Mármol,N/A,Aluminio,Frío y calor,N/A,Más de 2,,,N/A,,,,,N/A,Más de 2,N/A,N/A,,N/A,,Adosada,N/A,N/A,,,,,
Piso en Carrer de Sant Joan,Aliseda Inmobiliaria,898 €/m²,71.000 €,79 m²,https://www.pisos.com/comprar/piso-font_dels_capellans_guix_viladordis08243-41748925841_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),79 m²,,,1,1,,AN1-ANT00030689231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de l'Era d'En Coma,FINQUES PASSEIG,1.250 €/m²,287.600 €,230 m²,https://www.pisos.com/comprar/casa_adosada-valldaura08241-50096807856_100500/,Anuncio actualizado el 17/02/2025,"B, B","B, B",bages (BCN),230 m²,169 m²,,3,3,,SA1076-1959/5339,,,N/A,Oeste,,,,,,Menos de 5 años,,,,,N/A,,1,N/A,,,,,,,,,,,,,,Adosada,,,,,N/A,,
Piso en Carrer d'Oleguer Miró,130 Serveis Immobiliaris,1.494 €/m²,125.500 €,84 m²,https://www.pisos.com/comprar/piso-la_balconada_cal_gravat08243-41732150829_517959/,Anuncio actualizado el 03/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),84 m²,84 m²,,4,1,En buen estado,517959-POA-665-762,Gas natural,,,,,,,4ª,N/A,,,Terrazo,,,,,,N/A,,,N/A,,,,,,,N/A,,,N/A,,,,,,,,
Piso en calle Ct Vella,CICLOACTIVOS S.L.,772 €/m²,61.000 €,79 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-17591095858_991803/,Anuncio actualizado el 14/06/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),79 m²,79 m²,,4,1,En buen estado,4991803-31346,,,,,,,,2ª,N/A,Entre 30 y 50 años,,,,,Sin especificar,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Sagrada Família,finques GALI,1.432 €/m²,116.000 €,81 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia08243-48346089640_106700/,Anuncio actualizado el 08/10/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),81 m²,70 m²,,3,1,,IFC128-PIS_2104,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,
Casa en Centro Urbano 87,SAM GRUPO M,1.099 €/m²,133.000 €,121 m²,https://www.pisos.com/comprar/casa-sant_vicenc_de_castellet_centro_urbano-51748620767_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),121 m²,,,3,2,,SA4980-SO-495/10877,,,,,,,,,,,,Gres,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Santa Maria,Aliseda Inmobiliaria,577 €/m²,56.000 €,97 m²,https://www.pisos.com/comprar/piso-barri_antic-35858403404_107000/,Anuncio actualizado el 08/05/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),97 m²,,,1,1,,AS1-4739-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer del Faig,INSTAL·LA`T,1.043 €/m²,435.000 €,417 m²,https://www.pisos.com/comprar/chalet-santpedor_centro_urbano-51742844802_520901/,Anuncio actualizado el 18/02/2025,"F, F","F, F",bages (BCN),417 m²,229 m²,1.291 m²,5,3,En buen estado,4520901-APIALIA 2973-5,Gas natural,N/A,N/A,,,,,,,Entre 30 y 50 años,,Gres,N/A,Aluminio,Frío y calor,N/A,1,,,,,,,,,,N/A,,,,,,,N/A,Privado,,,,
Piso en Carrer de Santa Llúcia,HIPOGES IBERIA,432 €/m²,54.000 €,125 m²,https://www.pisos.com/comprar/piso-barri_antic-50045004846_100700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),125 m²,125 m²,,,,,GTRE-00410,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle del Raval de Manresa,HIPOGES IBERIA,368 €/m²,109.000 €,296 m²,https://www.pisos.com/comprar/casa-font_dels_capellans_guix_viladordis08254-43372550313_100700/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),296 m²,296 m²,296 m²,,,,BRRE-00221,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Congost-Santa Caterina-Els Comtals,finques GALI,1.673 €/m²,159.000 €,95 m²,https://www.pisos.com/comprar/piso-congost_santa_caterina_els_comtals08241-51718765707_106700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),95 m²,80 m²,,3,1,,IFC128-PIS_2150,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,
Casa en *Centre,GRUP 90,629 €/m²,165.000 €,262 m²,https://www.pisos.com/comprar/casa-santpedor_centro_urbano-48359776789_100500/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),262 m²,160 m²,,3,2,,SA1509-25-5-06745/3578,,,N/A,Norte,,,,,,Más de 50 años,,Parquet,,,,N/A,1,,,,,,,,N/A,,,,,,,,,,,,N/A,,
Piso en Navas,SAM GRUPO M,1.654 €/m²,208.500 €,126 m²,https://www.pisos.com/comprar/piso-navas_centro_urbano-44242375445_100500/,Anuncio actualizado el 26/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),126 m²,103 m²,,4,2,,SA4980-NAV_04/10877,N/A,,N/A,,,,,2ª,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,N/A,,
Piso en Carrer del Abat Oliva,HIPOGES IBERIA,1.107 €/m²,118.500 €,107 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08242-48353245108_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),107 m²,107 m²,,,,,AURE-31063,,,,,,,,3ª,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Pi,HELLOFINCA.,1.576 €/m²,350.000 €,222 m²,https://www.pisos.com/comprar/casa-monistrol_de_montserrat_centro_urbano-50841453813_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",bages (BCN),222 m²,180 m²,,4,3,En buen estado,4527713-MONISTROL MONTSERRAT II,Eléctrica,N/A,N/A,A la montaña,N/A,N/A,N/A,,,Entre 10 y 20 años,N/A,Parquet,N/A,PVC,Frío,N/A,Más de 2,,,N/A,,N/A,,,,,N/A,N/A,N/A,,,,N/A,N/A,Privado,,,,
Piso en Carrer de la Llibertat,LES CLAUS DE SANT VICENÇ,1.796 €/m²,73.645 €,41 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-5170996368_109700/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),41 m²,,,1,,A estrenar,1097-21766709,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Vista Alegre,CONSULTIN Consultors Integrals,950 €/m²,76.000 €,80 m²,https://www.pisos.com/comprar/piso-congost_santa_caterina_els_comtals08241-33430748006_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",bages (BCN),80 m²,69 m²,,3,1,,SA816-CM02867/3377,Gas natural,,N/A,,,,,1ª,,Más de 50 años,,Gres,,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,N/A,,
Casa adosada en La Balconada-Cal Gravat,L@MFINQUES,1.891 €/m²,295.000 €,156 m²,https://www.pisos.com/comprar/casa_adosada-la_balconada_cal_gravat08243-51668849575_501283/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),156 m²,128 m²,,4,2,En buen estado,501283-010286,Gas natural,N/A,N/A,Sureste,N/A,N/A,N/A,,,Entre 30 y 50 años,N/A,Gres,N/A,Aluminio,Frío y calor,N/A,1,,,N/A,,,,,,,N/A,N/A,,N/A,,Adosada,,,Privado,,,,
"Chalet en Avinguda de Sant Sebastià, 13",eactivos.com Subastas Online,874 €/m²,250.000 €,286 m²,https://www.pisos.com/comprar/chalet-sant_fruitos_de_bages_centro_urbano-51743583326_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),286 m²,285 m²,1.086 m²,3,2,En buen estado,SA2450-Vivienda unifamiliar (NKE2E3YR),,,,,,,,,,Más de 50 años,,,,,,,1,,,,,,,,,,,,,,,,,,N/A,,,,
Ático en Carrer Darrera Tossal del Coro,HELLOFINCA.,1.168 €/m²,180.000 €,154 m²,https://www.pisos.com/comprar/atico-manresa_sagrada_familia08243-49211175485_527713/,Anuncio actualizado el 19/02/2025,"C, C","C, C",bages (BCN),154 m²,152 m²,,3,2,En buen estado,4527713-000026,Gas natural,N/A,N/A,Sureste,,,,2ª,N/A,Entre 20 y 30 años,,Gres,,Aluminio,Frío y calor,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,Entre 60 y 80 €,,,,N/A,N/A,,N/A,,,,,,,,
Piso en Carrer de Santa Maria,Aliseda Inmobiliaria,915 €/m²,54.000 €,59 m²,https://www.pisos.com/comprar/piso-barri_antic-35849301611_107000/,Anuncio actualizado el 09/05/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),59 m²,,,1,1,,AS1-4739-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sagrada Familia,CONSULTIN Consultors Integrals,1.743 €/m²,830.000 €,476 m²,https://www.pisos.com/comprar/casa-sagrada_familia_font_dels_capellans08241-848850874_100500/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),476 m²,360 m²,136 m²,6,5,,SA816-CM02485/3377,Gas natural,,N/A,,,,,,,Entre 10 y 20 años,,Mármol,,,N/A,,1,,,N/A,,,,,,1,,,,N/A,,,,N/A,,,N/A,,
"Piso en Carrer de Sobrerroca, 8",ALTAMIRA,562 €/m²,18.000 €,32 m²,https://www.pisos.com/comprar/piso-barri_antic-45854340709_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),32 m²,32 m²,,,,,AM9-9206##9206_0002_PE0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer dels Ducs de Cardona,Aliseda Inmobiliaria,1.380 €/m²,197.400 €,143 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-42540929506_109700/,Anuncio actualizado el 11/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),143 m²,,,3,2,A estrenar,AS1-1448,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,
Piso en Carrer de Numància,VIVANTIAL,853 €/m²,70.000 €,82 m²,https://www.pisos.com/comprar/piso-congost_santa_caterina_els_comtals08241-38374988767_109300/,Anuncio actualizado el 28/01/2025,"E, F","E, F",bages (BCN),82 m²,82 m²,,,,,EP618-12080-2025,,,,,,,,4ª,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Centre-Passeig i Rodalies,L@MFINQUES,1.581 €/m²,129.700 €,82 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08241-50033201812_501283/,Anuncio actualizado el 18/02/2025,"E, E","E, E",bages (BCN),82 m²,72 m²,,2,1,En buen estado,501283-010269,Gas natural,,,,,,,2ª,N/A,Entre 30 y 50 años,N/A,Gres,N/A,Aluminio,Frío y calor,,,,N/A,N/A,N/A,N/A,N/A,900€,,,N/A,,,N/A,N/A,,,,,,,,
Piso en Carrer de Puig Cardener,Hi Homie,1.470 €/m²,100.000 €,68 m²,https://www.pisos.com/comprar/piso-barri_antic-36718955638_100500/,Anuncio actualizado el 16/10/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),68 m²,58 m²,,1,1,En buen estado,SA3398-Manresa100,,Cocina amueblada,,,,,,Bajo,N/A,Entre 10 y 20 años,,,,,Frío,,,,,,N/A,,,Entre 20 y 40 €,,1,,,,,,,,,,,,,
Casa adosada en Carrer del Verger,eXp Realty,412 €/m²,120.000 €,291 m²,https://www.pisos.com/comprar/casa_adosada-navarcles_centro_urbano-50926517023_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),291 m²,257 m²,144 m²,6,2,,SA3689-EXP08769/8930,,,,Este,,,,,,Más de 50 años,,Gres,,,N/A,N/A,,N/A,,,,,,,,,,,,N/A,,Adosada,,,N/A,,,,
Piso en Plaça de Catalunya,L@MFINQUES,1.305 €/m²,169.680 €,130 m²,https://www.pisos.com/comprar/piso-placa_de_catalunya-44215867218_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),130 m²,120 m²,,3,1,A reformar,501283-010172,,N/A,,Este,,,,Bajo,N/A,Más de 50 años,,Gres,,Madera,,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,,Privado,,,,
Piso en Sallent,finques GALI,1.020 €/m²,149.000 €,146 m²,https://www.pisos.com/comprar/piso-sallent_centro_urbano-37536791907_106700/,Anuncio actualizado el 12/03/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),146 m²,130 m²,,4,2,En buen estado,IFC128-PIS_1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Muralla de Sant Francesc,HIPOGES IBERIA,457 €/m²,46.678 €,102 m²,https://www.pisos.com/comprar/piso-valldaura08241-43418283184_100700/,Anuncio actualizado el 25/07/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),102 m²,102 m²,,,,,MORE-2214,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Bartomeu,VIVANTIAL,434 €/m²,30.000 €,69 m²,https://www.pisos.com/comprar/piso-escodines08241-27598759661_109300/,Anuncio actualizado el 13/12/2024,"E, E","E, E",bages (BCN),69 m²,69 m²,,,,A reformar,EP618-10559-2025,,,N/A,,,,,2ª,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Miquel,HIPOGES IBERIA,23.760 €/m²,118.800 €,5 m²,https://www.pisos.com/comprar/piso-barri_antic-43368313360_100700/,Anuncio actualizado el 26/09/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),5 m²,,,,,,SBRE-0154927,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Cós, 104",Aliseda Inmobiliaria,916 €/m²,55.000 €,60 m²,https://www.pisos.com/comprar/piso-sallent_centro_urbano-50882116217_104500/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),60 m²,,,2,1,,ASR1-SRB0000088696,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Maria Aurèlia Capmany,CICLOACTIVOS S.L.,1.037 €/m²,137.000 €,132 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia-945856909549241_109700/,Anuncio actualizado el 01/07/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),132 m²,89 m²,,3,1,En buen estado,4991803-32310,,,N/A,,,,,Bajo,,Entre 10 y 20 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Zona River Park,Comprarcasa Grupo HG Terrassa,1.444 €/m²,130.000 €,90 m²,https://www.pisos.com/comprar/piso-el_pont_de_vilomara_i_rocafort_centro_urbano-46754008229_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),90 m²,85 m²,,2,1,,SA5066-30537-3/11172,N/A,,N/A,,,,,Bajo,,Entre 10 y 20 años,,Parquet,,,N/A,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,
Casa en Zona de L´Església,donpiso Central,336 €/m²,67.260 €,200 m²,https://www.pisos.com/comprar/casa-monistrol_de_montserrat_centro_urbano-50931702548_109100/,Anuncio actualizado el 01/02/2025,"G, G","G, G",bages (BCN),200 m²,,,3,,,FE45-289998,,,,Sureste,,,,,,,,,,Madera,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en El Pont de Vilomara i Rocafort,PISOS DEL BAGES,1.812 €/m²,290.000 €,160 m²,https://www.pisos.com/comprar/casa-el_pont_de_vilomara_i_rocafort_centro_urbano-50884107778_101300/,Anuncio actualizado el 25/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),160 m²,155 m²,,3,1,,API122-CAS578,N/A,,,Sur,,,,,,Entre 10 y 20 años,,,,,,,,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,
Piso en Passeig de Pere III,FINQUES PASSEIG,3.298 €/m²,640.000 €,194 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08242-45087045312_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",bages (BCN),194 m²,155 m²,,4,3,,SA1076-V0396/5339,Gas natural,,,,,,,4ª,,Entre 20 y 30 años,,Parquet,,,,,,,,,N/A,,,,,,,,,,N/A,,,N/A,,,,,
"Piso en Carrer de Sobrerroca, 8",ALTAMIRA,862 €/m²,50.000 €,58 m²,https://www.pisos.com/comprar/piso-barri_antic-49249634984_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),58 m²,58 m²,,,,,AM9-9206##9206_0002_PE0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer del Pla de la Vila,INSTAL·LA`T,3.510 €/m²,323.000 €,92 m²,https://www.pisos.com/comprar/chalet-fonollosa_centro_urbano-45063298665_520901/,Anuncio actualizado el 20/06/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),92 m²,87 m²,1.200 m²,3,1,En buen estado,4520901-APIALIA 10173,,N/A,N/A,,,,,,,Entre 30 y 50 años,,Gres,N/A,Aluminio,Frío y calor,N/A,,,,,,,,,,,,,,,,,,N/A,Privado,,,,
Piso en Súria,Estudi Manresa Slu,1.089 €/m²,159.000 €,146 m²,https://www.pisos.com/comprar/piso-suria_centro_urbano-50064211750_100200/,Anuncio actualizado el 06/02/2025,"E, E","E, E",bages (BCN),146 m²,,,3,2,En buen estado,TC1130-604144,N/A,,,,,,,,,Entre 20 y 30 años,,,,,,,1,,,,N/A,,,,,,,,,,N/A,,,,,,,,
