nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Puerta blindada,Superficie solar,Agua,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Garaje,Trastero,Sistema de seguridad,Tipo de casa,Gastos de comunidad,Amueblado,Armarios empotrados,Chimenea,Teléfono,Ascensor,Carpintería interior,Vidrios dobles,Gas,Lavadero,Portero automático,Soleado,Se aceptan mascotas,Balcón,Interior,Adaptado a personas con movilidad reducida,Luz
Dúplex en Carrer d'El Bruc de Baix,PROYECTOS BRUC,2.689 €/m²,199.000 €,74 m²,https://www.pisos.com/comprar/duplex-el_bruc_centro_urbano-48418249469_324700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),74 m²,61 m²,1,1,2ª,,Menos de 5 años,A estrenar,3247-056043,,Aluminio,,Aerotermia,En un ambiente,N/A,N/A,,,11m² - solarium - vistas a montserrat,,,A la montaña,,,,,,,,,,,,,N/A,,N/A,,,N/A,,,N/A,,,
Casa en Masquefa,FINQUES SUBIRANA,3.038 €/m²,358.500 €,118 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-37570638363_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),118 m²,100 m²,4,2,,,,,SA377-18168/1783,Gres,,N/A,Gas natural,,,,,,N/A,,,Este,,,,1,,,,,,1,,,,,,,,,,,,,,
Casa en Sesoliveres-Pla de la Massa,Engel & Völkers MMC Barcelona,502 €/m²,650.000 €,1.293 m²,https://www.pisos.com/comprar/casa-sesoliveres_pla_de_la_massa08712-36751275575_101800/,Anuncio actualizado el 28/05/2024,"E, E","E, E",anoia (BCN),1.293 m²,,5,3,,,,,IF76306-I-00XD92-W-02SX5L,,,,Central,,,,33.943 m²,,N/A,,Propia,,,,,1,,,,,,,,,,,,,,,,,,,,
Casa en La Pobla de Claramunt,Engel & Völkers MMC Barcelona,1.258 €/m²,365.000 €,290 m²,https://www.pisos.com/comprar/casa-la_pobla_de_claramunt_centro_urbano-40869556635_101800/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),290 m²,,7,2,,,Más de 50 años,,IF76306-I-00XUT7-W-02U7S7,,,,Central,N/A,,,799 m²,,N/A,Privado,,A la montaña,,,,1,,,,,,1,,,,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,3.214 €/m²,450.000 €,140 m²,https://www.pisos.com/comprar/piso-igualada_centre-51701060844_100500/,Anuncio actualizado el 18/02/2025,"B, B","B, B",anoia (BCN),140 m²,94 m²,3,2,1ª,,Entre 5 y 10 años,,SA377-18878/1783,Parquet,,,Gas natural,,,,,,N/A,,,,,,,,N/A,,,,,1,,,N/A,,,,,,,,N/A,,,
Casa en  Urbanización Can Bonastre,donpiso Central,1.867 €/m²,252.100 €,135 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49192271641_109100/,Anuncio actualizado el 18/02/2025,"F, E","F, E",anoia (BCN),135 m²,90 m²,5,2,,,,,FE12-287556,Gres,Aluminio,,Gasoil,,,,,,N/A,N/A,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Avinguda del Doctor Pasteur,Aliseda Inmobiliaria,1.628 €/m²,208.500 €,128 m²,https://www.pisos.com/comprar/piso-igualada_ponent08700-51745712146_105900/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),128 m²,,4,2,,,,,AN1-ANT00047721657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Castillo de Cabrera,Aliseda Inmobiliaria,372 €/m²,127.000 €,341 m²,https://www.pisos.com/comprar/casa_adosada-cabrera_anoia_centro_urbano-41681088640_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),341 m²,,4,2,,,,,AN1-ANT00030655366,,,,,,,,,,,N/A,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Piso en Carrer del Mossèn Josep Forn,Aliseda Inmobiliaria,1.139 €/m²,98.000 €,86 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48369592274_107000/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),86 m²,,4,1,,,,,AS1-52935637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,925 €/m²,74.000 €,80 m²,https://www.pisos.com/comprar/piso-calaf_centro_urbano08280-44249585520_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),80 m²,71 m²,3,1,1ª,,Más de 50 años,,SA377-18578/1783,Gres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Igualada,FINQUES SUBIRANA,2.412 €/m²,275.000 €,114 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-40036207440_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),114 m²,94 m²,3,2,1ª,,Menos de 5 años,,SA377-18334/1783,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Piso en Carrer de Sevilla,Aliseda Inmobiliaria,1.385 €/m²,133.000 €,96 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-41757901185_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),96 m²,,3,2,,,,,AN1-ANT00030676460,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en Els Hostalets de Pierola,JULIA ORDIALES,1.696 €/m²,380.000 €,224 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-50928935404_106000/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),224 m²,136 m²,4,2,,,Más de 50 años,,NI703-CHP380,Parquet,Aluminio,N/A,N/A,,N/A,,480 m²,Gasóleo,2,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Claramunt,donpiso Central,1.612 €/m²,250.000 €,155 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-29241863377_109100/,Anuncio actualizado el 11/02/2025,"E, E","E, E",anoia (BCN),155 m²,110 m²,4,2,,,,,FE12-267355,Gres,Aluminio,,Gasoil,,,,,,N/A,N/A,,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Calaf,FINQUES SUBIRANA,864 €/m²,79.500 €,92 m²,https://www.pisos.com/comprar/piso-calaf_centro_urbano08280-42519249091_100500/,Anuncio actualizado el 18/02/2025,"E, F","E, F",anoia (BCN),92 m²,80 m²,3,1,2ª,,Más de 50 años,,SA377-18399/1783,Parquet,,,Gas natural,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en El Mercadal,BEST HOUSE MARTORELL,1.633 €/m²,392.000 €,240 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-51678121086_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),240 m²,200 m²,4,3,,,Entre 20 y 30 años,,SA449-748796/3134,Parquet,,,Gas natural,,,N/A,201 m²,,N/A,N/A,,Este,,,,1,N/A,N/A,,,,1,,,,,,,,,,,,,,
Casa unifamiliar en Piera,SAFTI ESPAÑA,1.154 €/m²,314.000 €,272 m²,https://www.pisos.com/comprar/casa_unifamiliar-piera_centro_urbano-42579087918_100500/,Anuncio actualizado el 13/01/2025,"E, E","E, E",anoia (BCN),272 m²,240 m²,4,3,,,Entre 20 y 30 años,,SA3541-REF_28508,,,,Gasoil,,,,,,N/A,,,,,,,,,,Unifamiliar,,,,,,,,,,,,,,,,,
Casa en Centro,BEST HOUSE MARTORELL,1.140 €/m²,251.000 €,220 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_pierola-20878021323_100500/,Anuncio actualizado el 20/02/2025,"E, D","E, D",anoia (BCN),220 m²,206 m²,3,3,,,Entre 20 y 30 años,,SA449-682333/3134,Gres,,N/A,Eléctrica,,,N/A,,,N/A,,Comunitaria,Este,,,,1,,N/A,,Entre 40 y 60 €,,,,,,,,,,,,,,,,
Casa en Piera Barrio Sant Jordi,donpiso Central,1.451 €/m²,347.000 €,239 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-41720343682_109100/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),239 m²,222 m²,5,2,,,,,FE12-281481,Gres,Aluminio,Con bomba de calor,N/A,,,,,,,N/A,N/A,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Carrer Major,HELLOFINCA.,1.371 €/m²,96.000 €,70 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-50019058734_527713/,Anuncio actualizado el 24/01/2025,"D, D","D, D",anoia (BCN),70 m²,70 m²,3,1,1ª,N/A,Entre 30 y 50 años,En buen estado,4527713-000031,Gres,Aluminio,,,N/A,N/A,,,,,,,Sureste,,,,,,,,Entre 40 y 60 €,,,,,,,,,,,,N/A,,,,
Casa en Calaf,B.C. GESTIONS,669 €/m²,79.000 €,118 m²,https://www.pisos.com/comprar/casa-calaf_centro_urbano-49240868560_106700/,Anuncio actualizado el 24/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),118 m²,96 m²,3,2,,,,,IFC76360-GIRE-1330001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer Piscina,IMMOBILIARIA LA PORTA,1.511 €/m²,325.000 €,215 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-33389122727_522168/,Anuncio actualizado el 04/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),215 m²,215 m²,5,2,,,,En buen estado,522168-V254,Parquet,Aluminio,,Gasoil,N/A,N/A,,717 m²,,N/A,Privado,,Sur,N/A,N/A,N/A,1,,,,,,Más de 2,N/A,N/A,,,N/A,,N/A,,,,,,,
Casa en Urbanización Can Ros,donpiso Central,1.356 €/m²,175.000 €,129 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-51688553448_109100/,Anuncio actualizado el 14/02/2025,"F, F","F, F",anoia (BCN),129 m²,79 m²,3,1,,,,,FE12-290968,Otros,Aluminio,,Eléctrica,,,,,,N/A,N/A,,Norte,,,,,N/A,,,,N/A,,,,,,,Otra compañía,,,,,,,,
Casa en Carrer de la Guàrdia,CICLOACTIVOS S.L.,1.367 €/m²,175.000 €,128 m²,https://www.pisos.com/comprar/casa-el_bruc_centro_urbano-20908282314_991803/,Anuncio actualizado el 07/07/2024,"G, G","G, G",anoia (BCN),128 m²,112 m²,3,2,,,,A reformar,4991803-32022,,,,,,,,443 m²,,,Privado,,,,,,1,,,,,,,,,,,,,,,,,,,,
Piso en Antic Escorxador,FINQUES SUBIRANA,2.767 €/m²,119.000 €,43 m²,https://www.pisos.com/comprar/piso-igualada_ponent08700-50085682168_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),43 m²,38 m²,1,1,3ª,,Entre 10 y 20 años,,SA377-18821/1783,,,,Gas natural,,,,,,,,,Noreste,,,,,,,,,,1,,,N/A,,,,,,,,,,,
Casa en Montserrat Park,MACROFINCAS S.L,1.666 €/m²,970.000 €,582 m²,https://www.pisos.com/comprar/casa-el_bruc_centro_urbano-33338022661_100500/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),582 m²,450 m²,8,4,,,Entre 20 y 30 años,,SA565-MCE786MR/1454,Gres,,,Gas natural,,,N/A,7.000 m²,N/A,N/A,N/A,Propia,Sur,N/A,,,1,N/A,,,,N/A,,,,,,,,,,,,,,,
Casa unifamiliar en Els Hostalets de Pierola,SAFTI ESPAÑA,654 €/m²,165.000 €,252 m²,https://www.pisos.com/comprar/casa_unifamiliar-els_hostalets_de_pierola-40866511786_100500/,Anuncio actualizado el 05/01/2025,"E, E","E, E",anoia (BCN),252 m²,175 m²,3,1,,,Más de 50 años,,SA3541-REF_24776,,,,N/A,,,,,,N/A,,,,,,,,,,Unifamiliar,,,,,,,,,,,,,,,,,
"Piso en calle Carrer de Lametller, nº .",Housfy real Estate,1.666 €/m²,125.000 €,75 m²,https://www.pisos.com/comprar/piso-zona_industrial08711-48393115035_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),75 m²,60 m²,2,1,2ª,,,,EP442-815553,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,
Casa adosada en Masquefa Casco Urbano,donpiso Central,1.518 €/m²,360.000 €,237 m²,https://www.pisos.com/comprar/casa_adosada-masquefa_centro_urbano-48374950834_109100/,Anuncio actualizado el 16/02/2025,"E, F","E, F",anoia (BCN),237 m²,180 m²,4,2,,,,,FE12-282240,Gres,Aluminio,Con bomba de calor,N/A,,,,,,N/A,,,,,,,,,,Adosada,Entre 20 y 40 €,,,,,,,,Otra compañía,,,,,,,,
Casa en Calaf,FINQUES SUBIRANA,563 €/m²,120.000 €,213 m²,https://www.pisos.com/comprar/casa-calaf_centro_urbano08280-45046250396_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),213 m²,145 m²,3,2,,,Menos de 5 años,,SA377-10400/1783,,,,,,,,,,N/A,,,,,,,1,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en El Bedorc. Piera,donpiso Central,302.100 €/m²,302.100 €,1 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-51700920796_109100/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),1 m²,,4,3,,,,,FE12-284847,Parket,Madera,,,,,,,,N/A,,,,,,,,N/A,,Adosada,,,,,,,,,,,,,,,,,
Casa en calle Dels Països Catalans,TAMM SERVEIS IMMOBILIARIS,235 €/m²,62.000 €,263 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-51746368156_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),263 m²,262 m²,,,,,,,API173-BLUE 047028,,,,,,,,,,,,,4 vientos,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Centre,FINQUES SUBIRANA,2.185 €/m²,295.000 €,135 m²,https://www.pisos.com/comprar/duplex-igualada_centre-51666846361_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),135 m²,115 m²,3,2,3ª,,Entre 20 y 30 años,,SA377-00032/1783,Gres,,N/A,Gas natural,,,N/A,,N/A,N/A,,,Sur,,,,,,,,,,1,,N/A,N/A,,,,,,,,N/A,,,
Casa en Urbanización Can Claramunt,donpiso Central,2.069 €/m²,269.000 €,130 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50096388656_109100/,Anuncio actualizado el 15/02/2025,"B, B","B, B",anoia (BCN),130 m²,116 m²,4,3,,,,,FE12-289672,Gres,Aluminio,Con bomba de calor,Central,,,,,,N/A,N/A,N/A,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Casa en Avinguda de Mozart,FINQUES TEIXIDÓ,2.282 €/m²,210.000 €,92 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-51756228469_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),92 m²,90 m²,3,2,,,Más de 50 años,,SA4220-VC-969/9895,Gres,,,,,N/A,,567 m²,N/A,N/A,N/A,Propia,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Casa en Residencial  El Portell,donpiso Central,778 €/m²,389.000 €,500 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-45067608243_109100/,Anuncio actualizado el 02/02/2025,"E, E","E, E",anoia (BCN),500 m²,180 m²,5,2,,,,,FE12-211041,Gres,Aluminio,,N/A,,,,,,N/A,N/A,N/A,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,849 €/m²,169.000 €,199 m²,https://www.pisos.com/comprar/piso-igualada_centre-38431824170_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),199 m²,149 m²,4,3,Bajo,,Entre 20 y 30 años,,SA377-18261/1783,,,,,,,,,,N/A,,Propia,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Dúplex en Les Comes,FINQUES SUBIRANA,1.538 €/m²,200.000 €,130 m²,https://www.pisos.com/comprar/duplex-les_comes08700-50059754693_100500/,Anuncio actualizado el 18/02/2025,"F, E","F, E",anoia (BCN),130 m²,87 m²,3,2,Bajo,,Entre 20 y 30 años,,SA377-10952/1783,,,,N/A,,,,,,N/A,,,Sur,,,,,N/A,,,,,,N/A,,N/A,,,,,,,,,,,
Piso en Barri La Pau,FINQUES SUBIRANA,2.528 €/m²,197.260 €,78 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-40859325384_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),78 m²,70 m²,3,1,1ª,,Entre 20 y 30 años,,SA377-18407/1783,Gres,,,Gas natural,,,N/A,,,N/A,,,Sureste,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Piera,FINQUES TEIXIDÓ,2.473 €/m²,277.000 €,112 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-41698053847_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),112 m²,107 m²,4,2,,,Entre 10 y 20 años,,SA4220-VC-951/9895,Gres,,,N/A,,,N/A,,,N/A,N/A,,Sur,N/A,,,1,N/A,,,,,,,,,,,,,,,,,,,
Chalet en Anoia,IAD ESPAÑA,378 €/m²,50.000 €,132 m²,https://www.pisos.com/comprar/chalet-la_torre_de_claramunt_centro_urbano-49175135578_108700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),132 m²,132 m²,,,,,Más de 50 años,,UVC882-29782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Joan Martí Franquesa,HIPOGES IBERIA,2.489 €/m²,114.500 €,46 m²,https://www.pisos.com/comprar/piso-igualada_centre-43342635915_100700/,Anuncio actualizado el 11/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),46 m²,46 m²,,,1ª,,,,DKRE-08946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Parellada,donpiso Central,1.691 €/m²,460.000 €,272 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-51720566921_109100/,Anuncio actualizado el 14/02/2025,"D, D","D, D",anoia (BCN),272 m²,225 m²,5,3,,,,,FE12-288106,Gres,Aluminio,Con bomba de calor,N/A,,,,,,N/A,N/A,N/A,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en Centre,B.C. GESTIONS,6.965 €/m²,438.800 €,63 m²,https://www.pisos.com/comprar/piso-igualada_centre-49198977341_106700/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),63 m²,53 m²,3,1,,,Más de 50 años,,IFC76360-SBRE-0134256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Can Gras de Baix ( Hostalets de Pierola),donpiso Central,747 €/m²,177.100 €,237 m²,https://www.pisos.com/comprar/casa_pareada-els_hostalets_de_pierola-19265297537_109100/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),237 m²,153 m²,4,1,,,,,FE12-254010,Otros,Madera,,,,,,,,,,,,,,,,N/A,,Pareada,,,,,,,,,Otra compañía,,,,,,,,
Piso en Calaf,FINQUES SUBIRANA,1.575 €/m²,126.000 €,80 m²,https://www.pisos.com/comprar/piso-calaf_centro_urbano08280-46710392602_100500/,Anuncio actualizado el 18/02/2025,"G, F","G, F",anoia (BCN),80 m²,60 m²,3,1,1ª,,Entre 10 y 20 años,,SA377-18664/1783,Gres,,,Gas natural,,,,,,N/A,,,Sur,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,
Casa pareada en Piera Casco Urbano,donpiso Central,1.367 €/m²,290.000 €,212 m²,https://www.pisos.com/comprar/casa_pareada-piera_centro_urbano-45082605175_109100/,Anuncio actualizado el 14/02/2025,"F, G","F, G",anoia (BCN),212 m²,113 m²,4,3,,,,,FE12-284945,Gres,Aluminio,Con bomba de calor,N/A,,,,,,N/A,N/A,N/A,,,,,,,,Pareada,,,,,,,,,Otra compañía,,,,,,,,
Casa en Residencial  Can Bou,donpiso Central,1.823 €/m²,273.500 €,150 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49247031175_109100/,Anuncio actualizado el 27/01/2025,"D, E","D, E",anoia (BCN),150 m²,123 m²,3,2,,,,,FE12-288373,Parket,Madera,,N/A,,,,,,,N/A,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Casa rústica en calle Cal Aguilera,MONAPART,371 €/m²,490.000 €,1.320 m²,https://www.pisos.com/comprar/casa_rustica-castelloli_centro_urbano-42521804007_101800/,Anuncio actualizado el 10/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),1.320 m²,,15,1,,,Más de 50 años,,IF76872-MS0116-3296,,,,,,,,,,N/A,Privado,,,,,,,,,Rústica,,,,,,,,,,,,,,,,,
"Casa en Carrer de la Generalitat, nº .",Housfy real Estate,868 €/m²,310.000 €,357 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-48382189381_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),357 m²,357 m²,5,2,,,,,EP442-769628,,,N/A,N/A,,,,,,N/A,,N/A,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Canals,donpiso Central,2.368 €/m²,135.000 €,57 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50899269694_109100/,Anuncio actualizado el 21/01/2025,"G, G","G, G",anoia (BCN),57 m²,45 m²,2,1,,,,,FE12-289898,Terrazo,Madera,,,,,,,,,,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Casa en Urbanización El Portell,donpiso Central,1.142 €/m²,297.000 €,260 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49204011282_109100/,Anuncio actualizado el 27/01/2025,"A, A","A, A",anoia (BCN),260 m²,80 m²,3,1,,,,,FE12-288242,Gres,Otros,Con bomba de calor,Eléctrica,,,,,,,,,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Dúplex en Poble,FINQUES SUBIRANA,1.164 €/m²,113.000 €,97 m²,https://www.pisos.com/comprar/duplex-sant_marti_sesgueioles_centro_urbano-48362705477_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",anoia (BCN),97 m²,95 m²,3,1,3ª,,Entre 10 y 20 años,,SA377-18719/1783,Gres,,,,,,,,,N/A,,,Sureste,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en Carrer de Sant Cristòfol,FINQUES TEIXIDÓ,734 €/m²,255.000 €,347 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-30047755332_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",anoia (BCN),347 m²,,5,5,,,,,SA4220-VC-887/9895,Gres,,,Eléctrica,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en La Beguda Alta .,donpiso Central,1.898 €/m²,222.100 €,117 m²,https://www.pisos.com/comprar/piso-masquefa_centro_urbano-32500619158_109100/,Anuncio actualizado el 16/01/2025,"E, E","E, E",anoia (BCN),117 m²,87 m²,3,2,,,,,FE12-271267,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Casa adosada en Poble,FINQUES TEIXIDÓ,1.440 €/m²,360.000 €,250 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-45065350189_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",anoia (BCN),250 m²,230 m²,5,5,,,,,SA4220-VC-962/9895,Gres,,,N/A,,,,,,N/A,,,Sureste,,,,1,N/A,,Adosada,,,1,,,,,,,,,,,,,,
Piso en Carrer Major,VIVANTIAL,1.681 €/m²,74.000 €,44 m²,https://www.pisos.com/comprar/piso-masquefa_centro_urbano-47508030074_109300/,Anuncio actualizado el 06/02/2025,"G, E","G, E",anoia (BCN),44 m²,44 m²,,,Sótano,,,,EP618-14654-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,
Casa en Centre,FINQUES SUBIRANA,741 €/m²,275.000 €,371 m²,https://www.pisos.com/comprar/casa-igualada_llevant08700-45074214815_100500/,Anuncio actualizado el 20/02/2025,"G, G","G, G",anoia (BCN),371 m²,270 m²,6,4,,,,,SA377-18365/1783,,,,N/A,,,,,,N/A,N/A,,,,,,1,,,,,,1,N/A,,,,,,,,,,,,,
Casa adosada en Barri  Avenida Barcelona,donpiso Central,1.806 €/m²,289.000 €,160 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-44189869473_109100/,Anuncio actualizado el 09/02/2025,"A, A","A, A",anoia (BCN),160 m²,100 m²,3,3,,,,,FE12-284072,Gres,Aluminio,,N/A,,,,,,N/A,,,Norte,,,,,,,Adosada,,,,,,,,,Otra compañía,,,,,,,,
Casa en Carrer de la Reina Elisenda,Aliseda Inmobiliaria,1.338 €/m²,245.000 €,183 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50055234895_107000/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),183 m²,,3,1,,,,,AS1-VPA0200302350,,,,N/A,N/A,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Avinguda de la Carretera d'Igualada,FINQUES TEIXIDÓ,1.304 €/m²,300.000 €,230 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-43429960946_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),230 m²,,4,2,,,,,SA4220-vc-954/9895,Gres,,,N/A,,,,540 m²,N/A,N/A,N/A,Propia,,N/A,,,,,N/A,,,,1,,,,,,,,,,,,,,
Casa en Carrer d'Igualada,FINQUES TEIXIDÓ,1.375 €/m²,238.000 €,173 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-44202299822_100500/,Anuncio actualizado el 17/02/2025,"G, G","G, G",anoia (BCN),173 m²,,4,2,,,,,SA4220-VC-798/9895,Terrazo,,,,,N/A,,687 m²,,N/A,,,Norte,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Sant Cristòfol,VILOMARA &  ASSOCIATS,977 €/m²,255.000 €,261 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-20866372223_441400/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),261 m²,219 m²,4,3,,,Más de 50 años,Reformado,4414-022012,Gres,Madera,,Gas natural,Reformada y muy amplia,Supergrande,,173 m²,,Muy soleada,Privado,,Sur,N/A,N/A,N/A,1,,,,,,,Interior y exterior,,,Madera maciza,,N/A,Independiente,,,,,,,
