nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Interior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Cocina equipada,Orientación,Se aceptan mascotas,Exterior,Aire acondicionado,Calefacción,Ascensor,Balcón,Terraza,Garaje,Gastos de comunidad,Puerta blindada,Trastero,Piscina,Armarios empotrados,Carpintería interior,Vidrios dobles,Gas,Teléfono,Comedor,Lavadero,Portero automático,Sistema de seguridad,Soleado,Agua,Superficie solar,Tipo de casa,Jardín,Adaptado a personas con movilidad reducida,Amueblado
Dúplex en Centre,Engel & Völkers MMC Barcelona,4.080 €/m²,510.000 €,125 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-5001350329_109700/,Anuncio actualizado el 17/01/2025,"B, A","B, A",hospitalet_de_llobregat (BCN),125 m²,,4,3,,,,A estrenar,IF76306-D-000MEU,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.506 €/m²,432.630 €,96 m²,https://www.pisos.com/comprar/piso-collblanc08904-5014266501_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),96 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Santa Eulàlia,Engel & Völkers MMC Barcelona,3.812 €/m²,507.000 €,133 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-4201359654_109700/,Anuncio actualizado el 18/12/2024,"B, B","B, B",hospitalet_de_llobregat (BCN),133 m²,,2,1,,,,A estrenar,IF76306-D-000D3T,,,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Ático en El Gornal,Engel & Völkers MMC Barcelona,4.538 €/m²,295.000 €,65 m²,https://www.pisos.com/comprar/atico-el_gornal08902-5009288886_109700/,Anuncio actualizado el 18/12/2024,"B, A","B, A",hospitalet_de_llobregat (BCN),65 m²,,1,1,,,,A estrenar,IF76306-D-000L0P,,,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Riera Blanca, 60",CORNEX CAPITAL,5.051 €/m²,495.000 €,98 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-4428525296_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),98 m²,,3,2,4ª,,,A estrenar,XA597-20989284,,,,,,,,,N/A,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.137 €/m²,480.000 €,116 m²,https://www.pisos.com/comprar/piso-collblanc08904-4934571568_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),116 m²,,2,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Major, 108",AEDAS HOMES,4.080 €/m²,457.000 €,112 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre-4918853706_109700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),112 m²,,3,2,6ª,,,A estrenar,-a0P07000001hO6rEAE,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Canigó, 11",LA LLAVE DE ORO,3.270 €/m²,399.000 €,122 m²,https://www.pisos.com/comprar/piso-sant_josep08901-4966624399_109700/,Anuncio actualizado el 19/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),122 m²,,4,2,1ª,,,A estrenar,4993346-21603711,,,,,,,,,,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,
"Piso en Carrer de l'Aprestadora, 89",LA LLAVE DE ORO,4.221 €/m²,409.500 €,97 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-5020523119_109700/,Anuncio actualizado el 23/01/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),97 m²,,3,2,1ª,,,A estrenar,4993346-21642501,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de la Reforma,ESTRENUS,2.948 €/m²,398.000 €,135 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-5170373687_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),135 m²,,4,2,Bajo,,,A estrenar,4529415-21744342,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de la Reforma,ESTRENUS,2.416 €/m²,418.000 €,173 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-5113266547_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),173 m²,,4,3,Bajo,,,A estrenar,4529415-21744340,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de la Reforma,ESTRENUS,3.061 €/m²,398.000 €,130 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-5175175985_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),130 m²,,4,2,Bajo,,,A estrenar,4529415-21744348,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de l'Aprestadora, 89",LA LLAVE DE ORO,4.065 €/m²,402.500 €,99 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-5042055058_109700/,Anuncio actualizado el 23/01/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),99 m²,,3,2,1ª,,,A estrenar,4993346-21642502,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Montseny,CENTURY 21 SMART POINT,1.214 €/m²,85.000 €,70 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-48377731805_107700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),70 m²,70 m²,,,,,Más de 50 años,,VE5-C0028-AURE-30576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cortada,Gamimar Servicios Inmobiliarios,2.538 €/m²,165.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-50926950466_527772/,Anuncio actualizado el 18/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),65 m²,58 m²,3,1,3ª,,Más de 50 años,Reformado,4527772-000086,Parquet,,N/A,,,N/A,Frío y calor,,,N/A,,,,,,,,,,,,,N/A,,,N/A,,,,,,
Piso en calle del Llorer,FINQUES CH,2.376 €/m²,259.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-42530318409_101300/,Anuncio actualizado el 25/09/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),109 m²,105 m²,3,1,,,Más de 50 años,,API256-143VEROLL15,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Font,DON PISO BCN - SANT ANTONI,3.121 €/m²,128.000 €,41 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51714807619_519046/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),41 m²,36 m²,2,1,3ª,Patio de manzana,Más de 50 años,En buen estado,4519046-291128,Gres,Aluminio,N/A,,,,,,,,,,,,,,,,,,,N/A,,N/A,,,,,,,,
Piso en Centre,"ESTUDIO EUROPA FIRA, S.L.",2.980 €/m²,149.000 €,50 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50834254358_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),50 m²,,2,1,2ª,,Más de 50 años,En buen estado,TC781-606962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Manso,Atriv´s immobles,3.184 €/m²,363.000 €,114 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50835785499_100500/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),114 m²,105 m²,4,2,3ª,,Entre 30 y 50 años,En buen estado,SA5779-AT25,,,,Este,,N/A,,,N/A,N/A,N/A,,Entre 80 y 100 €,,,,,,,,,,,,,,,,,,,
Piso en Barcelonés,Antonio  Arduini,2.500 €/m²,250.000 €,100 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-46743297931_108700/,Anuncio actualizado el 06/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),100 m²,100 m²,5,2,,,,,UVC88-25136,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Catalunya,Sarria Properties,7.790 €/m²,335.000 €,43 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-50046472039_100500/,Anuncio actualizado el 13/01/2025,"F, E","F, E",hospitalet_de_llobregat (BCN),43 m²,40 m²,2,1,1ª,,Más de 50 años,,SA3248-SP973/8414,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
Piso en Passatge de Jaume Blanchart,MAXI CASA,4.400 €/m²,220.000 €,50 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50874700532_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),50 m²,,3,1,2ª,,Más de 50 años,Reformado,SA4434-001-1182,Parquet,,Cocina equipada,Este,,N/A,,,,,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de Saurí,PROPIARIA INMOBILIARIA,2.358 €/m²,460.000 €,195 m²,https://www.pisos.com/comprar/chalet-hospitalet_de_llobregat_centre08901-50919065561_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),195 m²,190 m²,3,1,,,Más de 50 años,,SA5737-PROP026/12158,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Major, 108",AEDAS HOMES,3.901 €/m²,437.000 €,112 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre-4840906300_109700/,Anuncio actualizado el 17/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),112 m²,,3,2,5ª,,,A estrenar,-a0P07000001hO6rEAE,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Felip Pedrell,DON PISO BCN - SANT ANTONI,1.740 €/m²,383.000 €,220 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_la_florida08905-51694017987_519046/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),220 m²,150 m²,3,2,Bajo,N/A,Más de 50 años,Reformado,4519046-290779,Parquet,Aluminio,N/A,,,N/A,Frío y calor,Gas natural,,N/A,N/A,,,,,,,,,N/A,,N/A,,N/A,,N/A,,,,,,
Piso en La Torrassa,FORCADELL EIXAMPLE,2.142 €/m²,165.000 €,77 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-49264143657_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),77 m²,,3,1,,,,,IF76846-EIX_3107,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,
Dúplex en Carrer de Santa Eulàlia,DON PISO BCN - SANT ANTONI,3.503 €/m²,487.000 €,139 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_santa_eulalia08902-42563031645_519046/,Anuncio actualizado el 17/02/2025,"B, A","B, A",hospitalet_de_llobregat (BCN),139 m²,128 m²,3,1,1ª,,Menos de 5 años,A estrenar,4519046-282470,Gres,Aluminio,N/A,,,N/A,Frío y calor,Aerotermia,N/A,N/A,10,,,N/A,N/A,Comunitaria,Más de 2,,,,,N/A,,N/A,,N/A,,,,,N/A,
Piso en calle Ramblas Justo Oliveras,HS GESTIÓ IMMOBILIARIA,4.061 €/m²,329.000 €,81 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre-25041405288_517237/,Anuncio actualizado el 29/10/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),81 m²,68 m²,2,2,1ª,,Más de 50 años,En buen estado,4517237-Ramblas Just Oliveras_lh,Parquet,Aluminio,N/A,,,Habitaciones de interior,,Gas natural,N/A,N/A,,,Entre 60 y 80 €,,,,,"Madera, blancos",Climalit,,,N/A,,N/A,,N/A,,,,,N/A,
Piso en Barcelonés,Thibaut Montalat,3.796 €/m²,410.000 €,108 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-48345773410_108700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),108 m²,108 m²,2,2,,,Entre 10 y 20 años,,UVC876-29172,,,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de les Amapolas,DON PISO BCN - SANT ANTONI,3.113 €/m²,155.680 €,50 m²,https://www.pisos.com/comprar/atico-pubilla_cases08906-50925954836_519046/,Anuncio actualizado el 17/02/2025,"F, F","F, F",hospitalet_de_llobregat (BCN),50 m²,46 m²,2,1,4ª,,Más de 50 años,En buen estado,4519046-290133,Gres,,N/A,,,N/A,Frío y calor,,N/A,,,,,,,,,,,,,N/A,,N/A,,N/A,,,,,,
Ático en Carrer de les Amapolas,Gamimar Servicios Inmobiliarios,3.384 €/m²,155.680 €,46 m²,https://www.pisos.com/comprar/atico-pubilla_cases08906-50090683089_527772/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),46 m²,40 m²,2,1,Bajo,,Más de 50 años,En buen estado,4527772-000083,,,N/A,Sureste,,A la calle de atrás,Frío y calor,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,
Piso en Bellvitge,"ESTUDIO BELLVITGE, S.L.",2.573 €/m²,193.000 €,75 m²,https://www.pisos.com/comprar/piso-bellvitge08907-51715548409_100200/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),75 m²,,3,1,,,Más de 50 años,En buen estado,TC185-608298,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Llorer,Gamimar Servicios Inmobiliarios,2.376 €/m²,259.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-47541043265_527772/,Anuncio actualizado el 18/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),109 m²,105 m²,3,1,Bajo,,Más de 50 años,En buen estado,4527772-000067,,,N/A,,,N/A,,,N/A,,,,,,Local,,Más de 2,,,,,N/A,,,,,,,,,,
Piso en Carrer de Santa Eulàlia,DON PISO BCN - SANT ANTONI,3.801 €/m²,422.000 €,111 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-42530784232_519046/,Anuncio actualizado el 17/02/2025,"B, A","B, A",hospitalet_de_llobregat (BCN),111 m²,96 m²,2,2,2ª,,Menos de 5 años,A estrenar,4519046-282477,Gres,Aluminio,N/A,,,N/A,Frío y calor,Aerotermia,N/A,,16,,,N/A,,,Más de 2,,,,,N/A,,N/A,,N/A,,,,,N/A,
Piso en Carrer del Llorer,FINQUES FUTURA,2.376 €/m²,259.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-47552993318_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),109 m²,105 m²,3,1,1ª,,,,EP673-5481,,,,,,,,,N/A,,,,Más de 100 €,,,,,,,,,,,,,,,,,,,
Piso en Santa Eulalia,CALFERGRUP SERVEIS IMMOBILIARIS,4.089 €/m²,458.000 €,112 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-50097644481_108900/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),112 m²,96 m²,2,2,4ª,,,,XA882-1015,,,Con electrodomésticos de 1ª calidad,,,N/A,,,N/A,,N/A,1,Más de 100 €,N/A,N/A,Comunitaria,,,,,,,,,,,,,,,,
Piso en Santa Eulàlia,"ESTUDIO EUROPA FIRA, S.L.",4.670 €/m²,467.000 €,100 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-51698859199_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),100 m²,,3,2,1ª,,Entre 5 y 10 años,En buen estado,TC781-607990,,,,,,,N/A,N/A,N/A,N/A,,1,,,N/A,N/A,,,,,,,,,,,,,,,,
Piso en Bellvitge,"ESTUDIO BELLVITGE, S.L.",2.614 €/m²,183.000 €,70 m²,https://www.pisos.com/comprar/piso-bellvitge08907-51694502604_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),70 m²,,3,1,10ª,,Más de 50 años,En buen estado,TC185-610128,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Juan de Toledo,BC INMO,2.712 €/m²,198.000 €,73 m²,https://www.pisos.com/comprar/atico-sant_josep08901-49186217257_100500/,Anuncio actualizado el 19/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),73 m²,67 m²,3,2,5ª,,Más de 50 años,,SA5243-BAIX004/11245,,,,Sur,,,,,,N/A,N/A,,Entre 20 y 40 €,,,,,,,,,N/A,,,N/A,,N/A,,,,,N/A
Dúplex en Pubilla Cases,MARES REALTY,2.809 €/m²,309.000 €,110 m²,https://www.pisos.com/comprar/duplex-pubilla_cases08906-50083525445_108500/,Anuncio actualizado el 08/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),110 m²,76 m²,3,3,,,,,AG455-DUP0026,Gres,,Americana,Este,,N/A,N/A,N/A,N/A,,No acristalada,,,N/A,N/A,,,,N/A,,,,,,,,,,,,,
Piso en La Torrassa,"ESTUDIO INMOBILIARIO LA TORRASSA, S.L.",2.546 €/m²,163.000 €,64 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-48354035711_100200/,Anuncio actualizado el 07/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),64 m²,,3,1,1ª,,Más de 50 años,En buen estado,TC740-595265,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Avenida Masnou Del,URBAN GRUP central,2.500 €/m²,210.000 €,84 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-45031293487_101800/,Anuncio actualizado el 03/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),84 m²,,3,1,1ª,,Más de 50 años,,IF77140-UGB1297,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en Santa Eulàlia,LA CASA AGENCY PUNT POBLE SEC REAL ESTATE,3.725 €/m²,149.000 €,40 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-51680209574_101800/,Anuncio actualizado el 19/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),40 m²,,3,1,,,Más de 50 años,,IF77106-LCB34872-2,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pubilla Cases,TOLL WOHNEN,2.442 €/m²,149.000 €,61 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-49177220170_108900/,Anuncio actualizado el 07/02/2025,"F, E","F, E",hospitalet_de_llobregat (BCN),61 m²,50 m²,3,1,3ª,,Más de 50 años,,XA861-TWB384,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
"Piso en Carrer de Muns, 7",IGNACIO BORDANOVE VAZQUEZ,3.181 €/m²,210.000 €,66 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-44225604587_108700/,Anuncio actualizado el 20/02/2025,"F, E","F, E",hospitalet_de_llobregat (BCN),66 m²,66 m²,3,1,,,Entre 30 y 50 años,,UVC715-26277,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Enric Prat de la Riba,BAMBERRY,3.767 €/m²,275.000 €,73 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50851938828_521709/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),73 m²,64 m²,4,1,1ª,,Más de 50 años,A reformar,521709-001745,Parquet,Aluminio,N/A,,,N/A,Frío,Central,N/A,N/A,,,,N/A,,,,N/A,N/A,,,N/A,N/A,,,N/A,,,,,N/A,
Piso en La Torrassa,"Estudi Mercat Santa Eulalia, S.L. (2)",2.802 €/m²,199.000 €,71 m²,https://www.pisos.com/comprar/piso-la_torrassa08904-51732811626_100200/,Anuncio actualizado el 11/02/2025,"G, F","G, F",hospitalet_de_llobregat (BCN),71 m²,,3,1,,,,En buen estado,TC750-608469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Riera Blanca, 60",CORNEX CAPITAL,4.910 €/m²,466.500 €,95 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-3895647412_109700/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),95 m²,,3,2,4ª,,,A estrenar,XA597-20438207,,,,,,,,,N/A,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,
Piso en Pubilla Cases,VIDA MEJOR IMOBILIARIA,2.896 €/m²,362.000 €,125 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-49173061615_109300/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),125 m²,120 m²,4,2,3ª,,,,EP954-VMG3048,N/A,N/A,N/A,N/A,,,Bomba de calor,Gas natural,N/A,N/A,80m²,,,,,,,N/A,,,,,,,,N/A,N/A,,,,,
Piso en Passatge del Congost,MARTI PONS & ASSOCIATS,2.698 €/m²,170.000 €,63 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-49244473874_991824/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),63 m²,56 m²,3,1,3ª,N/A,Más de 50 años,En buen estado,991824-Congost-Riera Blanca,Gres,Aluminio,N/A,Oeste,N/A,,,,,,,,,N/A,,,1,N/A,N/A,N/A,,N/A,,N/A,,N/A,,,,,,
Ático en Pubilla Cases,MARES REALTY,2.920 €/m²,295.000 €,101 m²,https://www.pisos.com/comprar/atico-pubilla_cases08906-50023207160_108500/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),101 m²,61 m²,2,1,,,,,AG455-ATC0059,Gres,,Americana,Este,,N/A,N/A,N/A,N/A,,No acristalada,,,N/A,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer de Numància,DE MELO INMOBILIARIA Y NEGOCIOS,3.048 €/m²,189.000 €,62 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50930106035_108900/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),62 m²,60 m²,3,1,2ª,,,,XA859-1116,,,Reformada,,,N/A,Frío y calor,Gas natural,,,,,Entre 20 y 40 €,N/A,,,,,,,,,,,N/A,,N/A,,,,,
Piso en Carrer de Cotonat,BATLLORI GESTIÓ IMMOBILIÀRIA,2.760 €/m²,138.000 €,50 m²,https://www.pisos.com/comprar/piso-collblanc08904-50866199414_521869/,Anuncio actualizado el 13/02/2025,"E, F","E, F",hospitalet_de_llobregat (BCN),50 m²,45 m²,3,1,4ª,,Más de 50 años,En buen estado,4521869-000107,Parquet,Aluminio,Equipada,Oeste,,A patio de manzana amplio,,,,N/A,,,Entre 20 y 40 €,,,,,Puertas de madera,N/A,N/A,,N/A,N/A,N/A,,,,,,,,
Piso en Lhospitalet de Llobregat / Centre,TOLL WOHNEN,4.857 €/m²,510.000 €,105 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-49186012289_108900/,Anuncio actualizado el 14/02/2025,"A, B","A, B",hospitalet_de_llobregat (BCN),105 m²,,4,3,,,Menos de 5 años,,XA861-TWB374,,,,,,,,,N/A,,63,,,,,,,,N/A,,,,,,,,,,,,,
"Piso en Carrer del Canigó, 11",LA LLAVE DE ORO,3.393 €/m²,414.000 €,122 m²,https://www.pisos.com/comprar/piso-sant_josep08901-5211691262_109700/,Anuncio actualizado el 19/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),122 m²,,4,2,4ª,,,A estrenar,4993346-0,,,,,,,,,,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Ferré,Llarcelona,2.333 €/m²,125.990 €,54 m²,https://www.pisos.com/comprar/piso-collblanc08904-45053619045_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),54 m²,47 m²,2,1,Bajo,,Más de 50 años,,SA2024-Llar1219/4463,Gres,,,Noreste,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Pubilla Cases,MARES REALTY,4.245 €/m²,259.000 €,61 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50081866861_108500/,Anuncio actualizado el 08/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),61 m²,56 m²,2,1,,,,,AG455-PIS0602,Gres,,Americana,Este,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Santa Eulàlia,"Estudi Mercat Santa Eulalia, S.L. (2)",2.409 €/m²,159.000 €,66 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-50022885315_100200/,Anuncio actualizado el 03/12/2024,"G, F","G, F",hospitalet_de_llobregat (BCN),66 m²,,3,1,,,Más de 50 años,En buen estado,TC750-581625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Santa Eulàlia,"Estudi Mercat Santa Eulalia, S.L. (2)",4.253 €/m²,285.000 €,67 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-51677937462_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,,2,2,3ª,,Menos de 5 años,En buen estado,TC750-608553,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Santa Eulàlia,Engel & Völkers MMC Barcelona,3.777 €/m²,238.000 €,63 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_santa_eulalia08902-42581699934_101800/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),63 m²,,2,1,,,,,IF76306-I-00Y0NT-W-02URJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
