nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Referencia,Ascensor,Balcón,Terraza,Superficie útil,Superficie solar,Antigüedad,Conservación,Tipo suelo,Agua,Luz,Calefacción,Cocina equipada,Trastero,Planta,Armarios empotrados,Vidrios dobles,Carpintería exterior,Gas,Comedor,Lavadero,Portero automático,Puerta blindada,Sistema de seguridad,Garaje,Adaptado a personas con movilidad reducida,Jardín,Orientación,Urbanizado,Carpintería interior,Calle alumbrada,Calle asfaltada,Exterior,Teléfono,Soleado,Se aceptan mascotas,Tipo de casa,Aire acondicionado,Chimenea,Interior,Amueblado,Piscina,Gastos de comunidad
Casa en Urb. El Soler,LA LLAR IMMOBILIÀRIA,2.023 €/m²,850.000 €,420 m²,https://www.pisos.com/comprar/casa-nord_el_sucre_universitat08500-50872732080_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),420 m²,5,4,1160-099873,,,,360 m²,600 m²,Entre 10 y 20 años,En buen estado,Parquet,,,N/A,N/A,,,Más de 2,N/A,Aluminio,,N/A,N/A,,N/A,N/A,Más de 2,,Privado,Sur,N/A,N/A,N/A,N/A,,N/A,,,,Frío y calor,,,,Propia,
Piso en Carrer del Montseny,VIVANTIAL,546 €/m²,41.000 €,75 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-51727097350_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),75 m²,,,EP618-14270-2025,,,N/A,75 m²,,,,,,,,,,5ª,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Zona L´Albareda,SIMM,2.985 €/m²,1.200.000 €,402 m²,https://www.pisos.com/comprar/casa-sant_julia_de_vilatorta_centro_urbano-50022786529_110300/,Anuncio actualizado el 14/02/2025,"A, A","A, A",osona (BCN),402 m²,4,4,1103-002496,,,N/A,337 m²,812 m²,Entre 5 y 10 años,En buen estado,Tarima maciza,,,N/A,N/A,,,Más de 2,N/A,Aluminio,N/A,N/A,N/A,,N/A,N/A,Más de 2,,Privado,Sur,N/A,N/A,N/A,N/A,,N/A,,,,Frío y calor,N/A,,N/A,Propia,
Piso en Carrer del Castell,GESTIONS TONI OLIVER,2.200 €/m²,198.000 €,90 m²,https://www.pisos.com/comprar/piso-gurb_centro_urbano-50915864570_100500/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),90 m²,3,1,SA2723-107147103,,,N/A,,,Entre 30 y 50 años,En buen estado,,,,,,,1ª,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Casa adosada en Avenida Miquel Marti I Pol,Aliseda Inmobiliaria,1.438 €/m²,247.500 €,172 m²,https://www.pisos.com/comprar/casa_adosada-seva_centro_urbano-41707021303_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),172 m²,4,3,AN1-ANT00030673440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,
Casa adosada en Taradell,IMMOBILIARIA TARADELL,1.652 €/m²,380.000 €,230 m²,https://www.pisos.com/comprar/casa_adosada-taradell_centro_urbano-51694954470_101800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),230 m²,2,2,IF7540-VT08,,,N/A,,185 m²,,,,,,Central,N/A,,,,,,,,N/A,,N/A,,,,Privado,,,,,,,,,,Adosada,,,,,,
Piso en Carrer de Cabrera,CMS INMOBILIARIA.,567 €/m²,146.500 €,258 m²,https://www.pisos.com/comprar/piso-torello_centro_urbano-40075632783_108900/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),258 m²,3,2,XA282-5116,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Piso en Carrer del Bisbe Morgades,FINQUES BACH -Assessors Immobiliaris-,2.756 €/m²,565.000 €,205 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-38417918052_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),205 m²,6,3,2134-3436,N/A,N/A,,185 m²,,Más de 50 años,A reformar,Gres,,,Gas natural,N/A,,1ª,Más de 2,,PVC,N/A,N/A,N/A,N/A,,,1,,,Sureste,,,,,N/A,N/A,N/A,,,,N/A,,,,N/A
"Chalet en calle calle Ronda de La Demunt 53, nº 53",IAD ESPAÑA,2.004 €/m²,900.000 €,449 m²,https://www.pisos.com/comprar/chalet-folgueroles_centro_urbano-48432801256_108700/,Anuncio actualizado el 19/02/2025,"E, D","E, D",osona (BCN),449 m²,4,3,UVC882-27614,,,,449 m²,1.001 m²,Entre 10 y 20 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,
Chalet en Fontanelles,estudivic,744 €/m²,253.000 €,340 m²,https://www.pisos.com/comprar/chalet-muntanyola_centro_urbano-37526265937_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),340 m²,4,4,4994602-606muntanyola,,,N/A,340 m²,816 m²,Entre 10 y 20 años,A reformar,,,,,N/A,,,,,,,N/A,,,,,2,,Privado,,N/A,,N/A,N/A,,,,N/A,,,N/A,,,Propia,
Piso en Plaza Can Casas,HELLOFINCA.,2.448 €/m²,240.000 €,98 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-50895757674_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",osona (BCN),98 m²,3,2,4527713-CENTELLES,,,24 metros,75 m²,,Entre 20 y 30 años,En buen estado,Gres,,,Gas natural,N/A,,Bajo,Más de 2,N/A,Aluminio,N/A,N/A,,N/A,N/A,,Más de 2,N/A,,A la montaña,,N/A,,,N/A,N/A,N/A,N/A,,,,,,,
Finca rústica en Vilanova de Sau,Qualifinques,8 €/m²,120.000 €,14.916 m²,https://www.pisos.com/comprar/finca_rustica-vilanova_de_sau_centro_urbano-49231413891_225000/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),14.916 m²,,,2250-004105,,,,,14.916 m²,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,FINQUES BACH -Assessors Immobiliaris-,3.500 €/m²,385.000 €,110 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-35088787133_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),110 m²,3,2,2134-3365,,,N/A,86 m²,,Menos de 5 años,Reformado,Parquet,,,N/A,N/A,,2ª,,N/A,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,N/A,,,Frío y calor,,,,,
Casa en Els Hostalets de Balenyà,estudivic,875 €/m²,84.000 €,96 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-45097439269_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),96 m²,3,1,4994602-8189balenya,,,,96 m²,479 m²,Más de 50 años,A reformar,,,,,,,,,,,,,,,,,,,Privado,,N/A,,N/A,N/A,,,,,,,N/A,,,,
Casa en Carrer Major,FINQUES BACH -Assessors Immobiliaris-,2.636 €/m²,290.000 €,110 m²,https://www.pisos.com/comprar/casa-estadi_horta_vermella_santa_anna-48387206815_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),110 m²,3,2,2134-3589,,,,110 m²,,Menos de 5 años,A estrenar,Parquet,,,,,,,Más de 2,N/A,PVC,,,,,,,1,,Privado,,,,,,,,,,,,,,,,
Piso en Centelles,URBENIA,2.837 €/m²,210.000 €,74 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-50013467165_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),74 m²,2,2,EP1014-97800,,,N/A,71 m²,,,En buen estado,,N/A,,,N/A,,1ª,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Chalet en Taradell,Qualifinques,2.446 €/m²,685.000 €,280 m²,https://www.pisos.com/comprar/chalet-taradell_centro_urbano-38408221760_225000/,Anuncio actualizado el 20/02/2025,"E, F","E, F",osona (BCN),280 m²,5,4,2250-003992,,,N/A,235 m²,965 m²,Entre 30 y 50 años,En buen estado,Gres,,,Gasoil,N/A,,,Más de 2,N/A,Madera,,N/A,N/A,,,N/A,2,,Privado,Sur,N/A,,N/A,N/A,,,,N/A,,Frío y calor,N/A,,,Propia,
"Piso en Rambla del Passeig, 19",FINQUES BACH -Assessors Immobiliaris-,2.210 €/m²,325.000 €,147 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-50065227164_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),147 m²,2,2,2134-3570,N/A,,N/A,75 m²,,Menos de 5 años,A estrenar,Parquet,,,Gas natural,N/A,,1ª,,N/A,Madera,,N/A,,N/A,,,,,,Sur,,,,,N/A,,N/A,,,,,,,,
Piso en Rambla del Passeig,HIPOGES IBERIA,8.050 €/m²,805.000 €,100 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-43411692930_100700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),100 m²,,,SBRE-0108573,,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Folgueroles,IMMOBILIARIA TARADELL,691 €/m²,390.000 €,564 m²,https://www.pisos.com/comprar/casa_adosada-folgueroles_centro_urbano-48345416766_101800/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),564 m²,6,4,IF7540-Vfol8,,,N/A,,414 m²,Entre 30 y 50 años,,,,,Central,,,,,,,,,N/A,,,,1,,Privado,,,,,,,,,,Adosada,,,,N/A,,
Casa en Carrer del Coll de Roda,HELLOFINCA.,1.108 €/m²,225.000 €,203 m²,https://www.pisos.com/comprar/casa-roda_de_ter_centro_urbano-50886728313_527713/,Anuncio actualizado el 31/01/2025,"F, F","F, F",osona (BCN),203 m²,3,2,4527713-000069,,,N/A,155 m²,,Más de 50 años,En buen estado,Gres,,,Gasoil,Independiente,,,,N/A,PVC,,N/A,N/A,,N/A,,1,,Privado,Suroeste,N/A,Madera roble,N/A,N/A,,,,N/A,,,,,,,
Piso en Centre,FINQUES BACH -Assessors Immobiliaris-,Error al procesar precio m²,A consultar,206 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-35048735616_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),206 m²,4,3,2134-3355,,,,170 m²,,Menos de 5 años,Reformado,Parquet,,,N/A,N/A,,1ª,,N/A,Madera,,N/A,N/A,,,,,,Privado,Oeste,,,,,N/A,,,,,Frío y calor,,,,,
Piso en calle de Manuel Galadies,FINQUES KM ZERO,1.551 €/m²,135.000 €,87 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-45894175306_101300/,Anuncio actualizado el 19/12/2024,"E, E","E, E",osona (BCN),87 m²,3,1,API266-B17812G,N/A,,,74 m²,,Más de 50 años,,,,,N/A,,,,,,,,,N/A,,,,,,,Sur-este,,,,,,,,,,,,,,,
Piso en Centre,FINQUES BACH -Assessors Immobiliaris-,3.482 €/m²,505.000 €,145 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-35001680689_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),145 m²,3,2,2134-3363,,,,125 m²,,Menos de 5 años,Reformado,Parquet,,,N/A,N/A,,1ª,,N/A,Madera,,N/A,N/A,,,,,,,Este,,,,,N/A,,,,,Frío y calor,,,,,
"Piso en Carrer de Torelló, 37",ALTAMIRA,1.619 €/m²,115.000 €,71 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-46750588885_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),71 m²,2,1,AM9-2302##2302_0409_PE0002,N/A,,,55 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de l'Astrònom Pericas,Aliseda Inmobiliaria,736 €/m²,56.000 €,76 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-42597068524_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),76 m²,3,1,AN1-ANT00030665595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Nou, 127",FINQUES BACH -Assessors Immobiliaris-,3.111 €/m²,224.000 €,72 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-21731458136_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),72 m²,2,1,2134-3146,N/A,,,59 m²,,Menos de 5 años,Reformado,Gres,,,Gas natural,N/A,,2ª,1,N/A,Madera,,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,N/A,,,,,,,,
Chalet en Avinguda del Montseny,GESTIONS TONI OLIVER,1.362 €/m²,545.000 €,400 m²,https://www.pisos.com/comprar/chalet-taradell_centro_urbano-46753644143_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),400 m²,5,4,SA2723-105810276,,,N/A,345 m²,600 m²,Entre 30 y 50 años,En buen estado,,,,,,N/A,,1,,,,,,,,,1,,N/A,,,,,,,,,,,N/A,,,,,
"Piso en calle Jaume 1Er, nº 127",FINQUES BACH -Assessors Immobiliaris-,4.000 €/m²,184.000 €,46 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-21682078401_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),46 m²,1,1,2134-3144,N/A,,,40 m²,,Menos de 5 años,Reformado,Gres,,,Gas natural,N/A,,1ª,1,N/A,Madera,,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,N/A,,,,,,,,
"Piso en calle Cl Doctor Candi Valles, nº 52,- Cesió",ALTAMIRA,722 €/m²,67.200 €,93 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-50067278206_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),93 m²,,,AM9-9186##9186_0339_PE0001,,,,71 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Ter,HIPOGES IBERIA,708 €/m²,64.447 €,91 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-48397966639_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),91 m²,,,DKRE-08710,,,,91 m²,,Entre 10 y 20 años,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Passeig d'En Pep Ventura,HIPOGES IBERIA,1.519 €/m²,118.500 €,78 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50039975534_100700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),78 m²,,,FRRE-00025,,,,78 m²,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Narcís Verdaguer i Callís,LA LLAR IMMOBILIÀRIA,791 €/m²,475.000 €,600 m²,https://www.pisos.com/comprar/casa-estadi_horta_vermella_santa_anna-50866059151_116000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),600 m²,8,4,1160-099868,,,N/A,405 m²,270 m²,Entre 20 y 30 años,En buen estado,Gres,,,,N/A,,,Más de 2,N/A,Madera,,N/A,N/A,,N/A,N/A,Más de 2,,Privado,Sureste,N/A,,N/A,N/A,,N/A,,,,Frío y calor,N/A,,,Propia,
Casa en calle de Puig-Guardial,FINQUES KM ZERO,1.188 €/m²,240.000 €,202 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-50889925833_101300/,Anuncio actualizado el 12/02/2025,"E, E","E, E",osona (BCN),202 m²,4,3,API266-UMANDE 721,N/A,,,100 m²,,Entre 30 y 50 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Quirze de Besora,FINQUES KM ZERO,1.303 €/m²,219.000 €,168 m²,https://www.pisos.com/comprar/casa-sant_quirze_de_besora_centro_urbano-51743223547_101300/,Anuncio actualizado el 18/02/2025,"G, G","G, G",osona (BCN),168 m²,3,1,API266-20115,,,,70 m²,,Más de 50 años,,,,,N/A,,,,,,,,,,,,,,,,Sur-este,,,,,,,,,,,,,,,
Piso en Carrer d'Enric Prat de la Riba,ATICNOU,1.430 €/m²,123.000 €,86 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-51742547916_518281/,Anuncio actualizado el 14/02/2025,"E, D","E, D",osona (BCN),86 m²,2,2,4518281-36634,N/A,,,73 m²,,,En buen estado,Parquet,,,,Americana,,4ª,1,,Aluminio,,,,,N/A,,1,,,,,,,,N/A,,,,,,,,,,
Piso en Avinguda del Puigmal,HIPOGES IBERIA,1.009 €/m²,106.000 €,105 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-43364999232_100700/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),105 m²,,,ASRE-00220,,,N/A,105 m²,,Entre 30 y 50 años,,,,,,,N/A,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Els Hostalets de Balenyà,FINQUES KM ZERO,1.485 €/m²,260.000 €,175 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-47515324360_101300/,Anuncio actualizado el 19/12/2024,"F, E","F, E",osona (BCN),175 m²,4,2,API266-20103,,,,110 m²,,Entre 30 y 50 años,,,,,N/A,,,,,,,,,,,,,,,,Este,,,,,,,,,,,,,,,
"Piso en Travessia Catalunya, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,71 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-40884417266_103600/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),71 m²,3,1,AM9-2061##2061_0287_PE0002,N/A,,,61 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de la Vall-llossera,HELLOFINCA.,1.443 €/m²,309.000 €,214 m²,https://www.pisos.com/comprar/chalet-els_hostalets_de_balenya-50875473670_527713/,Anuncio actualizado el 27/01/2025,"C, C","C, C",osona (BCN),214 m²,3,3,4527713-HOSTALETS BALENYÀ,,,N/A,214 m²,,Entre 30 y 50 años,En buen estado,Gres,,,Gasoil,N/A,,,Más de 2,N/A,Aluminio,,N/A,N/A,,N/A,,Más de 2,N/A,,,N/A,N/A,N/A,N/A,,N/A,,N/A,,,N/A,,Semi amueblado,,
Casa en Rupit,SAFTI ESPAÑA,1.500 €/m²,240.000 €,160 m²,https://www.pisos.com/comprar/casa-rupit-51713869126_100500/,Anuncio actualizado el 11/02/2025,"E, E","E, E",osona (BCN),160 m²,4,4,SA3541-REF_32800,,,,125 m²,,Entre 10 y 20 años,,,,,Central,,,,,,,,,,,,,1,,,Sureste,,,,,,,,,,N/A,,,N/A,,
Piso en Carrer Jacint Verdaguer,HIPOGES IBERIA,1.137 €/m²,60.300 €,53 m²,https://www.pisos.com/comprar/piso-roda_de_ter_centro_urbano-50086755672_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),53 m²,,,DKRE-08674,,,,53 m²,,Entre 10 y 20 años,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Jacint Verdaguer,HIPOGES IBERIA,1.134 €/m²,56.700 €,50 m²,https://www.pisos.com/comprar/piso-roda_de_ter_centro_urbano-50099454812_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),50 m²,,,DKRE-08677,,,,50 m²,,Entre 10 y 20 años,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Narcís Monturiol,HELLOFINCA.,1.480 €/m²,370.000 €,250 m²,https://www.pisos.com/comprar/casa-estadi_horta_vermella_santa_anna-49194504079_527713/,Anuncio actualizado el 24/01/2025,"D, D","D, D",osona (BCN),250 m²,5,2,4527713-000024,,,N/A,218 m²,,Entre 20 y 30 años,En buen estado,Parquet,,,Gas natural,N/A,,,Más de 2,N/A,Aluminio,,N/A,N/A,,N/A,,1,,Privado,Sureste,N/A,N/A,N/A,N/A,,,,,,Frío y calor,N/A,,,,
Piso en Carrer del Ter,HIPOGES IBERIA,774 €/m²,64.260 €,83 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-48335097336_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),83 m²,,,DKRE-08713,,,,83 m²,,Entre 10 y 20 años,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Pintor Guàrdia,Aliseda Inmobiliaria,Error al procesar precio m²,63.000 €,1,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-40003620929_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),,1,1,AS1-856,,N/A,,,,,A estrenar,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Centelles,SERVEIS IMMOBILIARIS MIREIA BRUN,1.497 €/m²,340.000 €,227 m²,https://www.pisos.com/comprar/casa-centelles_centro_urbano-49172433850_101300/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),227 m²,3,3,API94-100514,,,,207 m²,,Entre 10 y 20 años,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer de Sant Fruitós, 37",FINQUES BACH -Assessors Immobiliaris-,2.932 €/m²,1.425.000 €,486 m²,https://www.pisos.com/comprar/casa-gurb_centro_urbano-35036857660_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),486 m²,6,3,2134-3354,,,N/A,285 m²,811 m²,Entre 10 y 20 años,En buen estado,Gres,,,Gas natural,N/A,,,Más de 2,N/A,PVC,N/A,N/A,N/A,,N/A,,2,,Privado,,,N/A,,,,N/A,,N/A,,,N/A,,,Propia,
Piso en Carrer del Ter,HIPOGES IBERIA,714 €/m²,63.624 €,89 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-48398943006_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),89 m²,,,DKRE-08708,,,,89 m²,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Laura,HELLOFINCA.,4.455 €/m²,450.000 €,101 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50873968258_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",osona (BCN),101 m²,3,2,4527713-PISO VIC,N/A,N/A,N/A,87 m²,,Menos de 5 años,A estrenar,Parquet,,,Gas natural,N/A,N/A,1ª,Más de 2,N/A,Aluminio,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,,Sur,,N/A,,,N/A,N/A,N/A,N/A,,Frío y calor,N/A,N/A,,,Entre 60 y 80 €
Piso en Carrer de la Diagonal,estudivic,1.394 €/m²,117.100 €,84 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-42544594045_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),84 m²,,,4994602- 076sinposesioncentelles,,,,84 m²,,Entre 20 y 30 años,En buen estado,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Clel Canigo,HIPOGES IBERIA,1.168 €/m²,118.000 €,101 m²,https://www.pisos.com/comprar/piso-torello_centro_urbano-48351648521_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),101 m²,,,GTRE-00812,,,,101 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de La Mancomunitat,2005 IMMO JORCAN,1.645 €/m²,158.000 €,96 m²,https://www.pisos.com/comprar/piso-santa_eulalia_de_riuprimer_centro_urbano-50930282857_101300/,Anuncio actualizado el 19/02/2025,"E, E","E, E",osona (BCN),96 m²,3,1,API158-B17875G,,,,65 m²,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Gurb,GESTIONS TONI OLIVER,2.056 €/m²,220.000 €,107 m²,https://www.pisos.com/comprar/piso-gurb_centro_urbano-49180761901_100500/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),107 m²,4,1,SA2723-106566296,,N/A,N/A,,,Entre 30 y 50 años,En buen estado,,,,,,,1ª,1,,,,,,,,,,,,Sur,,,,,N/A,,,,,,,,,,
Piso en Roda de Ter,FINQUES KM ZERO,1.601 €/m²,229.000 €,143 m²,https://www.pisos.com/comprar/piso-roda_de_ter_centro_urbano-47511408193_101300/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),143 m²,3,2,API266-10290,N/A,,,105 m²,,Entre 10 y 20 años,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,Sur,,,,,,,,,,,,,,,
Piso en Carrer del Collsacabra,HIPOGES IBERIA,941 €/m²,52.698 €,56 m²,https://www.pisos.com/comprar/piso-roda_de_ter_centro_urbano-48366247375_100700/,Anuncio actualizado el 30/10/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),56 m²,,,DKRE-08273,N/A,N/A,,49 m²,,Entre 10 y 20 años,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer Major, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,637 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-35080657662_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),637 m²,6,4,AM9-2061##2061_0181_PE0001,N/A,,N/A,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Els Hostalets de Balenyà,B.C. GESTIONS,1.979 €/m²,304.862 €,154 m²,https://www.pisos.com/comprar/piso-els_hostalets_de_balenya-50004415122_106700/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),154 m²,3,2,IFC76360-P-2024,,,,120 m²,,Menos de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Amalric, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,110 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_torello_centro_urbano-35049989084_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),110 m²,3,2,AM9-2302##2302_0085_PE0001,,,,90 m²,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer d'Enric Prat de la Riba,HIPOGES IBERIA,1.622 €/m²,86.000 €,53 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-49250051236_100700/,Anuncio actualizado el 08/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),53 m²,,,BABI-00112,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
