nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Agua,Calefacción,Sistema de seguridad,Ascensor,Terraza,Orientación,Conservación,Garaje,Aire acondicionado,Cocina equipada,Trastero,Puerta blindada,Adaptado a personas con movilidad reducida,Jardín,Piscina,Exterior,Carpintería interior,Vidrios dobles,Carpintería exterior,Comedor,Lavadero,Portero automático,Balcón,Soleado,Tipo de casa,Superficie solar,Chimenea,Urbanizado,Teléfono,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Gas,Interior,Luz
"Ático en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,6.181 €/m²,680.000 €,110 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-4926796461_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),110 m²,,3,3,2ª,,,-21563428,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en calle de La Creu de Xiviria Con Rambla Sant Jordi,  S/N",VIA CELERE,3.662 €/m²,351.600 €,96 m²,https://www.pisos.com/comprar/atico-la_geltru_casernes_sant_jordi-4922473063_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),96 m²,,3,2,,,,4993266-0111,,,,,,,N/A,,,A estrenar,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa en Les Palmeres,Ribes Roig Serveis Immobiliaris,1.485 €/m²,398.000 €,268 m²,https://www.pisos.com/comprar/casa-puigmolto_vinedos_can_macia08812-40043751737_109300/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),268 m²,220 m²,4,3,,,,EP924-2464,,,,N/A,Gasoil,,,,Este,En buen estado,1,,N/A,,N/A,,Comunitario,Propia,,,,,,,,,,,,,,,,,,,,
"Piso en calle de La Creu de Xiviria Con Rambla Sant Jordi,  S/N",VIA CELERE,2.972 €/m²,359.660 €,121 m²,https://www.pisos.com/comprar/piso-la_geltru_casernes_sant_jordi-4918561558_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),121 m²,,3,2,,,,4993266-0111,,,,,,,N/A,,,A estrenar,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa adosada en Barri de Mar-Ribes Roges-Plaça de la Sardana,Engel & Völkers MMC Barcelona,2.023 €/m²,429.000 €,212 m²,https://www.pisos.com/comprar/casa_adosada-barri_de_mar_ribes_roges_placa_de_la_sardana-5001167951_109700/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),212 m²,,4,3,,,,IF76306-D-000LU1,,,,,,,,N/A,,A estrenar,N/A,,,,,,Privado,,,,,,,,,,,Adosada,,,,,,,,,,
Casa unifamiliar en Olivella,Vilanova Daurada Sl,3.783 €/m²,280.000 €,74 m²,https://www.pisos.com/comprar/casa_unifamiliar-olivella_centro_urbano-50048289605_100200/,Anuncio actualizado el 04/02/2025,"F, F","F, F",garraf (BCN),74 m²,,4,2,,Entre 30 y 50 años,,TC909-603464,,,,,Central,,,,,Reformado,,,N/A,N/A,,,N/A,,,,,,,,,,,Unifamiliar,,,,,,,,,,
Casa en Vallpineda,OPEN INMO,4.629 €/m²,1.250.000 €,270 m²,https://www.pisos.com/comprar/casa-vallpineda_rocamar-44225596782_100500/,Anuncio actualizado el 07/02/2025,"D, D","D, D",garraf (BCN),270 m²,256 m²,4,5,,Entre 10 y 20 años,Más de 100 €,SA1406-OI01902/5763,,1,,N/A,Gas natural,N/A,,N/A,Sur,,1,N/A,,N/A,N/A,,N/A,N/A,,,,,,,,,,,490 m²,,N/A,N/A,,,,,,
Casa en Els Patos,OPEN INMO,2.547 €/m²,1.350.000 €,530 m²,https://www.pisos.com/comprar/casa-sant_pere_de_ribes_nucli_urba-38416502319_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),530 m²,300 m²,6,6,,Entre 30 y 50 años,,SA1406-OI01739/5763,,1,,N/A,Central,N/A,,N/A,Sur,,1,N/A,,N/A,,,N/A,,,,,,N/A,,,,,,500 m²,N/A,,N/A,,,,,,
"Ático en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,5.862 €/m²,680.000 €,116 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-4946085129_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),116 m²,,3,3,2ª,,,-21563427,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.267 €/m²,251.767 €,59 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5125156918_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),59 m²,,2,,1ª,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Salvador Dalí, 53",CASTELLDELGAD PROPERTIES,2.670 €/m²,259.000 €,97 m²,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_nucli_urba-45931653348_525515/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),97 m²,85 m²,3,2,Bajo,Entre 10 y 20 años,,525515-sant pere,,2,Parquet,,Gas natural,,N/A,,,En buen estado,2,Frío y calor,N/A,,,,,,,,,Aluminio,N/A,N/A,,N/A,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.071 €/m²,765.000 €,126 m²,https://www.pisos.com/comprar/piso-sitges_centre-5044167384_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),126 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa en Les Colines,OPEN INMO,2.052 €/m²,745.000 €,363 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-49186000205_100500/,Anuncio actualizado el 07/02/2025,"D, D","D, D",garraf (BCN),363 m²,300 m²,5,3,,Entre 10 y 20 años,,SA1406-OI02018/5763,,1,,N/A,N/A,,,N/A,Este,,1,N/A,,N/A,,,N/A,,,,,,,,,,,,3.200 m²,N/A,N/A,N/A,,,,,,
Chalet en Els Cards,OPEN INMO,4.265 €/m²,1.190.000 €,279 m²,https://www.pisos.com/comprar/chalet-mas_en_serra_els_cards-35892056424_100500/,Anuncio actualizado el 07/02/2025,"E, E","E, E",garraf (BCN),279 m²,217 m²,4,3,,Entre 5 y 10 años,,SA1406-OI02035/5763,N/A,1,,N/A,N/A,,,N/A,Sureste,,1,N/A,,N/A,N/A,,N/A,Propia,,,,,N/A,,,,,,551 m²,N/A,N/A,N/A,,,,,,
Piso en Centre,Estudi La Geltru Slu,3.819 €/m²,275.000 €,72 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-49172630286_100200/,Anuncio actualizado el 11/02/2025,"E, E","E, E",garraf (BCN),72 m²,,3,2,,Entre 20 y 30 años,,TC1040-599743,,,Gres,,N/A,,,,,A estrenar,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa en Mas Parés de Dalt,BRUÑO & VENTURA,1.577 €/m²,119.900 €,76 m²,https://www.pisos.com/comprar/casa-sant_pere_de_ribes_nucli_urba-34209521782_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),76 m²,66 m²,2,1,,,,SA564-S60448834/1687,,,,,,,,,Sur,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en calle Senglar del (M.M.),Ribes Roig Serveis Immobiliaris,1.246 €/m²,405.000 €,325 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-40016373291_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),325 m²,160 m²,3,2,,,,EP924-2408,,,,N/A,,N/A,,,,En buen estado,1,,N/A,,N/A,,Comunitario,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Estudi La Geltru Slu,1.204 €/m²,265.000 €,220 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-45063787637_100200/,Anuncio actualizado el 30/10/2024,"E, E","E, E",garraf (BCN),220 m²,,3,2,,Entre 30 y 50 años,,TC1040-583937,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de l'Atzavara,Ribes Roig Serveis Immobiliaris,2.666 €/m²,360.000 €,135 m²,https://www.pisos.com/comprar/chalet-mas_alba_can_lloses-40066559273_109300/,Anuncio actualizado el 16/11/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),135 m²,120 m²,3,2,,,,EP924-2208,,,,N/A,,,,N/A,,En buen estado,1,,N/A,,,,Comunitario,,,,,,,,,,,,,N/A,,,,,,,,
"Piso en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,5.750 €/m²,299.000 €,52 m²,https://www.pisos.com/comprar/piso-can_girona_terramar_vinyet-4962998538_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),52 m²,,2,1,Bajo,,,-21563422,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Po Robert,GUIMAR CONSULTING,2.537 €/m²,634.460 €,250 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08870-35059069328_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),250 m²,190 m²,3,2,,Entre 20 y 30 años,,SA4468-1107361/10008,,,,,,,,N/A,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,,,
Ático en Centro,IMMOMAX,2.456 €/m²,420.000 €,171 m²,https://www.pisos.com/comprar/atico-vilanova_i_la_geltru_centre-47594716063_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),171 m²,106 m²,4,2,5ª,,Entre 40 y 60 €,EP950-16757,,,,,,,N/A,N/A,,,1,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en Les Salines-Clot del Bassó-Mota de Sant Pere,BRUÑO & VENTURA,3.331 €/m²,593.000 €,178 m²,https://www.pisos.com/comprar/chalet-les_salines_clot_del_basso_mota_de_sant_pere-15038003564_100500/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),178 m²,168 m²,2,2,,,,SA564-LV42427/1687,,,Parquet,,,,,N/A,Norte,En buen estado,1,,,,,,N/A,Comunitaria,,,,,N/A,,,,,,,,,,,,,,,
Ático en Centre,Engel & Völkers MMC Barcelona,5.781 €/m²,370.000 €,64 m²,https://www.pisos.com/comprar/atico-sitges_centre-4992539980_109700/,Anuncio actualizado el 18/12/2024,"B, A","B, A",garraf (BCN),64 m²,,2,2,,,,IF76306-D-000FT5,,,,,,,N/A,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Canyelles,Vilanova Daurada Sl,2.900 €/m²,580.000 €,200 m²,https://www.pisos.com/comprar/casa_unifamiliar-canyelles_centro_urbano-50928350375_100200/,Anuncio actualizado el 04/02/2025,"A, A","A, A",garraf (BCN),200 m²,,5,3,,Menos de 5 años,,TC909-603171,,,,,,,,,,A estrenar,,N/A,,,,,N/A,,,,,,,,,,,Unifamiliar,,,,,,,,,,
Piso en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,4.543 €/m²,468.000 €,103 m²,https://www.pisos.com/comprar/piso-la_collada_els_sis_camins_fondo_somella_santa_mari-4946741298_109700/,Anuncio actualizado el 16/01/2025,"B, B","B, B",garraf (BCN),103 m²,,4,2,,,,IF76306-D-000LAC,,2,,,,,N/A,N/A,A la montaña,A estrenar,N/A,Frío y calor,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,4.640 €/m²,478.000 €,103 m²,https://www.pisos.com/comprar/piso-la_collada_els_sis_camins_fondo_somella_santa_mari-4920438314_109700/,Anuncio actualizado el 16/01/2025,"B, B","B, B",garraf (BCN),103 m²,,4,2,,,,IF76306-D-000LAC,,2,,,,,N/A,N/A,A la montaña,A estrenar,N/A,Frío y calor,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet en Mas Alba-Can Lloses,Engel & Völkers MMC Barcelona,3.347 €/m²,770.000 €,230 m²,https://www.pisos.com/comprar/chalet-mas_alba_can_lloses-4883404964_109700/,Anuncio actualizado el 09/12/2024,"A, A","A, A",garraf (BCN),230 m²,,4,3,,,,IF76306-D-000L8F,,,,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,,,N/A,Privado,N/A,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Sant Martí de Porres,Finques Penedès Marítim,1.780 €/m²,349.000 €,196 m²,https://www.pisos.com/comprar/duplex-sant_pere_de_ribes_nucli_urba-47565848830_519242/,Anuncio actualizado el 11/02/2025,"E, E","E, E",garraf (BCN),196 m²,190 m²,5,3,Semisótano,Entre 20 y 30 años,,4519242-101414044,,2,Gres,,Gas natural,,,N/A,Sureste,En buen estado,,,N/A,,N/A,,Privado,,,N/A,N/A,Aluminio,N/A,N/A,,,N/A,,,,,N/A,,,N/A,N/A,N/A,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.026 €/m²,225.457 €,56 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5170490782_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),56 m²,,2,,1ª,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Santa Maria-Eixample-Sud Sumella,GESTIONS IMMOBILIARIES SILVIA,2.224 €/m²,238.000 €,107 m²,https://www.pisos.com/comprar/piso-santa_maria_eixample_sud_sumella-44265100891_308400/,Anuncio actualizado el 20/02/2025,"E, E","E, E",garraf (BCN),107 m²,88 m²,4,2,2ª,Entre 20 y 30 años,,3084-24044,,,Gres,,,,N/A,N/A,Suroeste,En buen estado,1,,N/A,N/A,,,,,N/A,,,Aluminio,N/A,N/A,N/A,,N/A,,,,,N/A,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,7.267 €/m²,697.680 €,96 m²,https://www.pisos.com/comprar/piso-sitges_centre-5025466716_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),96 m²,,2,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Les Casernes- Sant Jordi,IMMOMAX,3.054 €/m²,339.000 €,111 m²,https://www.pisos.com/comprar/piso-la_geltru_casernes_armanya-44173761092_109300/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),111 m²,84 m²,3,2,1ª,,Más de 100 €,EP950-16397,,,,N/A,,,N/A,N/A,,En buen estado,1,,N/A,"4,5",N/A,,,Comunitaria,N/A,,,,,,,,,,,,,,,,,,,
Chalet en calle,Opportunitas Agency,4.067 €/m²,720.000 €,177 m²,https://www.pisos.com/comprar/chalet-mas_alba_can_lloses-45894298313_109300/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),177 m²,177 m²,5,3,,Menos de 5 años,,EP768-BHD473,,N/A,,,,,,20,,,,N/A,N/A,,N/A,,N/A,N/A,,,N/A,,,,,,,,400 m²,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,3.980 €/m²,262.715 €,66 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5133414737_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),66 m²,,3,,1ª,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.650 €/m²,711.960 €,126 m²,https://www.pisos.com/comprar/piso-sitges_centre-5064456599_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),126 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.355 €/m²,680.000 €,107 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5099694624_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),107 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4227975437_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.160 €/m²,690.000 €,112 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5024767357_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),112 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet en La Collada,INMOBEL GESTION INMOBILIARIA,2.161 €/m²,415.000 €,192 m²,https://www.pisos.com/comprar/chalet-la_collada_els_sis_camins_fondo_somella_santa_mari-49255780198_100500/,Anuncio actualizado el 11/02/2025,"D, C","D, C",garraf (BCN),192 m²,,4,3,,Entre 20 y 30 años,,SA5689-4896/5486,,1,Parquet,N/A,Eléctrica,N/A,,N/A,Noreste,,1,N/A,,N/A,N/A,,,,,,,,,,,,,,178 m²,N/A,N/A,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.260 €/m²,720.000 €,115 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5059839836_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),115 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.178 €/m²,250.684 €,60 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5113937450_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),60 m²,,2,1,,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,Frío y calor,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,3.613 €/m²,383.000 €,106 m²,https://www.pisos.com/comprar/piso-la_collada_els_sis_camins_fondo_somella_santa_mari-4962437893_109700/,Anuncio actualizado el 16/01/2025,"B, B","B, B",garraf (BCN),106 m²,,4,2,,,,IF76306-D-000LAC,,2,,,,,N/A,N/A,A la montaña,A estrenar,N/A,Frío y calor,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.976 €/m²,765.000 €,128 m²,https://www.pisos.com/comprar/piso-sitges_centre-5003582341_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),128 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Garraf,Sandra NOY,2.650 €/m²,220.000 €,83 m²,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_nucli_urba-50001992202_108700/,Anuncio actualizado el 30/01/2025,"E, E","E, E",garraf (BCN),83 m²,83 m²,2,1,,Entre 30 y 50 años,,UVC217-30791,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Anys Dels Negats,  12",AEDAS HOMES,4.024 €/m²,495.000 €,123 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-4843896161_109700/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),123 m²,,4,2,1ª,,,-a0P9L000000VYPUUA4,,,,,Gas natural,,N/A,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Mas Milà,FINQUES MONTMAR,2.000 €/m²,350.000 €,175 m²,https://www.pisos.com/comprar/casa-olivella_centro_urbano-50908604315_100500/,Anuncio actualizado el 31/01/2025,"A, A","A, A",garraf (BCN),175 m²,135 m²,4,3,,Menos de 5 años,,SA2365-CA1672/5393,,,Parquet,N/A,N/A,N/A,,N/A,Sur,,1,,,N/A,,,N/A,,,,,,N/A,,,,,,200 m²,,,N/A,,,,,,
Chalet en Garraf,Vanessa Schneider,6.300 €/m²,945.000 €,150 m²,https://www.pisos.com/comprar/chalet-can_girona_terramar_vinyet-50009232892_108700/,Anuncio actualizado el 06/02/2025,"G, F","G, F",garraf (BCN),150 m²,150 m²,4,3,,Entre 30 y 50 años,,UVC566-30541,,,,,N/A,,,N/A,,,,N/A,,,,,N/A,N/A,,,,,,,,,,,1.909 m²,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,7.531 €/m²,941.460 €,125 m²,https://www.pisos.com/comprar/piso-sitges_centre-5092098528_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),125 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Chalet en Garraf,Samantha Gore,2.763 €/m²,420.000 €,152 m²,https://www.pisos.com/comprar/chalet-sant_pere_de_ribes_nucli_urba-51765376478_108700/,Anuncio actualizado el 12/02/2025,"E, E","E, E",garraf (BCN),152 m²,152 m²,4,2,,Más de 50 años,,UVC250-31316,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,81 m²,,,,,,,,,
Chalet en Garraf,Aurelie BERGER,1.872 €/m²,485.000 €,259 m²,https://www.pisos.com/comprar/chalet-la_collada_els_sis_camins_fondo_somella_santa_mari-51698389121_108700/,Anuncio actualizado el 18/02/2025,"D, C","D, C",garraf (BCN),259 m²,259 m²,4,2,,Entre 10 y 20 años,,UVC256-31168,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,52 m²,,,,,,,,,
Piso en Passatge de la Morera,GMK Consulting,3.409 €/m²,225.000 €,66 m²,https://www.pisos.com/comprar/piso-vallpineda_santa_barbara-50855778217_529270/,Anuncio actualizado el 19/02/2025,"D, D","D, D",garraf (BCN),66 m²,55 m²,2,1,Bajo,Entre 5 y 10 años,Entre 60 y 80 €,4529270-000007,,1,Parquet,,Central,,N/A,,Al mar,En buen estado,,Frío y calor,N/A,,,,,,N/A,,,Aluminio,N/A,N/A,,,,,,,,,,,N/A,,,
"Piso en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,6.361 €/m²,299.000 €,47 m²,https://www.pisos.com/comprar/piso-can_girona_terramar_vinyet-4980107900_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),47 m²,,2,1,Bajo,,,-21563425,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer del Doctor Fleming, 7",FINQUES FERRER CUBELLES,4.299 €/m²,296.643 €,69 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-16749022770_500754/,Anuncio actualizado el 17/02/2025,"B, B","B, B",garraf (BCN),69 m²,69 m²,3,2,2ª,,,500754-80245,,,Parquet,,Eléctrica,,N/A,N/A,,A estrenar,1,Frío y calor,N/A,N/A,N/A,N/A,,Comunitaria,N/A,N/A,N/A,Aluminio,N/A,,N/A,,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4201565299_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Pau Casals,IMMO SERVICE MEISEL,4.235 €/m²,360.000 €,85 m²,https://www.pisos.com/comprar/piso-els_molins_poble_sec_pins_vens-37528011303_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",garraf (BCN),85 m²,76 m²,3,1,3ª,,,SA4412-KCSP-227,,1,,,,,N/A,N/A,,A reformar,,,,,,,Comunitario,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.770 €/m²,286.222 €,60 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5178812866_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),60 m²,,2,,Bajo,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento en Carrer de Bruch, 12",ESPAI CENTRE IMMOBLES,2.787 €/m²,223.000 €,80 m²,https://www.pisos.com/comprar/apartamento-maritim-50913399911_100500/,Anuncio actualizado el 22/01/2025,"G, F","G, F",garraf (BCN),80 m²,75 m²,3,2,1ª,Entre 30 y 50 años,Más de 100 €,SA5585-04064/11170,,1,Gres,N/A,Eléctrica,,,N/A,Sureste,,,N/A,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,
Casa adosada en Barri de Mar-Ribes Roges-Plaça de la Sardana,Engel & Völkers MMC Barcelona,2.151 €/m²,439.000 €,204 m²,https://www.pisos.com/comprar/casa_adosada-barri_de_mar_ribes_roges_placa_de_la_sardana-4939997029_109700/,Anuncio actualizado el 13/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),204 m²,,4,3,,,,IF76306-D-000LU1,,,,,,,,N/A,,A estrenar,N/A,,,,,,Privado,,,,,,,,,,,Adosada,,,,,,,,,,
