nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Gas,Aire acondicionado,Calefacción,Chimenea,Cocina equipada,Comedor,Garaje,Trastero,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Terraza,Jardín,Piscina,Orientación,Soleado,Tipo de casa,Lavadero,Superficie solar,Amueblado,Balcón,Gastos de comunidad,Agua,Teléfono,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Adaptado a personas con movilidad reducida,No se aceptan mascotas,Interior,Luz
Piso en Villalba Pueblo,"PRADESA , Real Estate",2.150 €/m²,215.000 €,100 m²,28047,https://www.pisos.com/comprar/piso-villalba_pueblo-816134867_212600/,2022-08-06,Error al procesar consumo,Error al procesar emisiones,100 m²,100 m²,3,1,4ª,,,,2126-000607,No,N/A,N/A,,N/A,,,G/n,,Amueblada,,N/A,,N/A,N/A,,,,,,,N/A,,,,,,60€/mes,,,,,,,,,,
"Chalet unifamiliar en calle Quipar, 20",Agencia no disponible,2.765 €/m²,885.000 €,320 m²,28181,https://www.pisos.com/comprar/chalet_unifamiliar-villaviciosa_de_odon_el_bosque28670-49253300117_109800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,320 m²,,4,3,,,Entre 30 y 50 años,En buen estado,21607218,Más de 2,,Gres,N/A,PVC,,Frío y calor,Central,N/A,N/A,,Más de 2,,,N/A,,,N/A,Privado,Propia,Oeste,,,N/A,1.100 m²,,,Entre 20 y 40 €,,,N/A,N/A,N/A,,,,,
Chalet en Urbanizaciones,SERVICHECK.,1.559 €/m²,560.000 €,359 m²,28068,https://www.pisos.com/comprar/chalet-guadarrama_centro_urbano-51710374492_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,359 m²,,5,4,,,Entre 30 y 50 años,,SA4312-Venta-PinZoGuadara/9940,1,,,,,,,N/A,N/A,,,1,N/A,,,N/A,,N/A,N/A,,Este,,,,2.365 m²,,,,N/A,,N/A,,,,,,,
Casa adosada en Centro,CAPITAL HOME NAVALCARNERO,4.107 €/m²,644.900 €,157 m²,28022,https://www.pisos.com/comprar/casa_adosada-boadilla_del_monte_centro-51765077166_101800/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,157 m²,,4,4,,,Entre 30 y 50 años,,IF76877-santillana,1,,,,,,,Central,,N/A,,1,N/A,,,,,,Privado,Comunitaria,,,Adosada,N/A,160 m²,N/A,,,,,,,,,,,,
Casa en Travesía de José Espronceda,HIPOGES IBERIA,1.713 €/m²,245.000 €,143 m²,28125,https://www.pisos.com/comprar/casa-robledo_de_chavela_centro_urbano-51740332009_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,143 m²,143 m²,,,,,,,GTRE-02140,,,,,,,,,,,,,,,,,,,,,,,,,143 m²,,,,,,,,,,,,,
Chalet en Robledo de Chavela,INMOBILIARIA LA DOCTORA,2.168 €/m²,245.000 €,113 m²,28125,https://www.pisos.com/comprar/chalet-robledo_de_chavela_centro_urbano-50844306220_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,1,,,Más de 50 años,A reformar,SA155-NAV4718,,,,,,,,,,Cocina amueblada,,,,,,,,,Privado,Propia,,,,,527 m²,,,,,,,,,,,,,
Casa en Villafranca del Castillo,Engel & Völkers Madrid,2.796 €/m²,1.390.000 €,497 m²,28176,https://www.pisos.com/comprar/casa-villanueva_de_la_canada_villafranca_del_castillo28-49177979652_101800/,2024-11-26,Error al procesar consumo,Error al procesar emisiones,497 m²,,5,5,,,Entre 30 y 50 años,,IF77045-I-00YSYT-W-02X76W,1,,,,,,,Central,,,,1,,,,,,N/A,Privado,Propia,,,,,1.997 m²,,,,,,,,,,,,,
Chalet en calle Laguna,HOGALIA Madrid,1.468 €/m²,210.000 €,143 m²,28183,https://www.pisos.com/comprar/chalet-zarzalejo_centro_urbano-47562992430_100500/,2024-09-04,Error al procesar consumo,Error al procesar emisiones,143 m²,140 m²,3,3,,,,En buen estado,SA323-Fhog-2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza de la Sierra,HIPOGES IBERIA,2.240 €/m²,177.000 €,79 m²,28047,https://www.pisos.com/comprar/piso-collado_villalba_los_negrales-48340010398_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,79 m²,79 m²,,,4ª,,,,GTRE-01111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Colmenarejo,GARSIERRA,1.695 €/m²,390.000 €,230 m²,28044,https://www.pisos.com/comprar/chalet-colmenarejo_centro_urbano-51724598826_108500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,230 m²,,5,3,,,,,AG588-CC66,N/A,,,N/A,,,,N/A,,,,,N/A,,N/A,,,No acristalada,,Privada,Sur,,,,,,,,,,,,,,N/A,,,
Chalet en Colmenarejo,GARSIERRA,1.695 €/m²,390.000 €,230 m²,28044,https://www.pisos.com/comprar/chalet-colmenarejo_centro_urbano-51721490785_108500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,230 m²,,5,3,,,,,AG588-CC65,N/A,,,N/A,,,,N/A,,,,,N/A,,N/A,,,No acristalada,,Privada,Sur,,,,,,,,,,,,,,N/A,,,
Chalet en Cercedilla,CASA 10 ASESORES,3.928 €/m²,550.000 €,140 m²,28038,https://www.pisos.com/comprar/chalet-cercedilla_centro_urbano-26689465052_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,140 m²,110 m²,4,2,,,Más de 50 años,A reformar,SA3768-0500000000,1,,,,,,,,,,,,N/A,,,,,N/A,N/A,,Sur,,,,2.200 m²,,,,,,,,,,,,,
Casa en Montepríncipe,Engel & Völkers Madrid,3.135 €/m²,2.195.000 €,700 m²,28022,https://www.pisos.com/comprar/casa-boadilla_del_monte_monteprincipe28660-41696404435_101800/,2025-01-15,Error al procesar consumo,Error al procesar emisiones,700 m²,,5,6,,,Menos de 5 años,,IF77045-I-00XY76-W-02UHWD,,,,,,,,Central,,,,1,,,,,,,Privado,Propia,A la montaña,,,,,,,,,,,,,,,,,
"Piso en calle de Gonzalo Calamita, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,140 m²,28181,https://www.pisos.com/comprar/piso-villaviciosa_de_odon_centro-35079335438_103600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,140 m²,140 m²,3,2,,,,,AM9-2302##2302_0125_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Urbanización Valles (Los) 15 3 B,HIPOGES IBERIA,2.011 €/m²,175.000 €,87 m²,28047,https://www.pisos.com/comprar/piso-collado_villalba_los_valles-48367926401_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,87 m²,87 m²,,,,,,,FRRE-00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Yucatán-La Cornisa,Engel & Völkers Madrid,1.791 €/m²,1.775.000 €,991 m²,28127,https://www.pisos.com/comprar/casa-yucatan_la_cornisa-42572943753_101800/,2024-11-13,"E, F","E, F",991 m²,,6,7,,,Entre 20 y 30 años,,IF77045-I-00WSB1-W-02RRYX,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,2.550 m²,,,,,,,,,,,,,
Chalet adosado en Casco Antiguo,"PRADESA , Real Estate",3.147 €/m²,535.000 €,170 m²,28152,https://www.pisos.com/comprar/chalet_adosado-torrelodones_casco_antiguo-45903955391_212600/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,170 m²,150 m²,3,3,,,Entre 30 y 50 años,Reformado,2126-005441,N/A,,Mármol,,,,Frío,Gas natural,N/A,,,,,,,,,,Privado,,,,,,,,,70,,,N/A,,,,,,,
Casa en La Raya del Palancar-Guadamonte,OhKey Servicios inmobiliarios,1.063 €/m²,1.695.000 €,1.594 m²,28176,https://www.pisos.com/comprar/casa-la_raya_del_palancar_guadamonte28691-50877957971_109300/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,1.594 m²,975 m²,10,6,,,Más de 50 años,En buen estado,EP577-7237,,,Cerámica o gress,,N/A,,N/A,Placas solares,,Independiente,,N/A,,,,,,,,N/A,,,,,5.913 m²,,,,N/A,,,,,,,,,N/A
Casa en Los Satélites-Roza Martín,Engel & Völkers Madrid,3.891 €/m²,1.510.000 €,388 m²,28080,https://www.pisos.com/comprar/casa-los_satelites_roza_martin-41689312569_101800/,2024-12-26,Error al procesar consumo,Error al procesar emisiones,388 m²,,6,6,,,Menos de 5 años,,IF77045-I-00XZHB-W-02QOL1,1,,,,,,,Central,,N/A,,1,,,,,,,Privado,Propia,A la montaña,,,N/A,750 m²,,,,,,,,,,,,,
Chalet en Mataelpino,CASA 10 ASESORES,2.063 €/m²,518.000 €,251 m²,28023,https://www.pisos.com/comprar/chalet-mataelpino-51705230800_100500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,251 m²,241 m²,5,3,,,Entre 10 y 20 años,En buen estado,SA3768-041186,1,,,,,,,,,,,1,N/A,,,,,N/A,N/A,N/A,,,,,371 m²,,,Entre 20 y 40 €,,,,,,,,,,
Chalet en Centro,HOGALIA Madrid,3.109 €/m²,534.900 €,172 m²,28080,https://www.pisos.com/comprar/chalet-majadahonda_casco_antiguo28220-51758222143_100500/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,172 m²,,5,3,,,Más de 50 años,En buen estado,SA323-FHOG-2919,,,Tarima flotante,,,,,Gas natural,,Cocina amueblada,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Ático en Centro,Engel & Völkers Madrid,3.923 €/m²,773.000 €,197 m²,28127,https://www.pisos.com/comprar/atico-las_rozas_de_madrid_centro28231-50886379217_101800/,2025-02-17,"E, D","E, D",197 m²,,5,3,3ª,,Más de 50 años,,IF77045-I-00YXAY-W-02Y75C,1,,,,,,,Central,,,,1,N/A,,,,N/A,N/A,Privado,Propia,,,,,,,,,,,,,,,,,,
Chalet en Plaza de la Coronación,RAYMU,3.202 €/m²,285.000 €,89 m²,28115,https://www.pisos.com/comprar/chalet-pueblo28223-44241691225_100500/,2025-01-09,Error al procesar consumo,Error al procesar emisiones,89 m²,,,1,,,Más de 50 años,,SA4177-SE99V235V-ALI0000152/9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Castillo-Campodón,GESTION 3,2.813 €/m²,1.012.990 €,360 m²,28181,https://www.pisos.com/comprar/chalet-castillo_campodon-15088324854_500185/,2024-12-27,Error al procesar consumo,Error al procesar emisiones,360 m²,170 m²,3,3,,,Menos de 5 años,A estrenar,500185-007674,Más de 2,Lacada blanco,Gres,N/A,Aluminio,,,,N/A,Completamente amueblada,Individual acceso a jardin,Más de 2,,,Acorazada,,,N/A,Privado,Comunitaria,,,,Lavanderia,190 m²,N/A,,320 aprox,,,,N/A,N/A,,,,,
Apartamento en Sector B,Engel & Völkers Madrid,4.606 €/m²,760.000 €,165 m²,28022,https://www.pisos.com/comprar/apartamento-sector_b28660-48430212901_101800/,2024-10-29,Error al procesar consumo,Error al procesar emisiones,165 m²,,3,2,,,Entre 5 y 10 años,,IF77045-I-00YRI6-W-02XDSX,,,,,,,,,,,,1,,,,,,,Privado,,,,,,,,,,,,,,,,,,,
Chalet en Abantos-Monte Carmelo-El Rosario,Engel & Völkers Madrid,1.875 €/m²,2.600.000 €,1.386 m²,28131,https://www.pisos.com/comprar/chalet-abantos_monte_carmelo_el_rosario-45883724269_101800/,2024-07-18,Error al procesar consumo,Error al procesar emisiones,1.386 m²,,9,13,,,Entre 30 y 50 años,,IF77045-I-00VMR5-W-02MYJH,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,,3.122 m²,,,,,,,,,,,,,
Chalet en Alpedrete,PUNTO SAN JOSE OBRERO 2022,1.958 €/m²,615.000 €,314 m²,28010,https://www.pisos.com/comprar/chalet-alpedrete_centro_urbano-50899351017_101800/,2025-02-12,"E, E","E, E",314 m²,,5,3,,,Entre 20 y 30 años,,IF77105-LCM34344-1,,,,,,,,Central,,,,1,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa en calle del Castillo de Barcience,Engel & Völkers Madrid,2.503 €/m²,1.580.000 €,631 m²,28176,https://www.pisos.com/comprar/casa-villanueva_de_la_canada_villafranca_del_castillo28-51697127486_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,631 m²,,5,5,,,Entre 30 y 50 años,,IF77045-I-00XKPG-W-02TFG4,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,1.600 m²,,,,,,,,,,,,,
Casa en Fontenebro-Altavista,Engel & Völkers Madrid,2.500 €/m²,1.550.000 €,620 m²,28047,https://www.pisos.com/comprar/casa-fontenebro_altavista-49256986277_101800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,620 m²,,6,4,,,Entre 30 y 50 años,,IF77045-I-00YQ2I-W-02XFML,1,,,,,,,Central,,N/A,,,N/A,,,,,,Privado,Propia,,,,N/A,4.824 m²,,,,,,,,,,,,,
Chalet en Robledo de Chavela,CASA 10 ASESORES,1.625 €/m²,585.000 €,360 m²,28125,https://www.pisos.com/comprar/chalet-robledo_de_chavela_centro_urbano-50893102585_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,360 m²,340 m²,5,7,,,Entre 20 y 30 años,En buen estado,SA3768-041185,1,,,,,,,,,,,,N/A,,,,,N/A,N/A,N/A,,,,,2.923 m²,,,,,,,,,,,,,
Casa en Monte Rozas-La Chopera,Engel & Völkers Madrid,1.671 €/m²,1.095.000 €,655 m²,28127,https://www.pisos.com/comprar/casa-monte_rozas_la_chopera28232-45002197992_101800/,2024-06-25,Error al procesar consumo,Error al procesar emisiones,655 m²,,7,5,,,,,IF77045-I-00YDPG-W-02W5VZ,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,987 m²,,,,,,,,,,,,,
Casa en Zona Carretera del Plantío,Engel & Völkers Madrid,2.952 €/m²,1.299.000 €,440 m²,28080,https://www.pisos.com/comprar/casa-zona_carretera_del_plantio28221-51684972265_101800/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,440 m²,,6,3,,,Entre 30 y 50 años,,IF77045-I-00Z1H1-W-02Y93C,,,,,,,,,,N/A,,1,,,,,,,Privado,,,,,,1.300 m²,,,,,,,,,,,,,
Casa adosada en calle del Valle de La Orotava,HIPOGES IBERIA,2.040 €/m²,424.500 €,208 m²,28068,https://www.pisos.com/comprar/casa_adosada-guadarrama_centro_urbano-50052426882_100700/,2024-12-17,Error al procesar consumo,Error al procesar emisiones,208 m²,208 m²,,,,,,,FRRE-01436,,,,,,,,,,,,,,,,,,,,,,,Adosada,,208 m²,,,,,,,,,,,,,
Piso en Villalba Pueblo,"PRADESA , Real Estate",3.181 €/m²,175.000 €,55 m²,28047,https://www.pisos.com/comprar/piso-villalba_pueblo-94570660774_212600/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,55 m²,55 m²,1,1,1ª,N/A,,,2126-000581,N/A,N/A,N/A,,N/A,,,N/A,,N/A,N/A,,,N/A,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,
Piso en calle Real,VIVANTIAL,1.972 €/m²,215.000 €,109 m²,28047,https://www.pisos.com/comprar/piso-villalba_estacion-50909869924_109300/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,109 m²,91 m²,,,2ª,,,,EP618-15174-2025,,,,,,,,,,,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Casa rústica en Camino Camino Zarzuela,Engel & Völkers Madrid,2.240 €/m²,2.800.000 €,1.250 m²,28181,https://www.pisos.com/comprar/casa_rustica-villaviciosa_de_odon_centro-38392192695_101800/,2024-09-02,Error al procesar consumo,Error al procesar emisiones,1.250 m²,,10,8,,,Entre 10 y 20 años,,IF77045-I-00V8NS-W-02NJVH,,,,,,,,,,,,,,,,,,,Privado,Propia,A la montaña,,Rústica,,350.000 m²,,,,,,,,,,,,,
Finca rústica en Navas de Riofrio,Compra tu Casa,Error al procesar precio m²,4.500.000 €,290 m²,28038,https://www.pisos.com/comprar/finca_rustica-cercedilla_centro_urbano-50869483826_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,290 m²,270 m²,,,,,,,SA975-03859/3609,,,,,,,,N/A,,,,,,,,,,,,,Este,,,,7.000.000 m²,,,,,,,,,,,,,
Piso en Alpedrete,"PRADESA , Real Estate",2.923 €/m²,190.000 €,65 m²,28010,https://www.pisos.com/comprar/piso-alpedrete_centro_urbano-813705560_212600/,2022-07-19,Error al procesar consumo,Error al procesar emisiones,65 m²,65 m²,2,1,1ª,N/A,,,2126-000616,2 a/e,Sappelly,Mármol,,Climalit madera,,,Nocturna,,Amueblada,Salon 18 m²,Si en otro edifico,,N/A,,,,3 m²,,Accion piscina horreo,,N/A,,,,,,35€,,,,,,,,,,
Chalet en Avenida de las Lomas,CAPITAL HOME NAVALCARNERO,1.836 €/m²,1.300.000 €,708 m²,28022,https://www.pisos.com/comprar/chalet-valdepastores_pino_centinela_las_encinas28669-51742355929_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,708 m²,,8,8,,,,,IF76877-av. lomas,1,,,,,,,Central,,N/A,,1,,,,N/A,,N/A,Privado,Propia,,,,N/A,2.832 m²,,,,,,,,,,,,,
Casa en Parque de Boadilla,Engel & Völkers Madrid,3.412 €/m²,1.150.000 €,337 m²,28022,https://www.pisos.com/comprar/casa-parque_de_boadilla28660-51700767355_101800/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,337 m²,,4,3,,,,,IF77045-I-00Z0MZ-W-02YG6V,,,,,,,,Central,,,,1,,,,,,N/A,Privado,Propia,,,,,316 m²,,,,,,,,,,,,,
Piso en Cercedilla,"PRADESA , Real Estate",2.830 €/m²,184.000 €,65 m²,28038,https://www.pisos.com/comprar/piso-cercedilla_centro_urbano-879235804_212600/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,65 m²,65 m²,2,1,2ª,N/A,,,2126-000740,N/A,N/A,N/A,,N/A,,,N/A,,N/A,,,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
Chalet en Pueblo,GARSIERRA,2.336 €/m²,285.000 €,122 m²,28115,https://www.pisos.com/comprar/chalet-pueblo28223-50084107192_108500/,2024-12-31,Error al procesar consumo,Error al procesar emisiones,122 m²,,4,3,,,,,AG588-CORONACION5,N/A,,,,,,,N/A,,,,,N/A,,N/A,,,,,,Sur,,,,,,,,,,,,,,,,,
Casa rústica en Fontenebro-Altavista,Engel & Völkers Madrid,1.705 €/m²,950.000 €,557 m²,28047,https://www.pisos.com/comprar/casa_rustica-fontenebro_altavista-47572412853_101800/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,557 m²,,5,4,,,,,IF77045-I-00YM75-W-02X0HQ,,,,,,,,Central,,,,,,,,,,N/A,Privado,Propia,,,Rústica,,5.261 m²,,,,,,,,,,,,,
Dúplex en Golf-El Carralero,Engel & Völkers Madrid,5.239 €/m²,1.750.000 €,334 m²,28080,https://www.pisos.com/comprar/duplex-golf_el_carralero28222-50926088093_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,334 m²,,5,4,3ª,,,,IF77045-I-00YZ2U-W-02YCOT,1,,,,,,,Central,,N/A,,1,N/A,,,,N/A,N/A,,Propia,,,,,,,,,,,,,,,,,,
Ático en Zona Monte del Pilar,"PRADESA , Real Estate",4.107 €/m²,1.150.000 €,280 m²,28080,https://www.pisos.com/comprar/atico-zona_monte_del_pilar28221-51737718811_212600/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,280 m²,250 m²,4,3,4ª,N/A,Entre 20 y 30 años,Reformado,2126-005522,Más de 2,,Tarima flotante,,PVC,,Frío y calor,Gas natural,,N/A,N/A,2,N/A,N/A,,,N/A,N/A,Comunitario,Comunitaria,Sureste,N/A,,,,,,300€/mes,,,,,,,N/A,,,
Chalet en calle del Pinar de Doña Consuelo,ARTY CONSULTORES,2.937 €/m²,890.000 €,303 m²,28080,https://www.pisos.com/comprar/chalet-majadahonda_zona_norte28220-51720676965_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,303 m²,285 m²,4,5,,,Entre 20 y 30 años,,SA1968-PMFS501/7104,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Valdemorillo,Engel & Völkers Madrid,1.117 €/m²,799.000 €,715 m²,28160,https://www.pisos.com/comprar/casa-valdemorillo_centro_urbano-48357587250_101800/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,715 m²,,8,6,,,,,IF77045-I-00YON8-W-02WY8L,1,,,,,,,Central,,,,1,N/A,,,,,N/A,Privado,Propia,,,,,2.240 m²,,,,,,,,,,,,,
Casa en Pueblo,SMART ESTATE,3.202 €/m²,285.000 €,89 m²,28115,https://www.pisos.com/comprar/casa-pueblo28223-48341405005_109300/,2025-01-21,Error al procesar consumo,Error al procesar emisiones,89 m²,76 m²,1,1,,,,,EP977-2432,,,,,,,,,,,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,
Casa en Zona Monte del Pilar,Engel & Völkers Madrid,3.274 €/m²,1.585.000 €,484 m²,28080,https://www.pisos.com/comprar/casa-zona_monte_del_pilar28221-48349853637_101800/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,484 m²,,6,3,,,Entre 30 y 50 años,,IF77045-I-00YRAK-W-02XAGR,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,1.450 m²,N/A,,,,,,,,,,,,
Casa en Club de Golf-Molino de la Hoz,Engel & Völkers Madrid,3.732 €/m²,2.150.000 €,576 m²,28127,https://www.pisos.com/comprar/casa-club_de_golf_molino_de_la_hoz28232-42589554913_101800/,2025-02-02,"D, D","D, D",576 m²,,5,7,,,Entre 10 y 20 años,,IF77045-I-00XKF6-W-02TLHO,1,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,2.751 m²,,,,,,,,,,,,,
Chalet adosado en Alpedrete,"PRADESA , Real Estate",2.148 €/m²,419.000 €,195 m²,28010,https://www.pisos.com/comprar/chalet_adosado-alpedrete_centro_urbano-43338018562_212600/,2024-08-17,Error al procesar consumo,Error al procesar emisiones,195 m²,185 m²,4,3,,,,En buen estado,2126-005410,Más de 2,,,,PVC,,,Gas natural,,,,2,,,,,,,Privado,Comunitaria,,,,,250 m²,,,125,,,N/A,,,,,,,
Chalet unifamiliar en Becerril de La Sierra,"PRADESA , Real Estate",1.914 €/m²,450.000 €,235 m²,28018,https://www.pisos.com/comprar/chalet_unifamiliar-becerril_de_la_sierra_centro_urbano-32506867518_212600/,2023-03-06,Error al procesar consumo,Error al procesar emisiones,235 m²,210 m²,4,3,,,Entre 10 y 20 años,En buen estado,2126-005259,Más de 2,,,,,,,,,,,,,,,,,,Privado,,,,,,550 m²,,,No tiene,,,N/A,,,,,,,
Casa adosada en Valdemorillo,Engel & Völkers Madrid,1.972 €/m²,430.000 €,218 m²,28160,https://www.pisos.com/comprar/casa_adosada-valdemorillo_centro_urbano-50920896269_101800/,2025-02-11,"D, D","D, D",218 m²,,4,3,,,,,IF77045-I-00YY56-W-02Y90P,,,,,,,,Central,,N/A,,1,N/A,,,,,N/A,Privado,,,,Adosada,,337 m²,,,,,,,,,,,,,
Piso en Villalba Pueblo,"PRADESA , Real Estate",3.657 €/m²,256.000 €,70 m²,28047,https://www.pisos.com/comprar/piso-villalba_pueblo-92621927479_212600/,2022-07-20,Error al procesar consumo,Error al procesar emisiones,70 m²,70 m²,2,2,2ª,N/A,,,2126-000491,3 a/e,Roble,Tarima,,Climalit,,,Gas natural,,Amueblada 5 m²,Salon 16 m²,Opcional 15000€,,N/A,N/A,,N/A,,,,Norte,N/A,,,,,,"47€ casa 6,12 garaje",,,,,,,,,,
Casa en Valdepastores-Pino Centinela-Las Encinas,Engel & Völkers Madrid,3.775 €/m²,1.699.000 €,450 m²,28022,https://www.pisos.com/comprar/casa-valdepastores_pino_centinela_las_encinas28669-51722764466_101800/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,450 m²,,4,2,,,Más de 50 años,,IF77045-I-00Z0KY-W-02RBYZ,,,,,,,,Central,,,,1,,,,,,,Privado,Propia,,,,,3.500 m²,,,,,,,,,,,,,
Casa en Valdemorillo,Engel & Völkers Madrid,6.157 €/m²,1.250.000 €,203 m²,28160,https://www.pisos.com/comprar/casa-valdemorillo_centro_urbano-38371365938_101800/,2024-11-21,Error al procesar consumo,Error al procesar emisiones,203 m²,,4,3,,,Menos de 5 años,,IF77045-I-00XE2P-W-02T59T,,,,,,,,Central,,N/A,,,N/A,,,,,N/A,Privado,Propia,Este,,,,1.657 m²,,,,,,,,,,,,,
Casa en Fontenebro-Altavista,Engel & Völkers Madrid,2.378 €/m²,999.000 €,420 m²,28047,https://www.pisos.com/comprar/casa-fontenebro_altavista-39247302706_101800/,2024-10-14,Error al procesar consumo,Error al procesar emisiones,420 m²,,8,6,,,Más de 50 años,,IF77045-I-00WS8K-W-02RNRY,1,,,,,,,Central,,N/A,,,N/A,,,,,,Privado,Propia,A la montaña,,,N/A,4.131 m²,,,,,,,,,,,,,
Casa adosada en Villanueva del Pardillo,Engel & Völkers Madrid,3.003 €/m²,865.000 €,288 m²,28177,https://www.pisos.com/comprar/casa_adosada-villanueva_del_pardillo_centro_urbano-50045138679_101800/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,288 m²,,4,4,,,Menos de 5 años,,IF77045-I-00YW3F-W-02Y27X,1,,,,,,,Central,,N/A,,1,,,,,,N/A,Privado,Propia,,,Adosada,N/A,,,,,,,,,,,,,,
Casa en La Raya del Palancar-Guadamonte,Engel & Völkers Madrid,1.506 €/m²,1.750.000 €,1.162 m²,28176,https://www.pisos.com/comprar/casa-la_raya_del_palancar_guadamonte28691-48354613100_101800/,2024-11-08,"E, E","E, E",1.162 m²,,13,14,,,Entre 30 y 50 años,,IF77045-I-00YRRR-W-02X460,1,,,,,,,Central,,,,1,N/A,,,,,N/A,Privado,Propia,,,,N/A,4.573 m²,,,,,,,,,,,,,
Chalet unifamiliar en La Navata,"PRADESA , Real Estate",2.597 €/m²,665.000 €,256 m²,28061,https://www.pisos.com/comprar/chalet_unifamiliar-galapagar_la_navata-41762388974_212600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,256 m²,190 m²,4,3,,,Menos de 5 años,En buen estado,2126-005386,2,,,,PVC,,,Aerotermia,,,,,,,,,,N/A,Privado,Comunitaria,Sureste,,,,500 m²,,,,,,,,,,,,,
Casa en Becerril de la Sierra,Engel & Völkers Madrid,1.860 €/m²,562.000 €,302 m²,28018,https://www.pisos.com/comprar/casa-becerril_de_la_sierra_centro_urbano-51668963732_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,302 m²,,4,3,,,,,IF77045-I-00Z06M-W-02YDY6,1,,,,,,,Central,,,,1,,,,,,N/A,Privado,Propia,,,,,790 m²,,,,,,,,,,,,,
Casa en Las Matas-Los Peñascales,Engel & Völkers Madrid,2.466 €/m²,740.000 €,300 m²,28127,https://www.pisos.com/comprar/casa-las_matas_los_penascales28290-50042990064_101800/,2024-12-26,Error al procesar consumo,Error al procesar emisiones,300 m²,,5,3,,,,,IF77045-I-00YX36-W-02VTZJ,,,,,,,,Central,,,,,,,,,,N/A,Privado,Propia,,,,,600 m²,,,,,,,,,,,,,
