nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Referencia,Armarios empotrados,Calefacción,Garaje,Trastero,Puerta blindada,Ascensor,Terraza,Piscina,Superficie útil,Superficie solar,Conservación,Aire acondicionado,Jardín,Tipo de casa,Cocina equipada,Sistema de seguridad,Planta,Amueblado,Tipo suelo,Gastos de comunidad,Carpintería exterior,Teléfono,Comedor,Lavadero,Urbanizado,Calle alumbrada,Calle asfaltada,Exterior,Carpintería interior,Vidrios dobles,Portero automático,Balcón,Orientación,Soleado,Chimenea,Gas,Interior,Se aceptan mascotas,Adaptado a personas con movilidad reducida,Agua
Piso en Valleaguado-La Cañada,Estudio Ciudad 70 Sl,3.022 €/m²,332.510 €,110 m²,28049,https://www.pisos.com/comprar/piso-valleaguado_la_canada28822-51703845175_100200/,2025-02-20,"E, E","E, E",110 m²,3,2,Entre 30 y 50 años,TC884-610282,,,,,,N/A,,,,,En buen estado,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,2.210 €/m²,229.900 €,104 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-51735566549_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,104 m²,3,2,Entre 30 y 50 años,TC929-607826,,,,,,,,,,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noreste,"ESTUDIO BARRIO ZARZUELA, S.L.U.",2.560 €/m²,266.240 €,104 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50905554864_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,104 m²,3,2,Entre 20 y 30 años,TC676-606459,,N/A,,,,N/A,N/A,Comunitaria,,,En buen estado,N/A,,,N/A,,1ª,,Parquet,,,,,,,,,,,,N/A,,,,,,,,,
Casa adosada en Montserrat - Parque Empresarial,GESTION BIENES RAICES INMOBILAIRIA,2.008 €/m²,490.000 €,244 m²,28130,https://www.pisos.com/comprar/casa_adosada-san_fernando_de_henares_montserrat-50894837698_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,244 m²,4,3,Entre 20 y 30 años,SA5568-Cantabria/11754,1,N/A,1,N/A,N/A,,N/A,,195 m²,170 m²,,N/A,N/A,Adosada,,,,,Parquet,,,,N/A,,N/A,,,,,,,,Sureste,,,,,,,N/A
"Chalet en calle Sector Aldovea,  S/N",ASENTIS,2.022 €/m²,459.000 €,227 m²,28148,https://www.pisos.com/comprar/chalet-zona_suroeste-5071626971_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,227 m²,3,3,,4994805-0,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet adosado en Avenida de Príncipe de Asturias,MZ habitat,2.090 €/m²,575.000 €,275 m²,28104,https://www.pisos.com/comprar/chalet_adosado-paracuellos_de_jarama_centro_urbano-44246462231_517810/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,275 m²,3,4,,4517810-000146,Más de 2,Gas natural,Más de 2,,N/A,,Varias terrazas y jardín y solárium en buhardilla,,265 m²,200 m²,En buen estado,Frío y calor,Privado,,Grande y con despensa amueblada,,,Cocina y despensa,Mármol,,PVC,N/A,Independiente con salida a terraza y jardín,En garaje para 2 o tres coches,Miramadrid,N/A,N/A,,N/A,N/A,,,Suroeste,,,N/A,,N/A,,
"Chalet en calle del Mar Cantábrico,  s/n","PREMIER ESPAÑA, S.A.",2.100 €/m²,753.900 €,359 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-5025255134_109700/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,359 m²,5,3,,4991481-21666288,,,N/A,N/A,,,N/A,N/A,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Sureste,RED PISO ESTUDIO NUEVO TORREJON,2.738 €/m²,345.000 €,126 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-50898395876_994728/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,126 m²,2,2,Entre 20 y 30 años,4994728-12829228,Más de 2,Gas natural,1,N/A,,N/A,N/A,Comunitaria,96 m²,,En buen estado,Frío y calor,,,N/A,,5ª,,Tarima maciza,Entre 20 y 40 €,Madera,,N/A,,,,,N/A,,,,N/A,Sureste,N/A,,,,,,
Piso en calle del Río,AS Fresnos Inmobiliaria,2.633 €/m²,395.000 €,150 m²,28148,https://www.pisos.com/comprar/piso-zona_suroeste-50065939900_525678/,2025-02-18,"E, E","E, E",150 m²,4,3,Entre 20 y 30 años,4525678-000063,Más de 2,Gas natural,1,,N/A,N/A,,Comunitaria,101 m²,,En buen estado,,Comunitario,,Vitroceramica,,1ª,,Tarima flotante,Más de 100 €,Climalit,,,,,,,N/A,Roble,N/A,N/A,,Suroeste,Orientación sur,,N/A,,,N/A,
Piso en Sureste,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,3.440 €/m²,223.600 €,65 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-50894321518_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,65 m²,2,1,,SA555-47078982/1670,,Eléctrica,,,,,,,,,,N/A,,,,,Bajo,,,,,,,,,,,,,,,,Este,,,,,,,
"Chalet en calle de Hoces Cabriel,  s/n",BRINUM HOMES,1.196 €/m²,365.000 €,305 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4778028103_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,305 m²,3,3,,4528801-21449218,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Sureste,"ESTUDIO NUEVO TORREJON DE ARDOZ 2018, S.L.",2.500 €/m²,210.000 €,84 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-51683169284_100200/,2025-02-19,"G, F","G, F",84 m²,3,1,Más de 50 años,TC534-609330,,Central,,,,N/A,N/A,,,,En buen estado,,,,,,1ª,,Gres,,,,,,,,,,,,,,,,,,,,,
"Piso en San Isidro, Estación",ÁTICO A INMOBILIARIA,1.785 €/m²,125.000 €,70 m²,28005,https://www.pisos.com/comprar/piso-san_isidro_estacion28807-49253784434_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,70 m²,2,1,Más de 50 años,IF7034-PISO ALCALA DE HENARES,,,,,,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Valleaguado-La Cañada,"ESTUDIO CAÑADA_VALLEAGUADO, S.L.",2.291 €/m²,194.800 €,85 m²,28049,https://www.pisos.com/comprar/piso-valleaguado_la_canada28823-50887744085_100200/,2025-01-30,"E, E","E, E",85 m²,2,1,Entre 10 y 20 años,TC171-606283,,N/A,,N/A,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Chorrillo,TECNOCASA ESTUDIO ALCALA EL CHORRILLO,1.971 €/m²,138.000 €,70 m²,28005,https://www.pisos.com/comprar/piso-chorrillo28806-50037022397_100200/,2025-02-20,"G, G","G, G",70 m²,3,1,Más de 50 años,TC418-596834,,Central,,,,,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Casco Histórico,Estudio Alcalá Zona Centro Slu,2.362 €/m²,619.000 €,262 m²,28005,https://www.pisos.com/comprar/casa_unifamiliar-centro_casco_historico28804-48359525809_100200/,2024-10-24,"E, E","E, E",262 m²,4,3,Más de 50 años,TC827-598580,,N/A,1,,,,,Propia,,,En buen estado,N/A,,Unifamiliar,N/A,,,,Gres,Más de 100 €,,,,,,,,,,,,,,,,,,,,
"Chalet en calle del Mar Cantábrico,  s/n","PREMIER ESPAÑA, S.A.",2.259 €/m²,799.900 €,354 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-5023163471_109700/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,354 m²,5,3,,4991481-21666286,,,N/A,N/A,,,N/A,N/A,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Virgen de Loreto, 20",Hercesa,2.883 €/m²,374.900 €,130 m²,28005,https://www.pisos.com/comprar/piso-colonia_avenida_de_meco28805-38389926777_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,130 m²,4,2,,4517782-P.2463,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Noroeste,RED PISO ESTUDIO NUEVO TORREJON,2.747 €/m²,250.000 €,91 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-50921291951_994728/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,91 m²,4,1,Más de 50 años,4994728-12829229,,,,,,N/A,N/A,,90 m²,,En buen estado,,,,N/A,,Bajo,,Gres,,Aluminio,,,,,,,N/A,,,N/A,,Sur,N/A,,,,,N/A,
Piso en Chorrillo,TECNOCASA ESTUDIO ALCALA EL CHORRILLO,2.700 €/m²,216.000 €,80 m²,28005,https://www.pisos.com/comprar/piso-chorrillo28806-50919157024_100200/,2025-02-20,"G, G","G, G",80 m²,3,1,Más de 50 años,TC418-605545,,N/A,,,,,N/A,,,,En buen estado,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle Sector Aldovea,  S/N",ASENTIS,2.057 €/m²,469.000 €,228 m²,28148,https://www.pisos.com/comprar/chalet-zona_suroeste-5034461489_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,228 m²,3,3,,4994805-0,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Sureste,RED PISO ESTUDIO NUEVO TORREJON,3.150 €/m²,315.000 €,100 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-49186411767_994728/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,Entre 10 y 20 años,4994728-12829223,Más de 2,Gas natural,,N/A,,N/A,,Comunitaria,86 m²,,En buen estado,Frío y calor,Comunitario,,N/A,,Bajo,,,Entre 10 y 20 €,,,N/A,,,,,,,,,,Sureste,,,,,,,
Casa pareada en Ensanche,Consulting El Ensanche De Alcalá Slu,2.195 €/m²,559.900 €,255 m²,28005,https://www.pisos.com/comprar/casa_pareada-ensanche_espartales_ensanche28806-47540659806_100200/,2025-01-23,Error al procesar consumo,Error al procesar emisiones,255 m²,4,3,Entre 20 y 30 años,TC825-594544,,,,,,,,Propia,,,Reformado,N/A,,Pareada,N/A,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle de la Plazuela,MZ habitat,1.720 €/m²,172.000 €,100 m²,28172,https://www.pisos.com/comprar/casa_adosada-villalbilla_centro_urbano-50859173551_517810/,2025-01-21,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,,4517810-000161,Más de 2,Gas natural,,,N/A,,2 balcones,,80 m²,65 m²,Reformado,,,Adosada,Amueblada,,,,Gres,,Aluminio,,N/A,En patio,N/A,N/A,N/A,,,Climalit,,,Suroeste,,,N/A,,N/A,,
"Piso en Avenida del Doctor Marañón,  s/n",REALIA BUSINESS S.A.,2.616 €/m²,450.000 €,172 m²,28005,https://www.pisos.com/comprar/piso-ensanche_espartales_ensanche28806-5186342065_109700/,2025-02-06,"A, A","A, A",172 m²,4,2,,-99980,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Juncal,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.374 €/m²,296.800 €,125 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-47531117032_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,125 m²,4,2,,SA555-46576934/1670,1,Gas natural,1,,,N/A,N/A,,,,,,,,,,2ª,,Parquet,,,,,,,,,,,,,,Noreste,,,,,,,
Piso en Meco,Estudio Meco Sl,1.798 €/m²,129.500 €,72 m²,28083,https://www.pisos.com/comprar/piso-meco_centro_urbano-49203126410_100200/,2024-11-08,"C, B","C, B",72 m²,1,1,Entre 30 y 50 años,TC885-599314,,N/A,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Estación,"ESTUDIO NUEVO HENARES 21, S.L.",1.953 €/m²,168.000 €,86 m²,28049,https://www.pisos.com/comprar/piso-zona_estacion28823-47510673972_100200/,2024-09-20,Error al procesar consumo,Error al procesar emisiones,86 m²,,1,Entre 30 y 50 años,TC679-594794,,N/A,,,,,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Camino Esgaravita,Estudio Juan De Austria El Val Slu,3.540 €/m²,485.000 €,137 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-51687569127_100200/,2025-02-19,"E, E","E, E",137 m²,4,2,Entre 30 y 50 años,TC1065-608709,,N/A,,,,,,,,,En buen estado,N/A,,,N/A,,5ª,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en Mejorada del Campo,M2 REAL ESTATE,1.321 €/m²,85.900 €,65 m²,28084,https://www.pisos.com/comprar/piso-mejorada_del_campo_centro_urbano-48355968566_100500/,2025-01-07,Error al procesar consumo,Error al procesar emisiones,65 m²,3,1,,SA606-COP-ELC-0152/1852,,,,,,,,,55 m²,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Chalet adosado en calle de Fausto Elhuyar,ALCALA SERCOMCASA,2.131 €/m²,488.000 €,229 m²,28005,https://www.pisos.com/comprar/chalet_adosado-garena28806-50064188284_524533/,2025-02-08,"C, C","C, C",229 m²,3,3,Entre 20 y 30 años,4524533-SER0205,Más de 2,Suelo radiante,1,,N/A,,N/A,,220 m²,150 m²,En buen estado,,Privado,,N/A,,,,,,,,N/A,N/A,,,,,,,,,Este,,,,,,,
Piso en calle de Andújar,Estudio Juan De Austria El Val Slu,2.081 €/m²,539.000 €,259 m²,28005,https://www.pisos.com/comprar/piso-el_val_barrio28804-48407855189_100200/,2025-01-02,"E, D","E, D",259 m²,4,3,Entre 30 y 50 años,TC1065-597869,,,,,,,,Comunitaria,,,En buen estado,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida del Doctor Marañón,  s/n",REALIA BUSINESS S.A.,4.971 €/m²,467.300 €,94 m²,28005,https://www.pisos.com/comprar/piso-ensanche_espartales_ensanche28806-4559008764_109700/,2025-02-06,"A, A","A, A",94 m²,4,2,,-99980,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Ciudad 70,Estudio Ciudad 70 Sl,1.990 €/m²,199.000 €,100 m²,28049,https://www.pisos.com/comprar/casa_pareada-ciudad_70-50889945538_100200/,2025-02-20,"E, E","E, E",100 m²,3,1,Más de 50 años,TC884-607155,,,,,,,,,,,En buen estado,,,Pareada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Valleaguado - La Cañada,GESTION BIENES RAICES INMOBILAIRIA,2.867 €/m²,390.000 €,136 m²,28049,https://www.pisos.com/comprar/casa_pareada-valleaguado_la_canada28823-50078963358_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,136 m²,4,3,Menos de 5 años,SA5568-ObraNueva1/11754,1,,,,N/A,,,Propia,,149 m²,,N/A,N/A,Pareada,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Casa en Zona Noroeste,RED PISO ESTUDIO NUEVO TORREJON,2.083 €/m²,600.000 €,288 m²,28148,https://www.pisos.com/comprar/casa-zona_noroeste-45848821033_994728/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,288 m²,4,2,Entre 30 y 50 años,4994728-12829209,,Gas natural,,,N/A,,,,222 m²,,En buen estado,Frío y calor,Privado,,,,,,Gres,,PVC,,,,N/A,N/A,N/A,,,,,,Sur,,,N/A,,,N/A,
"Piso en San Isidro, Estación","ESTUDIO VIA COMPLUTENSE, S.L.",2.100 €/m²,315.000 €,150 m²,28005,https://www.pisos.com/comprar/piso-san_isidro_estacion28805-50913316962_100200/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,150 m²,4,,Entre 30 y 50 años,TC326-605472,,,,,,,,,,,En buen estado,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Meco,Estudio Meco Sl,2.500 €/m²,195.000 €,78 m²,28083,https://www.pisos.com/comprar/piso-meco_centro_urbano-51763326457_100200/,2025-02-07,"E, E","E, E",78 m²,2,1,Entre 10 y 20 años,TC885-607822,,N/A,,,,,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Hoces Cabriel,  s/n",BRINUM HOMES,1.264 €/m²,354.000 €,280 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4823332151_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,280 m²,3,3,,4528801-21449149,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Casco Historico,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,3.000 €/m²,420.000 €,140 m²,28005,https://www.pisos.com/comprar/duplex-centro_casco_historico28801-51679098849_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,140 m²,3,3,Más de 50 años,SA814-EX04103/3763,1,N/A,,,N/A,,N/A,,134 m²,,,N/A,,,,,3ª,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Camarma de Esteruelas,Estudio Camarma La Garena Slu,1.799 €/m²,179.900 €,100 m²,28032,https://www.pisos.com/comprar/piso-camarma_de_esteruelas_centro_urbano-48410677634_100200/,2024-10-17,Error al procesar consumo,Error al procesar emisiones,100 m²,,2,Entre 10 y 20 años,TC1190-596831,,N/A,,,,,,,,,En buen estado,N/A,,,N/A,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,
Chalet en Ensanche,ÁTICO A INMOBILIARIA,1.835 €/m²,470.000 €,256 m²,28005,https://www.pisos.com/comprar/chalet-ensanche_espartales_ensanche28805-51699086963_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,256 m²,5,3,Entre 20 y 30 años,IF7034-ALCALA DE HENARES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Hoces Cabriel,  s/n",BRINUM HOMES,1.280 €/m²,356.000 €,278 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4760987524_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,278 m²,3,3,,4528801-21449150,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Valle del Cabriel,Neinor Homes,Error al procesar precio m²,A consultar,A estrenar,28148,https://www.pisos.com/comprar/piso-zona_suroeste-51728678693_109700/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,,,,,-2317,,,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Camino de los Afligidos, 54",Centro Comercial Inmobiliario10,Error al procesar precio m²,291.200 €,4,28005,https://www.pisos.com/comprar/piso-el_val_barrio-5202837465_109700/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,,4,2,,IF4098-CCI-022-000048235,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Plata,  s/n","PREMIER ESPAÑA, S.A.",3.657 €/m²,321.900 €,88 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-5175700178_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,88 m²,2,2,,4991481-0,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,7ª,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Hoces Cabriel,  s/n",BRINUM HOMES,1.121 €/m²,369.000 €,329 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-4977771158_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,329 m²,3,3,,4528801-0,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle del Mar Cantábrico,  s/n","PREMIER ESPAÑA, S.A.",2.155 €/m²,773.900 €,359 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-5059624157_109700/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,359 m²,5,3,,4991481-21666290,,,N/A,N/A,,,N/A,N/A,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Real,  s/n",GILMAR-Madrid,Error al procesar precio m²,227.700 €,3,28002,https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-5226714435_109700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,,3,,,-21791727,,,N/A,N/A,,N/A,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Alfonso VI,  s/n",INGESCASA,2.735 €/m²,328.200 €,120 m²,28005,https://www.pisos.com/comprar/piso-espartales28806-4675759270_109700/,2024-12-18,"A, A","A, A",120 m²,3,2,,4995071-21312594,,,N/A,,,N/A,N/A,,,,A estrenar,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
"Ático en calle Real,  s/n",GILMAR-Madrid,Error al procesar precio m²,177.700 €,1,28002,https://www.pisos.com/comprar/atico-ajalvir_centro_urbano-5227104703_109700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,,1,,,-0,,,N/A,N/A,,N/A,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Avenida del Doctor Marañón,  s/n",REALIA BUSINESS S.A.,3.008 €/m²,355.000 €,118 m²,28005,https://www.pisos.com/comprar/atico-ensanche_espartales_ensanche28806-5256776227_109700/,2025-02-06,"A, A","A, A",118 m²,2,2,,-99980,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Alfonso VI,  s/n",INGESCASA,2.783 €/m²,272.790 €,98 m²,28005,https://www.pisos.com/comprar/piso-espartales28806-2523726558_109700/,2024-12-18,"A, A","A, A",98 m²,2,2,,4995071-18997625,,,N/A,,,N/A,N/A,,,,A estrenar,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Alfonso VI,  s/n",INGESCASA,2.785 €/m²,281.315 €,101 m²,28005,https://www.pisos.com/comprar/piso-espartales28806-4636705767_109700/,2024-12-18,"A, A","A, A",101 m²,2,2,,4995071-0,,,N/A,,,N/A,N/A,,,,A estrenar,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Era, 31",Centro Comercial Inmobiliario10,2.844 €/m²,219.000 €,77 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-3364697259_109700/,2025-02-04,"B, A","B, A",77 m²,1,2,,IF4098-CCI-031-000045780,2,,,N/A,,,N/A,,,,A estrenar,,,,N/A,,2ª,,Gres,,,,,,,,,,,N/A,,,,,,,,,,
"Casa adosada en calle de la Gran Vía, 12",Hercesa,2.716 €/m²,323.300 €,119 m²,28032,https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-35871544806_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,119 m²,3,2,,4517782-P.2485,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Era, 31",Centro Comercial Inmobiliario10,2.846 €/m²,259.000 €,91 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-3300531214_109700/,2025-02-04,"B, A","B, A",91 m²,2,2,,IF4098-CCI-031-000045780,2,,,N/A,,,N/A,,,,A estrenar,,,,N/A,,Bajo,,Gres,,,,,,,,,,,N/A,,,,,,,,,,
"Piso en calle de la Virgen de Loreto, 20",Hercesa,1.962 €/m²,419.900 €,214 m²,28005,https://www.pisos.com/comprar/piso-colonia_avenida_de_meco28805-40017423454_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,214 m²,3,2,,4517782-P.2463,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle de la Gran Vía, 12",Hercesa,3.189 €/m²,385.910 €,121 m²,28032,https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-35850382819_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,121 m²,4,2,,4517782-P.2485,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle Sector Aldovea,  S/N",ASENTIS,1.700 €/m²,539.000 €,317 m²,28148,https://www.pisos.com/comprar/chalet-zona_suroeste-5008254719_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,317 m²,3,3,,4994805-0,,,N/A,,,,N/A,,,,A estrenar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Era, 31",Centro Comercial Inmobiliario10,3.104 €/m²,291.800 €,94 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-3358236145_109700/,2025-02-04,"B, A","B, A",94 m²,2,2,,IF4098-CCI-031-000045780,2,,,N/A,,,N/A,,,,A estrenar,,,,N/A,,1ª,,Gres,,,,,,,,,,,N/A,,,,,,,,,,
"Piso en calle de la Era, 31",Centro Comercial Inmobiliario10,3.029 €/m²,275.700 €,91 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-5224092891_109700/,2025-02-04,"B, A","B, A",91 m²,2,2,,IF4098-CCI-031-000045780,2,,,N/A,,,N/A,,,,A estrenar,,,,N/A,,1ª,,Gres,,,,,,,,,,,N/A,,,,,,,,,,
"Piso en calle de la Era, 31",Centro Comercial Inmobiliario10,3.067 €/m²,248.500 €,81 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-3311002171_109700/,2025-02-04,"B, A","B, A",81 m²,1,2,,IF4098-CCI-031-000045780,2,,,N/A,,,N/A,,,,A estrenar,,,,N/A,,2ª,,Gres,,,,,,,,,,,N/A,,,,,,,,,,
Piso en calle de las Procesiones,GAVILAN INMOBILIARIA,3.875 €/m²,155.000 €,40 m²,28002,https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-48401523975_100500/,2025-02-10,"E, F","E, F",40 m²,1,1,Entre 20 y 30 años,SA114-0884,,,,,,,,,34 m²,,En buen estado,Frío,,,,,Bajo,,,Entre 60 y 80 €,,,,,,,,,,,,,Este,,,,,,,
Chalet en calle de Córdoba,GAVILAN INMOBILIARIA,1.561 €/m²,281.000 €,180 m²,28122,https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-44184172191_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,180 m²,4,2,,SA114-0862,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
