nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Antigüedad,Conservación,Gastos de comunidad,Referencia,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Garaje,Terraza,Jardín,Piscina,Tipo de casa,Vidrios dobles,Cocina equipada,Puerta blindada,Trastero,Orientación,Planta,Exterior,Carpintería exterior,Ascensor,Adaptado a personas con movilidad reducida,Superficie solar,Agua,Chimenea,Comedor,Soleado,Amueblado,Sistema de seguridad,Carpintería interior,Gas,Lavadero,Portero automático,Balcón,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Teléfono,Interior,No se aceptan mascotas,Luz
Casa adosada en calle del Clavel,CAPITAL HOME NAVALCARNERO,1.605 €/m²,219.900 €,137 m²,https://www.pisos.com/comprar/casa_adosada-el_alamo_centro_urbano-51733441007_101800/,Anuncio actualizado el 10/02/2025,"F, F","F, F",madrid_suroeste,137 m²,,3,2,Entre 20 y 30 años,,,IF76877-CH2024044,1,,,Central,1,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Cañada,HOGALIA Madrid,1.313 €/m²,85.400 €,65 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28922-51678133239_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,65 m²,,3,1,,En buen estado,,SA323-FHOG-2924,,,,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Rozas de Puerto Real,GESTION 3,1.265 €/m²,127.865 €,101 m²,https://www.pisos.com/comprar/casa-rozas_de_puerto_real_centro_urbano-49257572049_500185/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,101 m²,101 m²,4,1,,En buen estado,,500185-008438,2,Gres,,Gas butano,,,Privado,,,N/A,N/A,,,,,,Aluminio,,,1.980 m²,,De leña en cocina,,,,,,,,,,N/A,N/A,,,,,,
"Piso en calle Buenavista Sector I-6,  S/N",GESBRO,1.754 €/m²,263.200 €,150 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-5184616990_109700/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,150 m²,,3,2,,A estrenar,,4525023-0,,,,,N/A,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Zona Bulevar,Estudio Nuevo Arroyomolinos Sl,2.705 €/m²,589.900 €,218 m²,https://www.pisos.com/comprar/casa_pareada-zona_bulevar-50928292546_100200/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,218 m²,,3,2,Entre 10 y 20 años,En buen estado,,TC940-602791,,Parquet,N/A,N/A,,N/A,Privado,,Pareada,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en El Álamo,GARSIERRA,1.638 €/m²,314.500 €,192 m²,https://www.pisos.com/comprar/chalet-el_alamo_centro_urbano-49255814161_108500/,Anuncio actualizado el 13/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,192 m²,,4,2,,,,AG588-PASEO DE LAS VEGAS,N/A,Gres,,N/A,,Acristalada,N/A,,,N/A,,N/A,,Sur,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,
Casa en Brunete,Engel & Völkers Madrid,2.582 €/m²,860.000 €,333 m²,https://www.pisos.com/comprar/casa-brunete_centro_urbano-41755076450_101800/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,333 m²,,4,3,Entre 20 y 30 años,,,IF77045-I-00XZ7T-W-02UF34,,,,Central,1,,Privado,Propia,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa rústica en Villamanta,Engel & Völkers Madrid,4.285 €/m²,1.500.000 €,350 m²,https://www.pisos.com/comprar/casa_rustica-villamanta_centro_urbano-38417640771_101800/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,350 m²,,,3,Entre 30 y 50 años,,,IF77045-I-00UMT1-W-02M3KU,1,,,Central,,,Privado,Propia,Rústica,,N/A,,N/A,A la montaña,,,,,,108.000 m²,,,,,N/A,,,,,,,,,,,,,,
Casa en calle de las Alcantarillas,CAPITAL HOME NAVALCARNERO,1.790 €/m²,214.900 €,120 m²,https://www.pisos.com/comprar/casa-el_alamo_centro_urbano-51695375864_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,120 m²,,3,2,,,,IF76877-CHAlamo202508,1,,,,,,,,,,N/A,,,,,,,,,125 m²,,,,,N/A,,,,,,,,,,,,,,
"Casa adosada en calle de los Jardines, 15",CAPITAL HOME NAVALCARNERO,Error al procesar precio m²,224.900 €,143 m²,https://www.pisos.com/comprar/casa_adosada-villanueva_de_perales_centro_urbano-51750442639_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,,,3,2,Entre 20 y 30 años,,,IF76877-adosado calle jardines n30,1,,,Central,1,N/A,,,Adosada,,N/A,N/A,N/A,,,,,,,143 m²,,,,,,,,,N/A,,,,,,,,,,
"Dúplex en calle del Campo, 21",CAPITAL HOME NAVALCARNERO,2.372 €/m²,279.900 €,118 m²,https://www.pisos.com/comprar/duplex-brunete_centro_urbano-51765549465_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,118 m²,,2,2,Entre 5 y 10 años,,,IF76877-Calle Del Campo,1,,,Central,1,,Privado,Comunitaria,,,N/A,,,,1ª,,,N/A,,,,,,,N/A,,,,N/A,,,,,,,,,,
"Piso en calle de Echegaray, 6",Agencia no disponible,3.294 €/m²,280.000 €,85 m²,https://www.pisos.com/comprar/piso-norte_universidad28932-50851138162_109800/,Anuncio actualizado el 26/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,85 m²,75 m²,2,2,Entre 30 y 50 años,Reformado,Entre 80 y 100 €,21701319,1,Tarima maciza,,Gas natural,,,,,,N/A,N/A,N/A,N/A,,6ª,,Madera,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,
Chalet en calle de Mariano González,INMOBILIARIA LA DOCTORA,3.205 €/m²,310.890 €,97 m²,https://www.pisos.com/comprar/chalet-navalcarnero_centro_urbano-30927030701_100500/,Anuncio actualizado el 11/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,97 m²,,3,1,,En buen estado,,SA155-NAV4384,,,,,,,,,,,,,,,,,,,,274 m²,,,,,,,,,,,,,,,,,,,
Casa adosada en Navalcarnero,INMOBILIARIA LA DOCTORA,1.628 €/m²,114.000 €,70 m²,https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-42538310779_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,70 m²,,3,1,,En buen estado,,SA155-NAV4589,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Pelayos de La Presa,INMOBILIARIA LA DOCTORA,977 €/m²,175.000 €,179 m²,https://www.pisos.com/comprar/chalet-pelayos_de_la_presa_centro_urbano-50880729312_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,179 m²,,4,3,Entre 10 y 20 años,A reformar,,SA155-NAV4716,1,Gres,,,,,Privado,,,,,,,,,,,,,533 m²,,,,,,,,,,,,,,,,,,,
Piso en Navalcarnero,INMOBILIARIA LA DOCTORA,2.798 €/m²,139.900 €,50 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-50929596101_100500/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,50 m²,,2,1,,En buen estado,,SA155-NAV4717,1,Gres,Frío,Eléctrica,,N/A,,,,,Cocina amueblada,N/A,,,1ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Navalcarnero,INMOBILIARIA LA DOCTORA,1.226 €/m²,336.000 €,274 m²,https://www.pisos.com/comprar/chalet-navalcarnero_centro_urbano-50009935118_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,274 m²,,4,3,Entre 20 y 30 años,A reformar,,SA155-NAV4712,1,,,Gas natural,,,Privado,,,,,,N/A,,,,,,,263 m²,,,,,,,,,,,,,,,,,,,
Casa pareada en Zona Bulevar,CAPITAL HOME NAVALCARNERO,2.890 €/m²,479.900 €,166 m²,https://www.pisos.com/comprar/casa_pareada-zona_bulevar-51668209178_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,166 m²,,4,3,Entre 5 y 10 años,,,IF76877-CANTABRICO,1,,,Central,1,,Privado,,Pareada,,N/A,,,,,,,,,214 m²,,,,,N/A,,,,N/A,,,,,,,,,,
Piso en Móstoles,INMOBILIARIA LA DOCTORA,Error al procesar precio m²,A consultar,67 m²,https://www.pisos.com/comprar/piso-mostoles_centro28931-49224509964_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,67 m²,62 m²,3,1,Más de 50 años,A reformar,,SA155-NAV4695,,,,,,N/A,,,,,,,,,2ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Europa,CMS INMOBILIARIA.,1.492 €/m²,385.000 €,258 m²,https://www.pisos.com/comprar/piso-zona_europa-50050224499_108900/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,258 m²,,,,,,,XA282-8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle del Río Guadiana, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,79 m²,https://www.pisos.com/comprar/piso-el_alamo_centro_urbano-51692451109_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,79 m²,71 m²,,,,,,AM9-2302##2302_0509_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Navalcarnero,TRENCADIS REAL ESTATE,2.126 €/m²,202.000 €,95 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-51716565186_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,95 m²,,,1,Entre 30 y 50 años,,,EP777-TRCOK25081,,,,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Villa del Prado,CMS INMOBILIARIA.,1.505 €/m²,138.530 €,92 m²,https://www.pisos.com/comprar/casa_adosada-villa_del_prado_centro_urbano-50902686869_108900/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,92 m²,,1,1,,,,XA282-8292,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Villanueva de Perales,INMOBILIARIA LA DOCTORA,1.475 €/m²,177.000 €,120 m²,https://www.pisos.com/comprar/chalet-villanueva_de_perales_centro_urbano-49240300765_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,120 m²,98 m²,3,3,Entre 20 y 30 años,A reformar,,SA155-NAV4701,1,,,,,N/A,Privado,Propia,,,,,,,,,,,,310 m²,,,,,,,,,,,,,,,,,,,
Casa adosada en calle de los Ángeles,CAPITAL HOME NAVALCARNERO,2.168 €/m²,359.900 €,166 m²,https://www.pisos.com/comprar/casa_adosada-brunete_centro_urbano-51747160632_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,166 m²,,3,3,Entre 20 y 30 años,,,IF76877-Calle De Los Angeles,1,,,Central,1,,Privado,,Adosada,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Chalet en calle de las Orquídeas,CAPITAL HOME NAVALCARNERO,2.244 €/m²,659.900 €,294 m²,https://www.pisos.com/comprar/chalet-brunete_centro_urbano-51756010876_101800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,294 m²,,7,2,Entre 30 y 50 años,,,IF76877-orquideas,1,,,Central,1,,,Propia,,,N/A,,,,,,,,,1.050 m²,,,,,N/A,,,,N/A,,,,,,,,,,
Piso en Sevilla La Nueva,INMOBILIARIA LA DOCTORA,Error al procesar precio m²,A consultar,77 m²,https://www.pisos.com/comprar/piso-sevilla_la_nueva_centro_urbano-50048135817_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,77 m²,70 m²,2,1,Entre 30 y 50 años,En buen estado,,SA155-NAV4710,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Villa del Prado,GARSIERRA,Error al procesar precio m²,123.000 €,AG588-HOYAS,https://www.pisos.com/comprar/finca_rustica-villa_del_prado_centro_urbano-49250838580_108500/,Anuncio actualizado el 04/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,,,,,,,,AG588-HOYAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Perchuela, 7",CAPITAL HOME NAVALCARNERO,1.916 €/m²,115.000 €,60 m²,https://www.pisos.com/comprar/piso-villamantilla_centro_urbano-51671924239_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,60 m²,,1,1,Entre 10 y 20 años,,,IF76877-PERCHUELA 7,1,,,Central,1,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Casa adosada en Navalcarnero,INMOBILIARIA LA DOCTORA,Error al procesar precio m²,A consultar,177 m²,https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-49186693546_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,177 m²,150 m²,4,3,Entre 30 y 50 años,A reformar,,SA155-NAV4689,1,,,Gas natural,,,Privado,,Adosada,,,,,,,,,,,151 m²,,,,,,,,,,,,,,,,,,,
Piso en El Álamo,INMOBILIARIA LA DOCTORA,2.333 €/m²,119.000 €,51 m²,https://www.pisos.com/comprar/piso-el_alamo_centro_urbano-49245544068_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,51 m²,42 m²,2,1,Entre 10 y 20 años,A reformar,,SA155-NAV4703,1,,,Eléctrica,,,,,,,,,,,2ª,,,N/A,,,,,,,,,,,,,,,,,,,,,
Chalet en Navalcarnero,INMOBILIARIA LA DOCTORA,Error al procesar precio m²,A consultar,371 m²,https://www.pisos.com/comprar/chalet-navalcarnero_centro_urbano-51688906966_100500/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,371 m²,261 m²,3,2,Entre 30 y 50 años,A reformar,,SA155-NAV4688,1,,,Gasoil,,,Privado,Propia,,,,,,,,,,,,994 m²,,,,,,,,,,,,,,,,,,,
Chalet en Pelayos de La Presa,INMOBILIARIA LA DOCTORA,Error al procesar precio m²,A consultar,418 m²,https://www.pisos.com/comprar/chalet-pelayos_de_la_presa_centro_urbano-50877228177_100500/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,418 m²,290 m²,4,2,Más de 50 años,En buen estado,,SA155-NAV4715,,,,,,,,,,,,,,,,,,,,1.113 m²,,,,,,,,,,,,,,,,,,,
"Casa en Camino Sacedón, nº .",Housfy real Estate,1.344 €/m²,299.900 €,223 m²,https://www.pisos.com/comprar/casa-brunete_centro_urbano-49239279661_109300/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,223 m²,223 m²,3,1,,,,EP442-826355,,,,N/A,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Buenavista Sector I-6,  S/N",GESBRO,2.370 €/m²,260.700 €,110 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-4807438335_109700/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,110 m²,,3,2,,A estrenar,,4525023-21430467,,,,,N/A,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Dúplex en calle de Cabo San Vicente, 14",Agencia no disponible,2.216 €/m²,399.000 €,180 m²,https://www.pisos.com/comprar/duplex-valderas_los_castillos_parque_lisboa28924-48349775597_109800/,Anuncio actualizado el 20/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,180 m²,,5,2,Entre 30 y 50 años,En buen estado,Más de 100 €,21509108,,Gres,Frío y calor,Gas natural,,N/A,,,,N/A,N/A,N/A,,Sur,9ª,N/A,Aluminio,N/A,N/A,,,,,N/A,,,,,N/A,,N/A,,,,,,,,
Piso en Travesía Alta de Perchuela,Aliseda Inmobiliaria,1.382 €/m²,70.500 €,51 m²,https://www.pisos.com/comprar/piso-villamantilla_centro_urbano-41707028188_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,51 m²,,1,1,,,,AN1-ANT00035706714,,,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
"Dúplex en calle de Juan Ramón Jiménez, 12",Agencia no disponible,2.311 €/m²,520.000 €,225 m²,https://www.pisos.com/comprar/duplex-las_retamas_prado_santo_domingo_ensanche_sur28922-50892536738_109800/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,225 m²,,4,3,Entre 20 y 30 años,En buen estado,Más de 100 €,21739226,,,Frío y calor,Central,1,,Comunitario,Comunitaria,,,,,N/A,Sureste,Bajo,N/A,,,N/A,,,,,,N/A,,,,N/A,,,,,,,,,,
Piso en Travesía Alta de Perchuela,Aliseda Inmobiliaria,1.362 €/m²,69.500 €,51 m²,https://www.pisos.com/comprar/piso-villamantilla_centro_urbano-41755300844_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,51 m²,,1,1,,,,AN1-ANT00035706715,,,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Chalet en Brunete,INMOBILIARIA GARAY,1.676 €/m²,580.000 €,346 m²,https://www.pisos.com/comprar/chalet-brunete_centro_urbano-50076514355_102200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,346 m²,,4,4,Entre 20 y 30 años,,,IN278-105145,,,N/A,N/A,,,,,,,,,,Este|oeste,,,,,,,Si_sin_detallar,,,,,,,,,,,,,,,,,,
Piso en calle Clescuelas 42,HIPOGES IBERIA,2.428 €/m²,119.000 €,49 m²,https://www.pisos.com/comprar/piso-el_alamo_centro_urbano-50020337522_100700/,Anuncio actualizado el 01/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,49 m²,49 m²,,,,,,GTRE-02256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Paseo de la Paz, nº .",Housfy real Estate,1.385 €/m²,395.000 €,285 m²,https://www.pisos.com/comprar/casa-pelayos_de_la_presa_centro_urbano-47589412776_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,285 m²,248 m²,7,3,,,,EP442-811550,,,,N/A,N/A,N/A,,N/A,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en calle de Benito Pérez Galdós,HIPOGES IBERIA,1.237 €/m²,177.000 €,143 m²,https://www.pisos.com/comprar/piso-villanueva_de_perales_centro_urbano-50050310933_100700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,143 m²,143 m²,,,Entre 20 y 30 años,,,REMO-00538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de los Lirios,Aliseda Inmobiliaria,2.659 €/m²,250.000 €,94 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28925-49236682832_105900/,Anuncio actualizado el 13/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,94 m²,,,,,,,AN1-ANT00030677659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento en Avenida de los Pinos, 44",Agencia no disponible,8.923 €/m²,580.000 €,65 m²,https://www.pisos.com/comprar/apartamento-san_martin_de_valdeiglesias_centro_urbano-50920092055_109800/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,65 m²,62 m²,2,1,Entre 20 y 30 años,Reformado,N/A,21709991,,,Frío y calor,Central,,N/A,,Comunitaria,,,N/A,,N/A,,1ª,N/A,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
Casa adosada en calle de Santa María,Aliseda Inmobiliaria,821 €/m²,157.000 €,191 m²,https://www.pisos.com/comprar/casa_adosada-pelayos_de_la_presa_centro_urbano-41704209600_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,191 m²,,,,,,,AN1-ANT00030668466,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Villanueva de Perales,CMS INMOBILIARIA.,677 €/m²,351.442 €,519 m²,https://www.pisos.com/comprar/piso-villanueva_de_perales_centro_urbano-50073185386_108900/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,519 m²,,,,,,,XA282-8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle Murillo,CAPITAL HOME NAVALCARNERO,3.294 €/m²,279.990 €,85 m²,https://www.pisos.com/comprar/duplex-brunete_centro_urbano-51671675987_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,85 m²,,2,2,Entre 20 y 30 años,,,IF76877-murillo,1,,,Central,1,N/A,,Comunitaria,,,N/A,N/A,N/A,,1ª,,,,,,,,,,,,,,N/A,,,,,,,,,,
Chalet adosado en Paseo Arroyo 34 Comunidad,HOGARES ARROYOMOLINOS,2.338 €/m²,399.900 €,171 m²,https://www.pisos.com/comprar/chalet_adosado-coimbra_guadarrama-51761327016_525651/,Anuncio actualizado el 20/02/2025,"E, E","E, E",madrid_suroeste,171 m²,171 m²,4,3,Entre 20 y 30 años,En buen estado,,"4525651-Paseo del Arroyo, 34",Más de 2,,,,1,N/A,,Propia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle San Andrés. Esq C/ Labrador,  S/N",GESBRO,1.840 €/m²,215.304 €,117 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-4833556862_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,117 m²,,3,2,,A estrenar,,4525023-21493168,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Buenavista Sector I-6,  S/N",GESBRO,1.345 €/m²,316.100 €,235 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-5199222557_109700/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,235 m²,,4,2,,A estrenar,,4525023-0,,,,,N/A,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle de Somosierra,  s/n",BROSH,1.876 €/m²,431.600 €,230 m²,https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-4462058570_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,230 m²,,4,3,,A estrenar,,4525022-0,,,,,N/A,N/A,Privado,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle de Somosierra,  s/n",BROSH,1.876 €/m²,431.600 €,230 m²,https://www.pisos.com/comprar/casa_adosada-navalcarnero_centro_urbano-4450054920_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,230 m²,,4,3,,A estrenar,,4525022-0,,,,,N/A,N/A,Privado,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Avenida de los Pinos, 14",Agencia no disponible,1.457 €/m²,373.000 €,256 m²,https://www.pisos.com/comprar/chalet_unifamiliar-san_martin_de_valdeiglesias_centro_urbano-945856909814583_109800/,Anuncio actualizado el 14/01/2025,"E, A","E, A",madrid_suroeste,256 m²,255 m²,3,3,Entre 5 y 10 años,A estrenar,N/A,16746579,Más de 2,Gres,Frío y calor,Central,2,N/A,,Propia,,N/A,N/A,N/A,,3.010,,,Aluminio,,,1.214 m²,,N/A,,,N/A,N/A,,,N/A,,,N/A,N/A,N/A,,,,,
"Chalet unifamiliar en Avenida de los Pinos, 10",Agencia no disponible,299 €/m²,397.000 €,1.326 m²,https://www.pisos.com/comprar/chalet_unifamiliar-urbanizacion_costa_madrid-945856909908526_109800/,Anuncio actualizado el 14/01/2025,"E, E","E, E",madrid_suroeste,1.326 m²,255 m²,3,3,Entre 5 y 10 años,A estrenar,,18072423,Más de 2,Gres,Frío y calor,Gas natural,Más de 2,N/A,Propio,Propia,,N/A,N/A,N/A,N/A,3.010,,,Aluminio,,,1.326 m²,N/A,N/A,N/A,,N/A,Available,,Otra compañía,N/A,,,N/A,Available,N/A,,Available,,,Iberdrola
"Casa adosada en calle de María Moliner, 44",HIJES GRUPO INMOBILIARIO,2.701 €/m²,589.000 €,218 m²,https://www.pisos.com/comprar/casa_adosada-mostoles_oeste28935-4594889254_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,218 m²,,3,3,,A estrenar,,4994518-21305849,Más de 2,,,,N/A,N/A,Privado,,Adosada,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet unifamiliar en Avenida de los Pinos, 10",Agencia no disponible,299 €/m²,397.000 €,1.326 m²,https://www.pisos.com/comprar/chalet_unifamiliar-urbanizacion_costa_madrid-945856909818870_109800/,Anuncio actualizado el 14/01/2025,"E, E","E, E",madrid_suroeste,1.326 m²,255 m²,3,3,Entre 5 y 10 años,En buen estado,,16805321,Más de 2,Gres,Frío y calor,Gas natural,Más de 2,N/A,Propio,Propia,,N/A,N/A,N/A,N/A,3.010,,,Aluminio,,,1.326 m²,N/A,N/A,N/A,,N/A,Available,,Otra compañía,N/A,,,N/A,Available,N/A,,Available,,,Iberdrola
