nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Garaje,Puerta blindada,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Tipo de casa,Trastero,Planta,Exterior,Gastos de comunidad,Amueblado,Ascensor,Gas,Portero automático,Sistema de seguridad,Lavadero,Calle asfaltada,Teléfono,Chimenea,Soleado,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Agua,Interior,Balcón,Luz,No se aceptan mascotas
Piso en Naranjo-La Serna,Estudio Nuevo La Serna Sl,3.520 €/m²,257.000 €,73 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28941-51731457672_100200/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,73 m²,,,3,1,Entre 30 y 50 años,En buen estado,TC849-609727,,,Gres,,,,N/A,N/A,,,,N/A,,Comunitaria,,,,,,2ª,,,,N/A,,,,,,,,,,,,,,,
Casa en La Alhóndiga,REDPISO,2.850 €/m²,173.900 €,61 m²,https://www.pisos.com/comprar/casa-la_alhondiga28904-51726268067_510357/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,61 m²,49 m²,,2,1,Más de 50 años,En buen estado,4510357-ALHPD,,,Terrazo,,Aluminio,Frío y calor,Gas natural,,,,,N/A,,,Sur,,,,,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,
Casa unifamiliar en calle de Carlos V,Estudio Nuevo San Martin De La Vega Slu,1.270 €/m²,199.500 €,157 m²,https://www.pisos.com/comprar/casa_unifamiliar-san_martin_de_la_vega_centro_urbano-50024829723_100200/,Anuncio actualizado el 03/02/2025,"G, G","G, G",madrid_sur,157 m²,,,3,2,Más de 50 años,En buen estado,TC836-604206,,,,,,,,,,,,,,,,,,Unifamiliar,,,,,,,,,N/A,,,,,,,,,,,,
Piso en calle de San Valentín,Hogar Ideal Inmobiliaria,2.665 €/m²,159.900 €,60 m²,https://www.pisos.com/comprar/piso-leganes_la_fortuna28917-50855758609_522651/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,60 m²,50 m²,,3,1,Más de 50 años,En buen estado,4522651-000116,,N/A,Tarima flotante,N/A,Aluminio,Frío y calor,Eléctrica,N/A,N/A,,N/A,N/A,,,Este,,,,,1ª,N/A,Entre 40 y 60 €,,,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,,,,
Chalet pareado en calle de La Gran Muralla,FINCAS CIMA..,1.552 €/m²,267.000 €,172 m²,https://www.pisos.com/comprar/chalet_pareado-la_montana_cortijo_de_san_isidro28300-48337419497_524750/,Anuncio actualizado el 09/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,172 m²,151 m²,,4,3,Entre 10 y 20 años,En buen estado,4524750-U3135,2,,Gres,,,Frío y calor,,,,1,N/A,,Privado,Comunitaria,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Leganés,Gilmar Madrid Río,1.840 €/m²,659.000 €,358 m²,https://www.pisos.com/comprar/piso-leganes_centro28911-51738080069_102100/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,358 m²,,,7,3,,,GM7-203933,,,,,,,,,,,,20,N/A,,,,,,N/A,,Exterior,,,,,,,,,,,,,,,,,,
Piso en calle de Núñez de Balboa,Aliseda Inmobiliaria,1.921 €/m²,98.000 €,51 m²,https://www.pisos.com/comprar/piso-las_margaritas_universidad28902-40045156699_107000/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,51 m²,,,2,1,,,AS1-CAN0000185386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,"ESTUDIO POLVORANCA, S.L.",2.412 €/m²,171.260 €,71 m²,https://www.pisos.com/comprar/piso-leganes_centro28911-50054320697_100200/,Anuncio actualizado el 12/02/2025,"E, E","E, E",madrid_sur,71 m²,,,3,1,Más de 50 años,En buen estado,TC462-604426,,,Gres,,,,,,,,,,,,,,,,,,,Más de 100 €,,N/A,,,,,,,,,,,,,,,
Piso en Centro,CASALIA.,1.882 €/m²,159.990 €,85 m²,https://www.pisos.com/comprar/piso-parla_centro28982-51761075158_524396/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,85 m²,80 m²,,3,1,Más de 50 años,En buen estado,4524396-027301,,,,,,,,,,,,N/A,,,,,,,,1ª,N/A,Entre 40 y 60 €,,,,,,,,,,,,,,,,,
Casa adosada en calle de Lilí Álvarez,EMPIRE REAL ESTATE PROPERTIES,1.847 €/m²,424.999 €,230 m²,https://www.pisos.com/comprar/casa_adosada-valdemoro_hospital28342-48411944913_100500/,Anuncio actualizado el 09/10/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,230 m²,220 m²,,4,3,Entre 10 y 20 años,En buen estado,SA3932-MA-2584,1,,Tarima flotante,N/A,,Frío,Gas natural,Cocina amueblada,,1,,,,Propia,Sureste,,,Adosada,N/A,,,Entre 40 y 60 €,,,,,N/A,,,,,,N/A,,,,,,
Piso en San Nicasio-Campo de Tiro-Solagua,"ESTUDIO RIO DUERO, S.L.",3.171 €/m²,222.000 €,70 m²,https://www.pisos.com/comprar/piso-san_nicasio_campo_de_tiro_solagua28913-50859496828_100200/,Anuncio actualizado el 19/02/2025,"E, E","E, E",madrid_sur,70 m²,,,2,2,Entre 10 y 20 años,En buen estado,TC143-607311,,,,,,,,,,,,N/A,,,,,,,,3ª,,,,N/A,,,,,,,,,,,,,,,
Piso en calle de Hernán Cortés,Estudio Nuevo San Martin De La Vega Slu,1.990 €/m²,205.000 €,103 m²,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-48417172540_100200/,Anuncio actualizado el 03/02/2025,"E, E","E, E",madrid_sur,103 m²,,,3,2,Entre 30 y 50 años,En buen estado,TC836-599840,,,,,,N/A,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Fuentebella,"CONSULTING INMOBILIARIO PARLA SUR 2004, S.L.U.",2.112 €/m²,169.000 €,80 m²,https://www.pisos.com/comprar/piso-parla_fuentebella-50905127253_100200/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,80 m²,,,3,1,Entre 30 y 50 años,En buen estado,TC134-603959,,,Gres,,,N/A,Central,,,,,,,N/A,,,,,,2ª,,,,,,N/A,,,,,,,,,,,,,
Piso en calle de la Almanzora,ATICONFORT GESTIÓN INMOBILIARIA,3.333 €/m²,220.000 €,66 m²,https://www.pisos.com/comprar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-50088717613_101800/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,66 m²,,,2,1,Menos de 5 años,,IF6664-5771,1,,,,,,Central,,,,N/A,N/A,,,,,,,N/A,3ª,,,,N/A,,,,,,,,,,,,,,,
Piso en Naranjo-La Serna,TECNOCASA FUENLABRADA,2.350 €/m²,228.000 €,97 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28942-49174998274_100200/,Anuncio actualizado el 13/02/2025,"E, D","E, D",madrid_sur,97 m²,,,3,2,Entre 30 y 50 años,En buen estado,TC46-602147,,,,,,,N/A,,,,,,Comunitario,Comunitaria,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en calle de Claudio Coello,MB Gestión Inmobiliaria -Madrid,3.020 €/m²,286.900 €,95 m²,https://www.pisos.com/comprar/piso-calle_pinto_san_roque-47505557609_100500/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,95 m²,,,3,2,Entre 10 y 20 años,En buen estado,SA200-R-1994,1,,Gres,N/A,,Frío,N/A,Cocina amueblada,,,N/A,N/A,,Propia,,,,,,,N/A,Entre 80 y 100 €,,N/A,,,,,,,,N/A,N/A,,,,,,
Piso en Avenida de España,BOAZ INMOBILIARIA,2.783 €/m²,439.800 €,158 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28941-51689140814_520514/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,158 m²,158 m²,,4,2,Entre 30 y 50 años,Reformado,4520514-103136077,Más de 2,,Parquet,,,Por conductos,Gas natural,Totalmente amueblada,,1,,N/A,,Comunitaria,Noreste,,,,N/A,4ª,N/A,Entre 80 y 100 €,,N/A,,,,,,,,N/A,,,,,,,
Piso en calle Centro Aranjuez,AL ANDALUS PROPERTIES,2.575 €/m²,170.000 €,66 m²,https://www.pisos.com/comprar/piso-aranjuez_centro-51716902228_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,66 m²,,,2,1,,Reformado,EP953-3856,,,,,,Frío y calor,Eléctrica,N/A,,,,,,,Sur,,,,N/A,,N/A,,N/A,N/A,,,,,,,,,,,N/A,,,,
Piso en calle de Las Navas,BOAZ INMOBILIARIA,3.252 €/m²,217.900 €,67 m²,https://www.pisos.com/comprar/piso-centro_arroyo_la_fuente28944-48429753452_520514/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,67 m²,67 m²,,1,1,Menos de 5 años,A estrenar,520514-103136065,2,,,,Aluminio lacado,,Aerotermia,Amueblada,N/A,,N/A,,,,,,,,,1ª,,,,N/A,,,,,,,,,,,,,,,
