nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Calefacción,Garaje,Orientación,Superficie solar,Tipo de casa,Agua,Comedor,Terraza,Conservación,Aire acondicionado,Cocina equipada,Jardín,Trastero,Piscina,Vidrios dobles,Chimenea,Sistema de seguridad,Puerta blindada,Balcón,Urbanizado,Lavadero,Teléfono,Exterior,Interior,Calle alumbrada,Calle asfaltada,Ascensor,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Soleado,Carpintería exterior,Carpintería interior,Portero automático,Gas
Piso en Ensanche,Huspy,6.597 €/m²,950.000 €,144 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_ensanche28100-51696759543_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,144 m²,,2,2,,,,AG662-6903c011-c8ef-4119-b1a7-43211b98b6f5,,N/A,,Eléctrica,,Sur,,,,,,,N/A,,,,Comunitaria,,,,,,,,,,,,,N/A,,,,,,,
"Ático en calle de Bulgaria,  s/n","PREMIER ESPAÑA, S.A.",2.999 €/m²,854.900 €,285 m²,28903,https://www.pisos.com/comprar/atico-nuevo_tres_cantos-4967011312_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,285 m²,,4,3,,,,4991481-21547027,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Chalet adosado en Avenida de Madrid,HM INMOBILIARIA,1.489 €/m²,210.000 €,141 m²,28107,https://www.pisos.com/comprar/chalet_adosado-patones_centro_urbano-50924972898_528352/,2025-02-05,"E, E","E, E",141 m²,130 m²,3,3,,Entre 10 y 20 años,,4528352-8362,,N/A,Terrazo,Eléctrica,1,,,,,Con salida a patio trasero,N/A,En buen estado,,Vacia,Privado,,,,,Alarma,N/A,,,N/A,,,,,,,,,,,,,
"Chalet en calle de Miguel Hernández, 5",Urbanización Parque Miraflores,1.440 €/m²,350.000 €,243 m²,28085,https://www.pisos.com/comprar/chalet-miraflores_de_la_sierra_centro_urbano-8750592571_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,243 m²,,3,3,,,,4517258-13335566,,,,,N/A,,,,,,N/A,A estrenar,,N/A,Privado,,,,,,,,,,,,,,,,,,,,,,
Chalet adosado en Avenida de Madrid,OIH INMOBILIARIA,1.489 €/m²,210.000 €,141 m²,28107,https://www.pisos.com/comprar/chalet_adosado-patones_centro_urbano-50891849115_991741/,2025-01-07,"E, E","E, E",141 m²,141 m²,3,3,,Entre 10 y 20 años,,4991741-11440,,Más de 2,Gres,,1,,,,,N/A,N/A,En buen estado,,N/A,Privado,,,,,N/A,,,N/A,N/A,,,,N/A,N/A,,,N/A,,Aluminio,N/A,,
"Loft en Avenida Camino de Lo Cortao, nº 13",QUALITY PLUS,2.919 €/m²,189.750 €,65 m²,28134,https://www.pisos.com/comprar/loft-ciudalcampo_fuente_del_fresno28703-41727050154_517153/,2024-07-24,"A, A","A, A",65 m²,46 m²,2,1,1ª,Menos de 5 años,,4517153-Camino 1-17,,Más de 2,Tarima flotante,Suelo radiante,1,,,,,,,A estrenar,Suelo refrescante,Amueblada,Comunitario,,Comunitaria,,,N/A,,,,,,N/A,,,,N/A,N/A,,,PVC,,N/A,
"Casa en calle del Alto Mogote, 33",CRUZ & ASOCIADOS,4.485 €/m²,785.000 €,175 m²,28045,https://www.pisos.com/comprar/casa-los_arcos_el_viviero-51761822624_501223/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,175 m²,131 m²,4,3,,,,4501223-000541,,Más de 2,Gres,Aerotermia,1,,377 m²,,,,N/A,A estrenar,,Amueblada,Privado,,Propia,,,,Puerta seguridad lacada,,,,,,,,,,,,,Aluminio,,,N/A
"Piso en calle de Manuel Mateo López, 6",QUALITY PLUS,3.410 €/m²,191.000 €,56 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-45923404761_517153/,2024-07-24,Error al procesar consumo,Error al procesar emisiones,56 m²,35 m²,1,1,1ª,Menos de 5 años,,4517153-1B MML,,2,Tarima flotante,Aerotermia - suelo radiante,,,,,,,,A estrenar,Aerotermia - suelo refrescante,,,,,,,,N/A,,,,,N/A,,,,,,,,PVC,,,
Chalet en Centro,AGENCIA CONTACASA ASESORES,1.910 €/m²,363.000 €,190 m²,28067,https://www.pisos.com/comprar/chalet-guadalix_de_la_sierra_centro_urbano-50065493421_103800/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,190 m²,,4,3,,,Entre 60 y 80 €,INB35-1387-Mgs2898,,N/A,Gres,Gasoil,,,263 m²,,,,N/A,En buen estado,Frío y calor,N/A,,N/A,Comunitaria,,,,,,,,,,,,,,,,,,,,
Chalet adosado en Avenida de Madrid,Proisa Inmobiliaria SL,1.707 €/m²,210.000 €,123 m²,28107,https://www.pisos.com/comprar/chalet_adosado-patones_centro_urbano-50904468215_998861/,2025-02-19,"E, E","E, E",123 m²,105 m²,3,3,,Entre 20 y 30 años,,4998861-007288,,Más de 2,Gres,Gas natural,1,Sureste,,,,,Balcón,En buen estado,,,Privado,,,N/A,,,N/A,,N/A,,,,,N/A,N/A,,,,,Aluminio,,,
"Piso en calle de Bulgaria,  s/n","PREMIER ESPAÑA, S.A.",2.516 €/m²,759.900 €,302 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-4946850645_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,302 m²,,4,2,,,,4991481-21604042,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Avenida de Colmenar Viejo,ALTAZAGA Real Estate,3.333 €/m²,310.000 €,93 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-50098444852_100500/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,93 m²,,3,2,Bajo,,,SA5723-106476853/12214,,,,Central,,Este,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en calle de Lanzarote,CITY MADRID,3.250 €/m²,390.000 €,120 m²,28134,https://www.pisos.com/comprar/piso-dehesa_vieja_puente_cultural-34200950621_990775/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,120 m²,90 m²,2,2,Bajo,Menos de 5 años,Entre 60 y 80 €,4990775-LL05679,Se puede quedar prácticamente amueblado,Más de 2,Tarima flotante,Bomba de calor,1,Este,,,,,,En buen estado,Frío y calor,Independiente amueblada,,N/A,,Climalit,,,,,,,,Super luminoso,,,,Acceso al garaje,N/A,,N/A,Aluminio,Lacadas en blanco,N/A,
Piso en San Sebastian de los Reyes,Alfa Acacias,2.614 €/m²,217.000 €,83 m²,28134,https://www.pisos.com/comprar/piso-ciudalcampo_fuente_del_fresno28703-45886058975_101000/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,83 m²,,1,1,,,,AF15-1725/859,,,,,,,,,,,,,Frío,,,,N/A,,,,,,,,,N/A,,,,N/A,,,,,,,
Chalet en calle Bélgica,CONSULTING INMOBILIARIO C Y H,1.406 €/m²,498.000 €,354 m²,28164,https://www.pisos.com/comprar/chalet-valdetorres_de_jarama_centro_urbano-48373008488_106700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,354 m²,340 m²,3,5,,,,IFC76289-04297,,,,,,,501 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Molar,Estudio Pueblos Del Norte Sl,1.791 €/m²,120.000 €,67 m²,28086,https://www.pisos.com/comprar/piso-el_molar_el_molar-51755822332_100200/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,67 m²,,2,1,,Entre 20 y 30 años,,TC1208-608811,,,,N/A,,,,,,,,A reformar,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Montecillo,AGENCIA CONTACASA ASESORES,1.268 €/m²,368.000 €,290 m²,28029,https://www.pisos.com/comprar/chalet-cabanillas_de_la_sierra_centro_urbano-40841686435_103800/,2025-02-12,"C, C","C, C",290 m²,,4,3,,Entre 20 y 30 años,,INB35-1286-mcs2803,N/A,N/A,Gres,Eléctrica,,,500 m²,,,,N/A,En buen estado,Frío y calor,,,N/A,Propia,,,,,,,,,,,,,,N/A,,,,,,
Piso en El Molar,Estudio Pueblos Del Norte Sl,2.378 €/m²,195.000 €,82 m²,28086,https://www.pisos.com/comprar/piso-el_molar_el_molar-51675185101_100200/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,82 m²,,2,1,,Entre 20 y 30 años,,TC1208-608710,,,,N/A,,,,,,,,Reformado,N/A,N/A,,,Comunitaria,,,,,,,,,,,,,N/A,,,,,,N/A,
Piso en Centro,"CONSULTING ALCOBENDAS, S.L.U.",3.630 €/m²,265.000 €,73 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28100-51746993646_100200/,2025-02-08,"D, E","D, E",73 m²,,2,2,,Entre 30 y 50 años,,TC23-608177,,,Parquet,,,,,,,,N/A,Reformado,N/A,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Junto Avda. de España,CITY MADRID,2.214 €/m²,155.000 €,70 m²,28006,https://www.pisos.com/comprar/casa-alcobendas_centro-40912997035_990775/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,70 m²,60 m²,4,1,,Más de 50 años,,4990775-012678,,,,,,Sur,,,,N/A,,A reformar,,N/A,,,,,,,,,,,,,,N/A,,,N/A,,,Aluminio,,,
Chalet en Ciudad Santo Domingo,VISTA HOMES,3.305 €/m²,1.190.000 €,360 m²,28009,https://www.pisos.com/comprar/chalet-ciudad_santo_domingo-49253849489_522706/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,360 m²,288 m²,4,3,,Entre 20 y 30 años,,4522706-VIS-364,,Más de 2,Barro cocido,Gas natural,1,Sur,1.756 m²,,,N/A,N/A,En buen estado,Frío,N/A,Privado,,Propia,,N/A,,,,N/A,N/A,,,,N/A,N/A,,,,,,,,
Piso en Santa Bárbara-La Zaporra,"ESTUDIO INMOBILIARIO S.S. REYES, S.L.",3.818 €/m²,420.000 €,110 m²,28134,https://www.pisos.com/comprar/piso-santa_barbara_la_zaporra-50050949546_100200/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,110 m²,,4,2,1ª,Entre 30 y 50 años,,TC671-601895,,,,Central,1,,,,,,N/A,A reformar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Chalet en calle Ds Cr Guadalix,VOHOME SANTA EUGENIA,1.474 €/m²,289.000 €,196 m²,28108,https://www.pisos.com/comprar/chalet-pedrezuela_centro_urbano-51690015496_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,196 m²,,3,2,,Más de 50 años,,SA5087-1301825,,,,,1,,700 m²,,,,,En buen estado,,Cocina amueblada,Privado,,,,,,,,,,,,,,,,,,,,,,
"Chalet en Avenida de Miraflores de la Sierra, 2",BROSH,2.240 €/m²,475.000 €,212 m²,28085,https://www.pisos.com/comprar/chalet-miraflores_de_la_sierra_centro_urbano-5115339221_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,212 m²,,4,3,,,,4525022-21694373,,,,,N/A,,,,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Casco Antiguo,"ESTUDIO INMOBILIARIO MONUMENTO A LOS TOROS, S.L",2.763 €/m²,315.000 €,114 m²,28134,https://www.pisos.com/comprar/casa_unifamiliar-san_sebastian_de_los_reyes_casco_antiguo28701-47524208775_100200/,2025-01-28,"E, E","E, E",114 m²,,4,2,,Más de 50 años,,TC657-593096,,,Gres,,,,,Unifamiliar,,,N/A,Reformado,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle de Madrid,VISTA HOMES,2.866 €/m²,215.000 €,75 m²,28059,https://www.pisos.com/comprar/duplex-fuente_el_saz_de_jarama_centro_urbano-50848870077_522706/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,75 m²,65 m²,2,2,1ª,Entre 30 y 50 años,Entre 20 y 40 €,4522706-VIS-373,,2,Tarima flotante,Gas natural,1,,,,,,,En buen estado,Frío,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,
Chalet en Los Arroyos,CORNEJO INMUEBLES,2.612 €/m²,640.000 €,245 m²,28134,https://www.pisos.com/comprar/chalet-arroyos_y_tempranales28701-43430175284_103800/,2024-12-16,Error al procesar consumo,Error al procesar emisiones,245 m²,220 m²,5,2,,,Más de 100 €,INB625-1468-MC580,,N/A,,Gas natural,2,,,,,,N/A,Reformado,Frío y calor,N/A,N/A,N/A,Comunitaria,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida de los Montes,  s/n",GETSA,3.676 €/m²,717.000 €,195 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-2983831155_109700/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,195 m²,,4,3,Bajo,,,4993631-19397996,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Casa en Plaza del Cardenal Cisneros,PORTAL 10 SOLUCIONES INMOBILIARIAS,1.483 €/m²,445.000 €,300 m²,28151,https://www.pisos.com/comprar/casa-torrelaguna_centro_urbano-49217558305_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,300 m²,280 m²,8,7,,Entre 20 y 30 años,,SA5582-201124-LRC-RURAL/11764,,,,N/A,,Noroeste,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Manuel Mateo López, 6",QUALITY PLUS,3.410 €/m²,191.000 €,56 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-2050388479_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,56 m²,,1,1,1ª,,,4517153-18379062,,,,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Casco Antiguo,"ESTUDIO INMOBILIARIO S.S. REYES, S.L.",2.811 €/m²,329.000 €,117 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-48350407903_100200/,2024-11-04,Error al procesar consumo,Error al procesar emisiones,117 m²,,3,2,1ª,Entre 30 y 50 años,,TC671-596000,,,Parquet,Central,1,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Santa Teresa,Estudio Inmobiliario Colmenar Norte Sl,1.973 €/m²,590.000 €,299 m²,28045,https://www.pisos.com/comprar/casa_adosada-colmenar_viejo_santa_teresa-51726401141_100200/,2025-02-11,"E, E","E, E",299 m²,,5,2,,Entre 20 y 30 años,,TC903-608211,,,,N/A,2,,,Adosada,,,N/A,En buen estado,N/A,,Comunitario,,Comunitaria,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Fuente Santa,Estudio Inmobiliario Colmenar Norte Sl,5.357 €/m²,750.000 €,140 m²,28045,https://www.pisos.com/comprar/casa_unifamiliar-colmenar_viejo_fuente_santa-50899233387_100200/,2025-02-14,"E, E","E, E",140 m²,,4,2,,Más de 50 años,,TC903-608072,,,,,1,,,Unifamiliar,,,N/A,En buen estado,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Piso en Casco Antiguo,"ESTUDIO INMOBILIARIO MONUMENTO A LOS TOROS, S.L",3.507 €/m²,235.000 €,67 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-51667788153_100200/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,67 m²,,,2,4ª,Más de 50 años,,TC657-608421,,,,N/A,,,,,,,,En buen estado,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Casco Antiguo Alalpardo,PORTAL 10 SOLUCIONES INMOBILIARIAS,3.076 €/m²,240.000 €,78 m²,28162,https://www.pisos.com/comprar/piso-valdeolmos-51763712306_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,78 m²,,2,1,Bajo,Entre 20 y 30 años,,SA5582-03022025-MARIA/11764,,1,,Gas natural,1,,,,,N/A,,,N/A,,N/A,,Comunitaria,,,,,N/A,,,,,,,,N/A,,,,,,,
"Piso en calle calle Blas de Lezo,  S/N",Centro Comercial Inmobiliario10,2.647 €/m²,360.000 €,136 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_santa_teresa-4545414522_109700/,2025-02-14,"A, A","A, A",136 m²,,3,,2ª,,,IF4098-CCI-022-000049366,,,,,N/A,,,,,,N/A,A estrenar,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Buitrago de Lozoya,Sierranorte2010,548 €/m²,215.000 €,392 m²,28027,https://www.pisos.com/comprar/casa-buitrago_de_lozoya-25053762402_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,392 m²,,,,,,,996287-BUITRAGO_DCTC,,,,,,,,,,,,A reformar,,,,,,,,,,,N/A,,,,,N/A,N/A,,,,,,,,
Chalet en El Berrueco,Sierranorte2010,978 €/m²,320.000 €,327 m²,28021,https://www.pisos.com/comprar/chalet-el_berrueco_centro_urbano-49209797122_996287/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,327 m²,327 m²,4,3,,,,996287-000191,N/A,2,Gres,Gasoil,2,Este,1.004 m²,,,,N/A,En buen estado,,Independiente,,,Propia,,N/A,,,,,,,,,,,,,,,Aluminio,,,
Chalet adosado en Guadalix de La Sierra,INMO III,1.800 €/m²,360.000 €,200 m²,28067,https://www.pisos.com/comprar/chalet_adosado-guadalix_de_la_sierra_centro_urbano-51688585322_992282/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,200 m²,200 m²,4,2,,,,4992282-R- 4997,,,Gres,Gasoil,,,,,,,N/A,En buen estado,Frío y calor,,Privado,,Comunitaria,,N/A,,,,N/A,,,,,N/A,,,,N/A,,,,,
Finca rústica en calle Poligono 8...........................Parcelas,ATIKA - El Molar,2 €/m²,465.000 €,212.956 m²,28168,https://www.pisos.com/comprar/finca_rustica-el_vellon_centro_urbano-92583244229_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,212.956 m²,,,,,,,1976-2362,,,,,,,212.956 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle calle Blas de Lezo,  S/N",Centro Comercial Inmobiliario10,2.662 €/m²,394.000 €,148 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_santa_teresa-4560609649_109700/,2025-02-14,"A, A","A, A",148 m²,,4,,1ª,,,IF4098-CCI-022-000049366,,,,,N/A,,,,,,N/A,A estrenar,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
"Finca rústica en Polígono Poligono 3 Parcela 328, nº 3",ATIKA - El Molar,Error al procesar precio m²,A consultar,7.264 m²,28168,https://www.pisos.com/comprar/finca_rustica-el_vellon_centro_urbano-46758172450_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,7.264 m²,,,,,,,1976-2513,,,,,,,7.264 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,N/A,,,,,,,,
"Ático en calle del Marqués de la Valdavia, 95",HOGARES VILLANUEVA DEL PARDILLO,5.396 €/m²,814.900 €,151 m²,28006,https://www.pisos.com/comprar/atico-valdelasfuentes_norte28100-51684730605_101800/,2025-02-11,"E, E","E, E",151 m²,,3,2,4ª,Entre 10 y 20 años,,IF77018-HOGARESALCOBENDAS,,1,,Central,1,,,,,,N/A,,,N/A,,N/A,Comunitaria,,,N/A,N/A,,,N/A,,,,,,N/A,,,,,,,
"Chalet en calle de los Almajanes, 16",NOOW URBAN,1.287 €/m²,340.000 €,264 m²,28169,https://www.pisos.com/comprar/chalet-venturada_centro_urbano-50902983931_526198/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,264 m²,190 m²,4,2,,Entre 30 y 50 años,,4526198-000046,,Más de 2,,Central,Más de 2,,,,,,,En buen estado,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,
Chalet en Avenida del Pilar,JLC CONSTRUCCIONES,3.317 €/m²,368.245 €,111 m²,28059,https://www.pisos.com/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-40049532189_100500/,2025-01-07,Error al procesar consumo,Error al procesar emisiones,111 m²,,3,2,,,,SA4724-727/10378,,1,,,1,,373 m²,,N/A,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,ASTONDO REAL ESTATE,2.923 €/m²,2.850.000 €,975 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-28402337946_109300/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,975 m²,,5,7,,,Más de 100 €,EP740-2997,,,,,1,Sur,,,N/A,,,En buen estado,,N/A,,,Propia,,De gas,N/A,N/A,,,,,,,,,N/A,,,,,,,
"Chalet en calle de Juan Miró, 3",Mabenal Home,2.872 €/m²,540.000 €,188 m²,28082,https://www.pisos.com/comprar/chalet-manzanares_el_real_centro_urbano-49235547569_524973/,2025-02-18,"E, E","E, E",188 m²,188 m²,6,5,,Entre 30 y 50 años,,4524973-000008,,Más de 2,Gres,Gasoil,,Sur,995 m²,,,Tres comedores independ. Uno en cada vivienda.,"Una terraza con mirador, la otra cerrada.",En buen estado,,"Tres cocinas independientes, una en cada vivienda.",Privado,,,N/A,Dos chimeneas francesas. Una en cada salón,,,,,,,,,,,,,,,Aluminio,,,
Piso en calle de la Paz,PROMOVIVIENDA,3.209 €/m²,260.000 €,81 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28100-51735756635_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,81 m²,72 m²,2,1,,Entre 20 y 30 años,Entre 20 y 40 €,SA2666-107363904,,1,,,,Oeste,,,,,,En buen estado,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Avenida Baunatal, 5",DEHESA NORTE REAL ESTATE,5.637 €/m²,529.900 €,94 m²,28134,https://www.pisos.com/comprar/piso-santa_barbara_la_zaporra-49181236357_100500/,2025-02-20,"E, E","E, E",94 m²,90 m²,3,2,3ª,Entre 30 y 50 años,Más de 100 €,SA5032-VIVI00022/11100,N/A,1,,Central,,Este,,,N/A,,N/A,,N/A,,N/A,,Comunitaria,,,,N/A,N/A,,,N/A,,,,,N/A,,,,,,,
"Casa adosada en calle Torreta,  s/n",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,3.581 €/m²,404.720 €,113 m²,28086,https://www.pisos.com/comprar/casa_adosada-el_molar_el_molar-4826362722_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,113 m²,,3,3,,,,STD1-21397935,,,,,,,,Adosada,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Casa en Nueva Estación de Servicio,INMOGIL GESTION,1.917 €/m²,4.900.000 €,2.556 m²,28009,https://www.pisos.com/comprar/casa-nueva_estacion_de_servicio-51738262060_524612/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,2.556 m²,2.500 m²,8,8,,Entre 30 y 50 años,Más de 100 €,4524612-2202190,,Más de 2,Mármol,Gas natural,Más de 2,Sur,6.563 m²,,,Independiente,Porche,Reformado,Frío y calor,Independiente,Privado,,Propia,N/A,N/A,Acceso restringido,N/A,,N/A,Independiente,N/A,,,N/A,N/A,,,,,PVC,Madera,,N/A
"Piso en calle de la Corredera, 3","IMPACT HOMES, S.L.",3.015 €/m²,684.500 €,227 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_el_mirador-5169806627_109700/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,227 m²,,4,4,,,,4992497-CC,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle de las Cuatro Peñas,  s/n",FORO CONSULTORES INMOBILIARIOS,2.645 €/m²,510.600 €,193 m²,28082,https://www.pisos.com/comprar/casa_adosada-manzanares_el_real_centro_urbano-48335680769_109700/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,193 m²,,4,4,,,,FP2-79941,,,,,,,,Adosada,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Avenida de La Pedriza,CLN REAL ESTATE,2.200 €/m²,660.000 €,300 m²,28082,https://www.pisos.com/comprar/casa_unifamiliar-manzanares_el_real_centro_urbano-47531003324_528556/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,300 m²,300 m²,4,4,,,,4528556-La Pedriza Unifamiliar,,,,Gasoil,Más de 2,,1.200 m²,Unifamiliar,,N/A,N/A,En buen estado,,N/A,Privado,,Propia,,N/A,,N/A,,,,,,,,,,,,,,,,
"Chalet en Avenida de Miraflores de la Sierra, 2",BROSH,2.509 €/m²,660.000 €,263 m²,28085,https://www.pisos.com/comprar/chalet-miraflores_de_la_sierra_centro_urbano-5216480015_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,263 m²,,4,4,,,,4525022-21769820,,,,,N/A,,,,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Prado Redondo,DON CHAMBERI,2.842 €/m²,540.000 €,190 m²,28086,https://www.pisos.com/comprar/chalet-el_molar_el_molar-47570722770_108900/,2024-12-16,Error al procesar consumo,Error al procesar emisiones,190 m²,,3,2,,,,XA785-513855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Iker Casillas,  s/n",LIBRA GESTION DE PROYECTOS,4.870 €/m²,940.000 €,193 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_valdelacasa-4812825434_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,193 m²,,4,3,1ª,,,4992226-21434261,,2,,Gas natural,N/A,,,,,,N/A,A estrenar,Frío y calor,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
"Piso en calle Iker Casillas,  s/n",LIBRA GESTION DE PROYECTOS,6.945 €/m²,889.000 €,128 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_valdelacasa-4832035104_109700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,128 m²,,3,3,4ª,,,4992226-21434246,,2,,Gas natural,N/A,,,,,,N/A,A estrenar,Frío y calor,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
"Estudio en calle Camino de Lo Cortao,  13",QUALITY PLUS,3.715 €/m²,159.750 €,43 m²,28134,https://www.pisos.com/comprar/estudio-ciudalcampo_fuente_del_fresno28703-4681115669_109700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,43 m²,,,1,2ª,,,4517153-0,,,,,N/A,,,,,,N/A,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Corredera, 3","IMPACT HOMES, S.L.",3.020 €/m²,679.500 €,225 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_el_mirador-4974965343_109700/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,225 m²,,4,4,,,,4992497-CC,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Chalet en Avenida de Miraflores de la Sierra, 2",BROSH,2.240 €/m²,475.000 €,212 m²,28085,https://www.pisos.com/comprar/chalet-miraflores_de_la_sierra_centro_urbano-5256947222_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,212 m²,,4,3,,,,4525022-0,,,,,N/A,,,,,,N/A,A estrenar,,,Privado,,,,,,,,,,,,,,,,,,,,,,
